"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia MARAÑON (000)",208,5,115,59,25,4
"Conviviente (001)",81,,31,39,9,2
"Separado(a) (002)",1,,,1,,
"Casado(a) (003)",33,,4,15,14,
"Viudo(a) (004)",3,,2,,,1
"Divorciado(a) (005)",1,,,,,1
"Soltero(a) (006)",89,5,78,4,2,
"Hombres (008)",167,3,84,52,24,4
"Conviviente (009)",68,,24,34,8,2
"Casado(a) (011)",33,,4,15,14,
"Viudo(a) (012)",1,,,,,1
"Divorciado(a) (013)",1,,,,,1
"Soltero(a) (014)",64,3,56,3,2,
"Mujeres (016)",41,2,31,7,1,
"Conviviente (017)",13,,7,5,1,
"Separado(a) (018)",1,,,1,,
"Viudo(a) (020)",2,,2,,,
"Soltero(a) (022)",25,2,22,1,,
,,,,,,
"AREA URBANA (024)",35,,18,12,4,1
"Conviviente (025)",13,,4,9,,
"Separado(a) (026)",1,,,1,,
"Casado(a) (027)",5,,,1,4,
"Divorciado(a) (029)",1,,,,,1
"Soltero(a) (030)",15,,14,1,,
"Hombres (032)",26,,11,10,4,1
"Conviviente (033)",10,,2,8,,
"Casado(a) (035)",5,,,1,4,
"Divorciado(a) (037)",1,,,,,1
"Soltero(a) (038)",10,,9,1,,
"Mujeres (040)",9,,7,2,,
"Conviviente (041)",3,,2,1,,
"Separado(a) (042)",1,,,1,,
"Soltero(a) (046)",5,,5,,,
,,,,,,
"AREA RURAL (048)",173,5,97,47,21,3
"Conviviente (049)",68,,27,30,9,2
"Casado(a) (051)",28,,4,14,10,
"Viudo(a) (052)",3,,2,,,1
"Soltero(a) (054)",74,5,64,3,2,
"Hombres (056)",141,3,73,42,20,3
"Conviviente (057)",58,,22,26,8,2
"Casado(a) (059)",28,,4,14,10,
"Viudo(a) (060)",1,,,,,1
"Soltero(a) (062)",54,3,47,2,2,
"Mujeres (064)",32,2,24,5,1,
"Conviviente (065)",10,,5,4,1,
"Viudo(a) (068)",2,,2,,,
"Soltero(a) (070)",20,2,17,1,,
