"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia POMABAMBA (000)",5842,29,892,97,147,318,1876,202,199,1901,11,170
"Agric., ganadería, caza y silvicultura (001)",3255,,1,4,1,,1875,,,1374,,
"Pesca (002)",1,,,,,,1,,,,,
"Explotación de minas y canteras (003)",2,,,,,,,1,,1,,
"Industrias manufactureras (004)",186,,1,2,,13,,158,7,5,,
"Suministro de electricidad, gas y agua (005)",39,,1,,1,,,6,3,28,,
"Construcción (006)",324,,5,7,7,,,10,129,166,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",354,,2,5,1,249,,21,,76,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",17,,,1,,4,,12,,,,
"Comercio al por mayor (009)",19,,,,,19,,,,,,
"Comercio al por menor (010)",318,,2,4,1,226,,9,,76,,
"Hoteles y restaurantes (011)",88,,1,2,1,52,,,,32,,
"Trans., almac. y comunicaciones (012)",70,,3,2,6,,,1,47,11,,
"Intermediación financiera (013)",4,,2,,1,,,,,1,,
"Activid.inmobil., empres. y alquileres (014)",61,,18,8,20,1,,1,1,12,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",155,12,15,14,67,2,,1,6,27,11,
"Enseñanza (016)",807,17,756,2,28,,,,,4,,
"Servicios sociales y de salud (017)",130,,63,44,11,1,,2,6,3,,
"Otras activ. serv.comun.soc y personales (018)",69,,24,7,1,,,1,,36,,
"Hogares privados con servicio doméstico (019)",125,,,,,,,,,125,,
"Actividad economica no especificada (021)",172,,,,2,,,,,,,170
"Hombres (022)",4586,20,544,70,93,151,1801,180,198,1433,11,85
"Agric., ganadería, caza y silvicultura (023)",2930,,1,4,1,,1800,,,1124,,
"Pesca (024)",1,,,,,,1,,,,,
"Explotación de minas y canteras (025)",2,,,,,,,1,,1,,
"Industrias manufactureras (026)",163,,1,2,,11,,137,7,5,,
"Suministro de electricidad, gas y agua (027)",38,,1,,1,,,6,3,27,,
"Construcción (028)",320,,5,7,7,,,10,128,163,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",178,,1,3,1,124,,20,,29,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",16,,,1,,3,,12,,,,
"Comercio al por mayor (031)",11,,,,,11,,,,,,
"Comercio al por menor (032)",151,,1,2,1,110,,8,,29,,
"Hoteles y restaurantes (033)",19,,,,1,12,,,,6,,
"Trans., almac. y comunicaciones (034)",66,,1,2,6,,,1,47,9,,
"Intermediación financiera (035)",2,,1,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (036)",46,,13,8,12,1,,1,1,10,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",108,8,10,11,38,2,,1,6,21,11,
"Enseñanza (038)",498,12,464,1,18,,,,,3,,
"Servicios sociales y de salud (039)",69,,26,26,5,1,,2,6,3,,
