"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia PACASMAYO (000)",27303,25505,89,5923,6211,4867,4956,2252,920,287,1798,79897
"De 12 a 14 años (001)",33,16,1,13,2,,,,,,17,17
"De 15 a 19 años (002)",654,558,6,492,47,10,3,,,,96,628
"De 20 a 24 años (003)",2472,1986,9,1400,476,86,13,2,,,486,2679
"De 25 a 29 años (004)",3277,2849,8,1312,1038,385,101,5,,,428,4999
"De 30 a 34 años (005)",3337,3118,8,862,1223,687,305,30,3,,219,6874
"De 35 a 39 años (006)",3331,3186,10,540,1071,888,567,97,10,3,145,8509
"De 40 a 44 años (007)",2980,2864,12,359,789,812,708,154,28,2,116,8654
"De 45 a 49 años (008)",2622,2542,5,281,555,655,714,245,74,13,80,8778
"De 50 y más años (009)",8597,8386,30,664,1010,1344,2545,1719,805,269,211,38759
"PEA (010)",7355,6627,23,1735,1800,1379,1115,412,135,28,728,18391
"De 12 a 14 años (011)",3,2,,2,,,,,,,1,2
"De 15 a 19 años (012)",92,79,2,68,7,1,1,,,,13,89
"De 20 a 24 años (013)",568,381,3,285,77,13,3,,,,187,491
"De 25 a 29 años (014)",912,695,2,351,229,89,24,,,,217,1175
"De 30 a 34 años (015)",1019,908,3,317,346,168,64,8,2,,111,1851
"De 35 a 39 años (016)",1195,1127,1,225,370,317,175,34,4,1,68,2918
"De 40 a 44 años (017)",1070,1019,4,179,283,287,219,42,5,,51,2860
"De 45 a 49 años (018)",893,860,2,136,220,201,194,80,22,5,33,2764
"De 50 y más años (019)",1603,1556,6,172,268,303,435,248,102,22,47,6241
"Ocupada (020)",7065,6406,22,1645,1748,1345,1088,400,132,26,659,17856
"De 12 a 14 años (021)",3,2,,2,,,,,,,1,2
