"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia CHURCAMPA",,,,,,,,,
"Viviendas particulares (001)",252,149,27,17,30,2,3,1,23
"Ocupantes presentes (002)",1012,551,108,81,141,6,16,6,103
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",247,146,26,17,29,2,3,1,23
"Ocupantes presentes (005)",999,545,105,81,137,6,16,6,103
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",2,1,1,,,,,,
"Ocupantes presentes (014)",4,1,3,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",1,,,,1,,,,
"Ocupantes presentes (017)",4,,,,4,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",2,2,,,,,,,
"Ocupantes presentes (026)",5,5,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",52,30,9,2,6,,3,,2
"Ocupantes presentes (029)",223,133,31,10,30,,16,,3
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",50,29,8,2,6,,3,,2
"Ocupantes presentes (032)",219,132,28,10,30,,16,,3
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",2,1,1,,,,,,
"Ocupantes presentes (041)",4,1,3,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",200,119,18,15,24,2,,1,21
"Ocupantes presentes (056)",789,418,77,71,111,6,,6,100
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",197,117,18,15,23,2,,1,21
"Ocupantes presentes (059)",780,413,77,71,107,6,,6,100
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",1,,,,1,,,,
"Ocupantes presentes (071)",4,,,,4,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",2,2,,,,,,,
"Ocupantes presentes (080)",5,5,,,,,,,
