"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CONDESUYOS (000)",8683,73,2792,3179,2016,623
"Empleado (001)",1213,2,387,519,295,10
"Obrero (002)",3116,15,1216,1267,543,75
"Trabajador independiente (003)",3185,8,815,1076,883,403
"Empleador o patrono (004)",82,,12,28,24,18
"Trabajador familiar no remunerado (005)",760,40,218,200,212,90
"Trabajador del hogar (006)",52,5,25,16,5,1
"Desocupado (008)",275,3,119,73,54,26
"Hombres (009)",6402,47,2136,2397,1406,416
"Empleado (010)",744,1,219,314,203,7
"Obrero (011)",2789,11,1105,1162,452,59
"Trabajador independiente (012)",2286,7,606,765,620,288
"Empleador o patrono (013)",61,,8,24,16,13
"Trabajador familiar no remunerado (014)",290,24,101,73,68,24
"Trabajador del hogar (015)",9,3,3,2,1,
"Desocupado (017)",223,1,94,57,46,25
"Mujeres (018)",2281,26,656,782,610,207
"Empleado (019)",469,1,168,205,92,3
"Obrero (020)",327,4,111,105,91,16
"Trabajador independiente (021)",899,1,209,311,263,115
"Empleador o patrono (022)",21,,4,4,8,5
"Trabajador familiar no remunerado (023)",470,16,117,127,144,66
"Trabajador del hogar (024)",43,2,22,14,4,1
"Desocupado (026)",52,2,25,16,8,1
,,,,,,
"URBANA (027)",3333,40,946,1203,927,217
"Empleado (028)",758,2,222,318,209,7
"Obrero (029)",1069,12,358,404,262,33
"Trabajador independiente (030)",1043,4,215,352,337,135
"Empleador o patrono (031)",32,,5,8,12,7
"Trabajador familiar no remunerado (032)",279,19,78,76,77,29
"Trabajador del hogar (033)",38,3,20,10,4,1
"Desocupado (035)",114,,48,35,26,5
"Hombres (036)",2185,27,649,761,609,139
"Empleado (037)",407,1,112,159,130,5
"Obrero (038)",919,9,324,347,213,26
"Trabajador independiente (039)",649,3,139,197,219,91
"Empleador o patrono (040)",22,,3,7,7,5
"Trabajador familiar no remunerado (041)",98,12,33,26,19,8
"Trabajador del hogar (042)",7,2,3,1,1,
"Desocupado (044)",83,,35,24,20,4
"Mujeres (045)",1148,13,297,442,318,78
"Empleado (046)",351,1,110,159,79,2
"Obrero (047)",150,3,34,57,49,7
"Trabajador independiente (048)",394,1,76,155,118,44
"Empleador o patrono (049)",10,,2,1,5,2
"Trabajador familiar no remunerado (050)",181,7,45,50,58,21
"Trabajador del hogar (051)",31,1,17,9,3,1
"Desocupado (053)",31,,13,11,6,1
,,,,,,
"RURAL (054)",5350,33,1846,1976,1089,406
"Empleado (055)",455,,165,201,86,3
"Obrero (056)",2047,3,858,863,281,42
"Trabajador independiente (057)",2142,4,600,724,546,268
"Empleador o patrono (058)",50,,7,20,12,11
"Trabajador familiar no remunerado (059)",481,21,140,124,135,61
"Trabajador del hogar (060)",14,2,5,6,1,
"Desocupado (062)",161,3,71,38,28,21
"Hombres (063)",4217,20,1487,1636,797,277
"Empleado (064)",337,,107,155,73,2
"Obrero (065)",1870,2,781,815,239,33
"Trabajador independiente (066)",1637,4,467,568,401,197
"Empleador o patrono (067)",39,,5,17,9,8
"Trabajador familiar no remunerado (068)",192,12,68,47,49,16
"Trabajador del hogar (069)",2,1,,1,,
"Desocupado (071)",140,1,59,33,26,21
"Mujeres (072)",1133,13,359,340,292,129
"Empleado (073)",118,,58,46,13,1
"Obrero (074)",177,1,77,48,42,9
"Trabajador independiente (075)",505,,133,156,145,71
"Empleador o patrono (076)",11,,2,3,3,3
"Trabajador familiar no remunerado (077)",289,9,72,77,86,45
"Trabajador del hogar (078)",12,1,5,5,1,
"Desocupado (080)",21,2,12,5,2,
