"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia LORETO (000)",17623,1100,17,7584,6056,675,870,407,914
"Empleado (001)",2614,56,,129,567,292,525,261,784
"Obrero (002)",3130,103,3,912,1633,171,199,57,52
"Trabajador independiente (003)",8326,670,6,4449,2787,159,118,73,64
"Empleador o patrono (004)",154,4,,65,64,6,6,3,6
"Trabajador familiar no remunerado (005)",3146,258,8,1918,883,41,18,13,7
"Trabajador del hogar (006)",253,9,,111,122,6,4,,1
"Hombres (008)",13440,717,13,5583,4977,537,661,314,638
"Empleado (009)",1775,7,,78,405,199,366,190,530
"Obrero (010)",2816,69,2,742,1534,166,197,55,51
"Trabajador independiente (011)",7036,534,6,3810,2365,134,82,57,48
"Empleador o patrono (012)",124,2,,52,54,5,6,2,3
"Trabajador familiar no remunerado (013)",1661,104,5,892,602,33,9,10,6
"Trabajador del hogar (014)",28,1,,9,17,,1,,
"Mujeres (016)",4183,383,4,2001,1079,138,209,93,276
"Empleado (017)",839,49,,51,162,93,159,71,254
"Obrero (018)",314,34,1,170,99,5,2,2,1
"Trabajador independiente (019)",1290,136,,639,422,25,36,16,16
"Empleador o patrono (020)",30,2,,13,10,1,,1,3
"Trabajador familiar no remunerado (021)",1485,154,3,1026,281,8,9,3,1
"Trabajador del hogar (022)",225,8,,102,105,6,3,,1
,,,,,,,,,
"URBANA (024)",8619,191,6,2773,3534,500,690,273,652
"Empleado (025)",1897,7,,110,474,216,390,162,538
"Obrero (026)",2289,29,3,565,1266,152,179,46,49
"Trabajador independiente (027)",3172,93,,1433,1335,98,101,56,56
"Empleador o patrono (028)",93,2,,39,39,5,5,2,1
"Trabajador familiar no remunerado (029)",946,55,3,524,316,23,11,7,7
"Trabajador del hogar (030)",222,5,,102,104,6,4,,1
"Hombres (032)",6215,78,3,1770,2767,385,526,211,475
"Empleado (033)",1306,5,,61,327,140,274,119,380
"Obrero (034)",2067,11,2,447,1190,148,177,44,48
"Trabajador independiente (035)",2312,51,,1023,1013,76,66,42,41
"Empleador o patrono (036)",73,1,,30,31,4,5,2,
"Trabajador familiar no remunerado (037)",436,10,1,202,193,17,3,4,6
"Trabajador del hogar (038)",21,,,7,13,,1,,
"Mujeres (040)",2404,113,3,1003,767,115,164,62,177
"Empleado (041)",591,2,,49,147,76,116,43,158
"Obrero (042)",222,18,1,118,76,4,2,2,1
"Trabajador independiente (043)",860,42,,410,322,22,35,14,15
"Empleador o patrono (044)",20,1,,9,8,1,,,1
"Trabajador familiar no remunerado (045)",510,45,2,322,123,6,8,3,1
"Trabajador del hogar (046)",201,5,,95,91,6,3,,1
,,,,,,,,,
"RURAL (048)",9004,909,11,4811,2522,175,180,134,262
"Empleado (049)",717,49,,19,93,76,135,99,246
"Obrero (050)",841,74,,347,367,19,20,11,3
"Trabajador independiente (051)",5154,577,6,3016,1452,61,17,17,8
"Empleador o patrono (052)",61,2,,26,25,1,1,1,5
"Trabajador familiar no remunerado (053)",2200,203,5,1394,567,18,7,6,
"Trabajador del hogar (054)",31,4,,9,18,,,,
"Hombres (056)",7225,639,10,3813,2210,152,135,103,163
"Empleado (057)",469,2,,17,78,59,92,71,150
"Obrero (058)",749,58,,295,344,18,20,11,3
"Trabajador independiente (059)",4724,483,6,2787,1352,58,16,15,7
"Empleador o patrono (060)",51,1,,22,23,1,1,,3
"Trabajador familiar no remunerado (061)",1225,94,4,690,409,16,6,6,
"Trabajador del hogar (062)",7,1,,2,4,,,,
"Mujeres (064)",1779,270,1,998,312,23,45,31,99
"Empleado (065)",248,47,,2,15,17,43,28,96
"Obrero (066)",92,16,,52,23,1,,,
"Trabajador independiente (067)",430,94,,229,100,3,1,2,1
"Empleador o patrono (068)",10,1,,4,2,,,1,2
"Trabajador familiar no remunerado (069)",975,109,1,704,158,2,1,,
"Trabajador del hogar (070)",24,3,,7,14,,,,
