"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia PALLASCA",,,,,,,,,
"Viviendas particulares (001)",881,15,17,19,217,11,11,3,588
"Ocupantes presentes (002)",3398,48,61,94,729,59,38,6,2363
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",875,15,17,19,217,11,11,3,582
"Ocupantes presentes (005)",3385,48,61,94,729,59,38,6,2350
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",5,,,,,,,,5
"Ocupantes presentes (011)",10,,,,,,,,10
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1,,,,,,,,1
"Ocupantes presentes (020)",3,,,,,,,,3
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",504,12,15,16,149,6,8,3,295
"Ocupantes presentes (029)",1826,40,58,82,500,31,21,6,1088
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",498,12,15,16,149,6,8,3,289
"Ocupantes presentes (032)",1813,40,58,82,500,31,21,6,1075
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",5,,,,,,,,5
"Ocupantes presentes (038)",10,,,,,,,,10
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1,,,,,,,,1
"Ocupantes presentes (047)",3,,,,,,,,3
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",377,3,2,3,68,5,3,,293
"Ocupantes presentes (056)",1572,8,3,12,229,28,17,,1275
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",377,3,2,3,68,5,3,,293
"Ocupantes presentes (059)",1572,8,3,12,229,28,17,,1275
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
