"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia LAMPA (000)",36812,5546,7166,7215,5628,4266,6991
"Católica (001)",32292,4929,6421,6460,4978,3731,5773
"Cristiana/Evangélica (002)",2976,344,473,492,428,371,868
"Otra (003)",1020,146,154,153,151,131,285
"Ninguna (004)",524,127,118,110,71,33,65
"Hombres (006)",18308,2851,3578,3776,2738,2067,3298
"Católica (007)",16159,2542,3209,3403,2437,1830,2738
"Cristiana/Evangélica (008)",1368,169,224,229,196,158,392
"Otra (009)",494,70,84,75,66,57,142
"Ninguna (010)",287,70,61,69,39,22,26
"Mujeres (012)",18504,2695,3588,3439,2890,2199,3693
"Católica (013)",16133,2387,3212,3057,2541,1901,3035
"Cristiana/Evangélica (014)",1608,175,249,263,232,213,476
"Otra (015)",526,76,70,78,85,74,143
"Ninguna (016)",237,57,57,41,32,11,39
,,,,,,,
"URBANA (018)",14185,2288,3069,2977,2239,1512,2100
"Católica (019)",12630,2058,2781,2709,2009,1339,1734
"Cristiana/Evangélica (020)",967,133,164,166,147,109,248
"Otra (021)",389,59,70,53,57,53,97
"Ninguna (022)",199,38,54,49,26,11,21
"Hombres (024)",6946,1155,1509,1483,1052,743,1004
"Católica (025)",6200,1041,1363,1353,951,660,832
"Cristiana/Evangélica (026)",443,66,78,71,64,49,115
"Otra (027)",190,29,39,26,22,26,48
"Ninguna (028)",113,19,29,33,15,8,9
"Mujeres (030)",7239,1133,1560,1494,1187,769,1096
"Católica (031)",6430,1017,1418,1356,1058,679,902
"Cristiana/Evangélica (032)",524,67,86,95,83,60,133
"Otra (033)",199,30,31,27,35,27,49
"Ninguna (034)",86,19,25,16,11,3,12
,,,,,,,
"RURAL (036)",22627,3258,4097,4238,3389,2754,4891
"Católica (037)",19662,2871,3640,3751,2969,2392,4039
"Cristiana/Evangélica (038)",2009,211,309,326,281,262,620
"Otra (039)",631,87,84,100,94,78,188
"Ninguna (040)",325,89,64,61,45,22,44
"Hombres (042)",11362,1696,2069,2293,1686,1324,2294
"Católica (043)",9959,1501,1846,2050,1486,1170,1906
"Cristiana/Evangélica (044)",925,103,146,158,132,109,277
"Otra (045)",304,41,45,49,44,31,94
"Ninguna (046)",174,51,32,36,24,14,17
"Mujeres (048)",11265,1562,2028,1945,1703,1430,2597
"Católica (049)",9703,1370,1794,1701,1483,1222,2133
"Cristiana/Evangélica (050)",1084,108,163,168,149,153,343
"Otra (051)",327,46,39,51,50,47,94
"Ninguna (052)",151,38,32,25,21,8,27
