"CUADRO Nº 15: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia HUANCA SANCOS (000)",3747,495,812,1645,14,576,31,174
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",22,21,,,1,,,
"Profes., científicos e intelectuales (002)",340,290,,50,,,,
"Técnicos de nivel medio y trab. asimilados (003)",67,46,,19,2,,,
"Jefes y empleados de oficina (004)",86,86,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",233,9,5,177,4,38,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",1213,,,1210,2,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",104,,50,51,,3,,
"Obreros construc.,conf.,papel, fab., instr. (008)",166,11,104,44,4,3,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",1256,24,632,62,1,506,31,
"Otra (010)",5,5,,,,,,
"Ocupaciñn no especificada (011)",81,3,21,32,,25,,
"Desocupado (012)",174,,,,,,,174
"Hombres (013)",2342,324,638,998,10,218,1,153
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",19,18,,,1,,,
"Profes., científicos e intelectuales (015)",202,183,,19,,,,
"Técnicos de nivel medio y trab. asimilados (016)",46,32,,12,2,,,
"Jefes y empleados de oficina (017)",57,57,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",64,4,,52,2,6,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",805,,,804,1,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",87,,44,41,,2,,
"Obreros construc.,conf.,papel, fab., instr. (021)",158,11,101,40,4,2,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (022)",711,13,477,18,,202,1,
"Otra (023)",5,5,,,,,,
"Ocupaciñn no especificada (024)",35,1,16,12,,6,,
"Desocupado (025)",153,,,,,,,153
"Mujeres (026)",1405,171,174,647,4,358,30,21
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",3,3,,,,,,
"Profes., científicos e intelectuales (028)",138,107,,31,,,,
"Técnicos de nivel medio y trab. asimilados (029)",21,14,,7,,,,
"Jefes y empleados de oficina (030)",29,29,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",169,5,5,125,2,32,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",408,,,406,1,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",17,,6,10,,1,,
"Obreros construc.,conf.,papel, fab., instr. (034)",8,,3,4,,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (035)",545,11,155,44,1,304,30,
"Ocupaciñn no especificada (037)",46,2,5,20,,19,,
"Desocupado (038)",21,,,,,,,21
,,,,,,,,
"URBANA (039)",2416,462,513,1042,12,282,28,77
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",18,17,,,1,,,
"Profes., científicos e intelectuales (041)",318,271,,47,,,,
"Técnicos de nivel medio y trab. asimilados (042)",62,41,,19,2,,,
"Jefes y empleados de oficina (043)",84,84,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",212,9,3,165,4,31,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",632,,,630,1,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",84,,32,49,,3,,
"Obreros construc.,conf.,papel, fab., instr. (047)",139,11,83,42,3,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (048)",714,21,380,59,1,225,28,
"Otra (049)",5,5,,,,,,
"Ocupaciñn no especificada (050)",71,3,15,31,,22,,
"Desocupado (051)",77,,,,,,,77
"Hombres (052)",1511,296,428,602,8,110,,67
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",15,14,,,1,,,
"Profes., científicos e intelectuales (054)",187,169,,18,,,,
"Técnicos de nivel medio y trab. asimilados (055)",41,27,,12,2,,,
"Jefes y empleados de oficina (056)",55,55,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",59,4,,49,2,4,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",418,,,418,,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",68,,27,39,,2,,
"Obreros construc.,conf.,papel, fab., instr. (060)",133,11,81,38,3,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (061)",433,10,308,16,,99,,
"Otra (062)",5,5,,,,,,
"Ocupaciñn no especificada (063)",30,1,12,12,,5,,
"Desocupado (064)",67,,,,,,,67
"Mujeres (065)",905,166,85,440,4,172,28,10
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",3,3,,,,,,
"Profes., científicos e intelectuales (067)",131,102,,29,,,,
"Técnicos de nivel medio y trab. asimilados (068)",21,14,,7,,,,
"Jefes y empleados de oficina (069)",29,29,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",153,5,3,116,2,27,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",214,,,212,1,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",16,,5,10,,1,,
"Obreros construc.,conf.,papel, fab., instr. (073)",6,,2,4,,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (074)",281,11,72,43,1,126,28,
"Ocupaciñn no especificada (076)",41,2,3,19,,17,,
"Desocupado (077)",10,,,,,,,10
,,,,,,,,
"RURAL (078)",1331,33,299,603,2,294,3,97
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",4,4,,,,,,
"Profes., científicos e intelectuales (080)",22,19,,3,,,,
"Técnicos de nivel medio y trab. asimilados (081)",5,5,,,,,,
"Jefes y empleados de oficina (082)",2,2,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",21,,2,12,,7,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",581,,,580,1,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",20,,18,2,,,,
"Obreros construc.,conf.,papel, fab., instr. (086)",27,,21,2,1,3,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (087)",542,3,252,3,,281,3,
"Ocupaciñn no especificada (089)",10,,6,1,,3,,
"Desocupado (090)",97,,,,,,,97
"Hombres (091)",831,28,210,396,2,108,1,86
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",4,4,,,,,,
"Profes., científicos e intelectuales (093)",15,14,,1,,,,
"Técnicos de nivel medio y trab. asimilados (094)",5,5,,,,,,
"Jefes y empleados de oficina (095)",2,2,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",5,,,3,,2,,
"Agricult.trabaj.calif.agrop.y pesqueros (097)",387,,,386,1,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (098)",19,,17,2,,,,
"Obreros construc.,conf.,papel, fab., instr. (099)",25,,20,2,1,2,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (100)",278,3,169,2,,103,1,
