"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia MARAÑON (000)",13835,10131,3704
"De 3 a 5 años (001)",2264,57,2207
"De 6 a 11 años (002)",4598,3417,1181
"De 12 a 16 años (003)",3548,3459,89
"De 17 a 24 años (004)",3425,3198,227
"Hombres (005)",7175,5362,1813
"De 3 a 5 años (006)",1126,33,1093
"De 6 a 11 años (007)",2410,1795,615
"De 12 a 16 años (008)",1868,1820,48
"De 17 a 24 años (009)",1771,1714,57
"Mujeres (010)",6660,4769,1891
"De 3 a 5 años (011)",1138,24,1114
"De 6 a 11 años (012)",2188,1622,566
"De 12 a 16 años (013)",1680,1639,41
"De 17 a 24 años (014)",1654,1484,170
,,,
"URBANA (015)",2007,1639,368
"De 3 a 5 años (016)",255,7,248
"De 6 a 11 años (017)",662,560,102
"De 12 a 16 años (018)",562,557,5
"De 17 a 24 años (019)",528,515,13
"Hombres (020)",1066,861,205
"De 3 a 5 años (021)",139,3,136
"De 6 a 11 años (022)",357,295,62
"De 12 a 16 años (023)",300,298,2
"De 17 a 24 años (024)",270,265,5
"Mujeres (025)",941,778,163
"De 3 a 5 años (026)",116,4,112
"De 6 a 11 años (027)",305,265,40
"De 12 a 16 años (028)",262,259,3
"De 17 a 24 años (029)",258,250,8
,,,
"RURAL (030)",11828,8492,3336
"De 3 a 5 años (031)",2009,50,1959
"De 6 a 11 años (032)",3936,2857,1079
"De 12 a 16 años (033)",2986,2902,84
"De 17 a 24 años (034)",2897,2683,214
"Hombres (035)",6109,4501,1608
"De 3 a 5 años (036)",987,30,957
"De 6 a 11 años (037)",2053,1500,553
"De 12 a 16 años (038)",1568,1522,46
"De 17 a 24 años (039)",1501,1449,52
"Mujeres (040)",5719,3991,1728
"De 3 a 5 años (041)",1022,20,1002
"De 6 a 11 años (042)",1883,1357,526
"De 12 a 16 años (043)",1418,1380,38
"De 17 a 24 años (044)",1396,1234,162
