"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia HUAYTARA (000)",372,65,307
"Sin nivel (001)",29,2,27
"Educación inicial (002)",1,,1
"Primaria (003)",135,16,119
"Secundaria (004)",166,39,127
"Superior no univ. incompleta (005)",9,2,7
"Superior no univ. completa (006)",19,4,15
"Superior univ. incompleta (007)",3,1,2
"Superior univ. completa (008)",10,1,9
"Hombres (010)",295,44,251
"Sin nivel (011)",23,2,21
"Primaria (013)",106,10,96
"Secundaria (014)",136,25,111
"Superior no univ. incompleta (015)",9,2,7
"Superior no univ. completa (016)",11,3,8
"Superior univ. incompleta (017)",3,1,2
"Superior univ. completa (018)",7,1,6
"Mujeres (020)",77,21,56
"Sin nivel (021)",6,,6
"Educación inicial (022)",1,,1
"Primaria (023)",29,6,23
"Secundaria (024)",30,14,16
"Superior no univ. completa (026)",8,1,7
"Superior univ. completa (028)",3,,3
,,,
"AREA URBANA (030)",146,29,117
"Sin nivel (031)",4,,4
"Primaria (033)",36,3,33
"Secundaria (034)",80,22,58
"Superior no univ. incompleta (035)",6,2,4
"Superior no univ. completa (036)",11,1,10
"Superior univ. incompleta (037)",3,1,2
"Superior univ. completa (038)",6,,6
"Hombres (040)",105,19,86
"Sin nivel (041)",4,,4
"Primaria (043)",23,3,20
"Secundaria (044)",59,12,47
"Superior no univ. incompleta (045)",6,2,4
"Superior no univ. completa (046)",6,1,5
"Superior univ. incompleta (047)",3,1,2
"Superior univ. completa (048)",4,,4
"Mujeres (050)",41,10,31
"Primaria (053)",13,,13
"Secundaria (054)",21,10,11
"Superior no univ. completa (056)",5,,5
"Superior univ. completa (058)",2,,2
,,,
"AREA RURAL (060)",226,36,190
"Sin nivel (061)",25,2,23
"Educación inicial (062)",1,,1
"Primaria (063)",99,13,86
"Secundaria (064)",86,17,69
"Superior no univ. incompleta (065)",3,,3
"Superior no univ. completa (066)",8,3,5
"Superior univ. completa (068)",4,1,3
"Hombres (070)",190,25,165
"Sin nivel (071)",19,2,17
"Primaria (073)",83,7,76
"Secundaria (074)",77,13,64
"Superior no univ. incompleta (075)",3,,3
"Superior no univ. completa (076)",5,2,3
"Superior univ. completa (078)",3,1,2
"Mujeres (080)",36,11,25
"Sin nivel (081)",6,,6
"Educación inicial (082)",1,,1
"Primaria (083)",16,6,10
"Secundaria (084)",9,4,5
"Superior no univ. completa (086)",3,1,2
"Superior univ. completa (088)",1,,1
