"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia HUAMANGA",,,,,,,
"Viviendas particulares (001)",52332,7313,491,2288,37945,1140,3155
"Ocupantes presentes (002)",217703,25843,2096,9900,163025,4578,12261
"Casa independiente",,,,,,,
"Viviendas particulares (004)",46735,5346,413,2156,34975,995,2850
"Ocupantes presentes (005)",197433,19958,1744,9369,151303,4041,11018
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",656,334,,49,220,17,36
"Ocupantes presentes (008)",2347,1053,,162,904,68,160
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",1815,865,,36,745,52,117
"Ocupantes presentes (011)",6808,2691,,175,3212,210,520
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",1306,703,,32,453,38,80
"Ocupantes presentes (014)",4471,1944,,143,1937,127,320
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",1754,44,78,14,1539,19,60
"Ocupantes presentes (017)",6404,124,352,46,5624,70,188
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",15,5,,1,1,1,7
"Ocupantes presentes (020)",94,27,,5,10,15,37
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",46,12,,,12,17,5
"Ocupantes presentes (023)",136,37,,,35,46,18
"Otro tipo",,,,,,,
"Viviendas particulares (025)",5,4,,,,1,
"Ocupantes presentes (026)",10,9,,,,1,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",36980,6849,207,2085,25180,927,1732
"Ocupantes presentes (029)",157988,24239,791,9006,112963,3793,7196
"Casa independiente",,,,,,,
"Viviendas particulares (031)",33149,4926,207,1967,23755,807,1487
"Ocupantes presentes (032)",144157,18478,791,8521,106888,3338,6141
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",656,334,,49,220,17,36
"Ocupantes presentes (035)",2347,1053,,162,904,68,160
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",1815,865,,36,745,52,117
"Ocupantes presentes (038)",6808,2691,,175,3212,210,520
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",1306,703,,32,453,38,80
"Ocupantes presentes (041)",4471,1944,,143,1937,127,320
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",15,5,,1,1,1,7
"Ocupantes presentes (047)",94,27,,5,10,15,37
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",35,12,,,6,12,5
"Ocupantes presentes (050)",102,37,,,12,35,18
"Otro tipo",,,,,,,
"Viviendas particulares (052)",4,4,,,,,
"Ocupantes presentes (053)",9,9,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",15352,464,284,203,12765,213,1423
"Ocupantes presentes (056)",59715,1604,1305,894,50062,785,5065
"Casa independiente",,,,,,,
"Viviendas particulares (058)",13586,420,206,189,11220,188,1363
"Ocupantes presentes (059)",53276,1480,953,848,44415,703,4877
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",1754,44,78,14,1539,19,60
"Ocupantes presentes (071)",6404,124,352,46,5624,70,188
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",11,,,,6,5,
"Ocupantes presentes (077)",34,,,,23,11,
"Otro tipo",,,,,,,
"Viviendas particulares (079)",1,,,,,1,
"Ocupantes presentes (080)",1,,,,,1,
