"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia POMABAMBA (000)",346,128,218
"De 14 a 29 años (001)",179,95,84
"De 30 a 44 años (002)",82,31,51
"De 45 a 64 años (003)",56,2,54
"De 65 y más años (004)",29,,29
"Hombres (005)",261,79,182
"De 14 a 29 años (006)",123,56,67
"De 30 a 44 años (007)",64,21,43
"De 45 a 64 años (008)",45,2,43
"De 65 y más años (009)",29,,29
"Mujeres (010)",85,49,36
"De 14 a 29 años (011)",56,39,17
"De 30 a 44 años (012)",18,10,8
"De 45 a 64 años (013)",11,,11
,,,
"AREA URBANA (015)",91,37,54
"De 14 a 29 años (016)",53,26,27
"De 30 a 44 años (017)",26,11,15
"De 45 a 64 años (018)",9,,9
"De 65 y más años (019)",3,,3
"Hombres (020)",59,24,35
"De 14 a 29 años (021)",37,18,19
"De 30 a 44 años (022)",15,6,9
"De 45 a 64 años (023)",4,,4
"De 65 y más años (024)",3,,3
"Mujeres (025)",32,13,19
"De 14 a 29 años (026)",16,8,8
"De 30 a 44 años (027)",11,5,6
"De 45 a 64 años (028)",5,,5
,,,
"AREA RURAL (030)",255,91,164
"De 14 a 29 años (031)",126,69,57
"De 30 a 44 años (032)",56,20,36
"De 45 a 64 años (033)",47,2,45
"De 65 y más años (034)",26,,26
"Hombres (035)",202,55,147
"De 14 a 29 años (036)",86,38,48
"De 30 a 44 años (037)",49,15,34
"De 45 a 64 años (038)",41,2,39
"De 65 y más años (039)",26,,26
"Mujeres (040)",53,36,17
"De 14 a 29 años (041)",40,31,9
"De 30 a 44 años (042)",7,5,2
"De 45 a 64 años (043)",6,,6
