"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia LUYA (000)",151,58,93
"Sin nivel (001)",13,7,6
"Primaria (003)",67,21,46
"Secundaria (004)",47,20,27
"Superior no univ. incompleta (005)",6,2,4
"Superior no univ. completa (006)",14,6,8
"Superior univ. incompleta (007)",1,,1
"Superior univ. completa (008)",3,2,1
"De 14 a 29 años (010)",89,48,41
"Sin nivel (011)",5,4,1
"Primaria (013)",35,18,17
"Secundaria (014)",32,17,15
"Superior no univ. incompleta (015)",2,1,1
"Superior no univ. completa (016)",11,6,5
"Superior univ. incompleta (017)",1,,1
"Superior univ. completa (018)",3,2,1
"De 30 a 44 años (020)",40,9,31
"Sin nivel (021)",7,3,4
"Primaria (023)",16,3,13
"Secundaria (024)",12,3,9
"Superior no univ. incompleta (025)",3,,3
"Superior no univ. completa (026)",2,,2
"De 45 a 64 años (030)",13,1,12
"Primaria (033)",8,,8
"Secundaria (034)",3,,3
"Superior no univ. incompleta (035)",1,1,
"Superior no univ. completa (036)",1,,1
"De 65 y más años (040)",9,,9
"Sin nivel (041)",1,,1
"Primaria (043)",8,,8
,,,
"AREA URBANA (050)",96,26,70
"Sin nivel (051)",7,3,4
"Primaria (053)",37,5,32
"Secundaria (054)",33,9,24
"Superior no univ. incompleta (055)",6,2,4
"Superior no univ. completa (056)",10,5,5
"Superior univ. completa (058)",3,2,1
"De 14 a 29 años (060)",53,24,29
"Sin nivel (061)",3,2,1
"Primaria (063)",16,5,11
"Secundaria (064)",22,9,13
"Superior no univ. incompleta (065)",2,1,1
"Superior no univ. completa (066)",7,5,2
"Superior univ. completa (068)",3,2,1
"De 30 a 44 años (070)",22,1,21
"Sin nivel (071)",3,1,2
"Primaria (073)",6,,6
"Secundaria (074)",8,,8
"Superior no univ. incompleta (075)",3,,3
"Superior no univ. completa (076)",2,,2
"De 45 a 64 años (080)",12,1,11
"Primaria (083)",7,,7
"Secundaria (084)",3,,3
"Superior no univ. incompleta (085)",1,1,
"Superior no univ. completa (086)",1,,1
"De 65 y más años (090)",9,,9
"Sin nivel (091)",1,,1
"Primaria (093)",8,,8
,,,
"AREA RURAL (100)",55,32,23
"Sin nivel (101)",6,4,2
"Primaria (103)",30,16,14
"Secundaria (104)",14,11,3
"Superior no univ. completa (106)",4,1,3
"Superior univ. incompleta (107)",1,,1
"De 14 a 29 años (110)",36,24,12
"Sin nivel (111)",2,2,
"Primaria (113)",19,13,6
"Secundaria (114)",10,8,2
"Superior no univ. completa (116)",4,1,3
"Superior univ. incompleta (117)",1,,1
"De 30 a 44 años (120)",18,8,10
"Sin nivel (121)",4,2,2
"Primaria (123)",10,3,7
"Secundaria (124)",4,3,1
"De 45 a 64 años (130)",1,,1
"Primaria (133)",1,,1
