"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia YUNGAY",,,,,,,,
"Viviendas particulares (001)",12784,10909,1777,64,9,12,9,4
"Ocupantes presentes (002)",54181,46366,7424,263,32,43,43,10
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",12628,10794,1740,62,8,11,9,4
"Ocupantes presentes (005)",53577,45912,7294,252,29,37,43,10
"Departamento en edificio",,,,,,,,
"Viviendas particulares (007)",9,,7,2,,,,
"Ocupantes presentes (008)",36,,25,11,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (010)",22,,21,,,1,,
"Ocupantes presentes (011)",87,,81,,,6,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (013)",15,7,7,,1,,,
"Ocupantes presentes (014)",50,28,19,,3,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",105,104,1,,,,,
"Ocupantes presentes (017)",420,416,4,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (019)",3,3,,,,,,
"Ocupantes presentes (020)",9,9,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (022)",2,1,1,,,,,
"Ocupantes presentes (023)",2,1,1,,,,,
"Otro tipo",,,,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",2972,1669,1221,56,4,11,9,2
"Ocupantes presentes (029)",12560,7149,5090,224,11,40,43,3
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",2923,1659,1186,54,3,10,9,2
"Ocupantes presentes (032)",12378,7112,4965,213,8,34,43,3
"Departamento en edificio",,,,,,,,
"Viviendas particulares (034)",9,,7,2,,,,
"Ocupantes presentes (035)",36,,25,11,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (037)",22,,21,,,1,,
"Ocupantes presentes (038)",87,,81,,,6,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (040)",15,7,7,,1,,,
"Ocupantes presentes (041)",50,28,19,,3,,,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (046)",3,3,,,,,,
"Ocupantes presentes (047)",9,9,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",9812,9240,556,8,5,1,,2
"Ocupantes presentes (056)",41621,39217,2334,39,21,3,,7
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",9705,9135,554,8,5,1,,2
"Ocupantes presentes (059)",41199,38800,2329,39,21,3,,7
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",105,104,1,,,,,
"Ocupantes presentes (071)",420,416,4,,,,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (076)",2,1,1,,,,,
"Ocupantes presentes (077)",2,1,1,,,,,
"Otro tipo",,,,,,,,
