"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia AREQUIPA",,,,,,,,,
"Hogares (001)",227577,11411,4004,2455,1882,1093,705,625,205402
"Ocupantes presentes (002)",854493,39485,12585,7713,7013,4773,3253,3224,776447
"Casa independiente",,,,,,,,,
"Hogares (004)",209252,10396,3599,2227,1737,1027,649,579,189038
"Ocupantes presentes (005)",796542,36526,11516,7059,6508,4499,3033,3055,724346
"Departamento en edificio",,,,,,,,,
"Hogares (007)",8539,604,237,122,79,23,26,20,7428
"Ocupantes presentes (008)",27236,1802,620,341,276,92,90,69,23946
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",3901,193,86,46,39,17,13,10,3497
"Ocupantes presentes (011)",13069,563,259,128,140,70,58,54,11797
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",3879,158,53,44,19,15,8,11,3571
"Ocupantes presentes (014)",12429,493,131,144,65,60,31,32,11473
"Choza o cabaña",,,,,,,,,
"Hogares (016)",793,19,10,8,3,2,3,2,746
"Ocupantes presentes (017)",1944,22,24,17,6,7,8,2,1858
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",787,24,15,7,5,4,5,1,726
"Ocupantes presentes (020)",2133,41,26,21,18,19,29,1,1978
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",364,13,4,1,,5,1,2,338
"Ocupantes presentes (023)",985,26,9,3,,26,4,11,906
"Otro tipo",,,,,,,,,
"Hogares (025)",62,4,,,,,,,58
"Ocupantes presentes (026)",155,12,,,,,,,143
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",220910,11246,3940,2416,1856,1083,691,614,199064
"Ocupantes presentes (029)",833685,39074,12412,7615,6920,4736,3206,3204,756518
"Casa independiente",,,,,,,,,
"Hogares (031)",203387,10250,3545,2196,1714,1019,638,570,183455
"Ocupantes presentes (032)",777704,36137,11367,6978,6421,4469,2994,3037,706301
"Departamento en edificio",,,,,,,,,
"Hogares (034)",8539,604,237,122,79,23,26,20,7428
"Ocupantes presentes (035)",27236,1802,620,341,276,92,90,69,23946
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",3901,193,86,46,39,17,13,10,3497
"Ocupantes presentes (038)",13069,563,259,128,140,70,58,54,11797
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",3879,158,53,44,19,15,8,11,3571
"Ocupantes presentes (041)",12429,493,131,144,65,60,31,32,11473
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",787,24,15,7,5,4,5,1,726
"Ocupantes presentes (047)",2133,41,26,21,18,19,29,1,1978
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",359,13,4,1,,5,1,2,333
"Ocupantes presentes (050)",972,26,9,3,,26,4,11,893
"Otro tipo",,,,,,,,,
"Hogares (052)",58,4,,,,,,,54
"Ocupantes presentes (053)",142,12,,,,,,,130
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",6667,165,64,39,26,10,14,11,6338
"Ocupantes presentes (056)",20808,411,173,98,93,37,47,20,19929
"Casa independiente",,,,,,,,,
"Hogares (058)",5865,146,54,31,23,8,11,9,5583
"Ocupantes presentes (059)",18838,389,149,81,87,30,39,18,18045
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",793,19,10,8,3,2,3,2,746
"Ocupantes presentes (071)",1944,22,24,17,6,7,8,2,1858
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",5,,,,,,,,5
"Ocupantes presentes (077)",13,,,,,,,,13
"Otro tipo",,,,,,,,,
"Hogares (079)",4,,,,,,,,4
"Ocupantes presentes (080)",13,,,,,,,,13
