"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia HUAYTARA (000)",21756,392,7226,4444,3703,3402,2589
"Jefe o Jefa (001)",6854,,26,997,1893,2135,1803
"Esposa(o) / compañera(o) (002)",3271,,4,612,1123,965,567
"Hijo(a) / hijastro(a) (003)",8977,284,5904,2197,450,138,4
"Yerno / nuera (004)",185,,3,115,54,13,
"Nieto(a) (005)",1004,81,786,132,5,,
"Padres / suegros (006)",146,,,,1,20,125
"Otro(a) pariente (007)",1036,26,453,295,103,87,72
"Trabajador(a) del hogar (008)",18,,4,8,4,2,
"Pensionistas (009)",10,,1,1,6,2,
"Otro(a) no pariente (010)",255,1,45,87,64,40,18
"Hombres (011)",10879,215,3752,2186,1820,1697,1209
"Jefe o Jefa (012)",4455,,19,606,1315,1433,1082
"Esposa(o) / compañera(o) (013)",341,,1,74,119,98,49
"Hijo(a) / hijastro(a) (014)",4679,149,3049,1170,243,67,1
"Yerno / nuera (015)",97,,1,50,34,12,
"Nieto(a) (016)",543,50,423,66,4,,
"Padres / suegros (017)",32,,,,,3,29
"Otro(a) pariente (018)",550,15,232,156,59,52,36
"Trabajador(a) del hogar (019)",4,,1,2,1,,
"Pensionistas (020)",5,,,1,2,2,
"Otro(a) no pariente (021)",173,1,26,61,43,30,12
"Mujeres (022)",10877,177,3474,2258,1883,1705,1380
"Jefe o Jefa (023)",2399,,7,391,578,702,721
"Esposa(o) / compañera(o) (024)",2930,,3,538,1004,867,518
"Hijo(a) / hijastro(a) (025)",4298,135,2855,1027,207,71,3
"Yerno / nuera (026)",88,,2,65,20,1,
"Nieto(a) (027)",461,31,363,66,1,,
"Padres / suegros (028)",114,,,,1,17,96
"Otro(a) pariente (029)",486,11,221,139,44,35,36
"Trabajador(a) del hogar (030)",14,,3,6,3,2,
"Pensionistas (031)",5,,1,,4,,
"Otro(a) no pariente (032)",82,,19,26,21,10,6
,,,,,,,
"URBANA (033)",6453,120,2015,1523,1187,948,660
"Jefe o Jefa (034)",2010,,9,334,607,605,455
"Esposa(o) / compañera(o) (035)",916,,1,193,334,252,136
"Hijo(a) / hijastro(a) (036)",2656,85,1656,735,148,32,
"Yerno / nuera (037)",54,,2,35,14,3,
"Nieto(a) (038)",252,27,183,40,2,,
"Padres / suegros (039)",55,,,,1,8,46
"Otro(a) pariente (040)",400,8,149,141,46,36,20
"Trabajador(a) del hogar (041)",8,,2,4,2,,
"Pensionistas (042)",2,,,,2,,
"Otro(a) no pariente (043)",100,,13,41,31,12,3
"Hombres (044)",3261,70,1049,787,600,460,295
"Jefe o Jefa (045)",1313,,7,220,425,396,265
"Esposa(o) / compañera(o) (046)",84,,1,18,32,22,11
"Hijo(a) / hijastro(a) (047)",1394,43,852,401,88,10,
"Yerno / nuera (048)",27,,1,16,7,3,
"Nieto(a) (049)",144,21,100,21,2,,
"Padres / suegros (050)",11,,,,,1,10
"Otro(a) pariente (051)",219,6,80,78,26,21,8
"Trabajador(a) del hogar (052)",1,,,1,,,
"Otro(a) no pariente (054)",68,,8,32,20,7,1
"Mujeres (055)",3192,50,966,736,587,488,365
"Jefe o Jefa (056)",697,,2,114,182,209,190
"Esposa(o) / compañera(o) (057)",832,,,175,302,230,125
"Hijo(a) / hijastro(a) (058)",1262,42,804,334,60,22,
"Yerno / nuera (059)",27,,1,19,7,,
"Nieto(a) (060)",108,6,83,19,,,
"Padres / suegros (061)",44,,,,1,7,36
"Otro(a) pariente (062)",181,2,69,63,20,15,12
"Trabajador(a) del hogar (063)",7,,2,3,2,,
"Pensionistas (064)",2,,,,2,,
"Otro(a) no pariente (065)",32,,5,9,11,5,2
,,,,,,,
"RURAL (066)",15303,272,5211,2921,2516,2454,1929
"Jefe o Jefa (067)",4844,,17,663,1286,1530,1348
"Esposa(o) / compañera(o) (068)",2355,,3,419,789,713,431
"Hijo(a) / hijastro(a) (069)",6321,199,4248,1462,302,106,4
"Yerno / nuera (070)",131,,1,80,40,10,
"Nieto(a) (071)",752,54,603,92,3,,
"Padres / suegros (072)",91,,,,,12,79
"Otro(a) pariente (073)",636,18,304,154,57,51,52
"Trabajador(a) del hogar (074)",10,,2,4,2,2,
"Pensionistas (075)",8,,1,1,4,2,
"Otro(a) no pariente (076)",155,1,32,46,33,28,15
"Hombres (077)",7618,145,2703,1399,1220,1237,914
"Jefe o Jefa (078)",3142,,12,386,890,1037,817
"Esposa(o) / compañera(o) (079)",257,,,56,87,76,38
"Hijo(a) / hijastro(a) (080)",3285,106,2197,769,155,57,1
"Yerno / nuera (081)",70,,,34,27,9,
"Nieto(a) (082)",399,29,323,45,2,,
"Padres / suegros (083)",21,,,,,2,19
"Otro(a) pariente (084)",331,9,152,78,33,31,28
"Trabajador(a) del hogar (085)",3,,1,1,1,,
"Pensionistas (086)",5,,,1,2,2,
"Otro(a) no pariente (087)",105,1,18,29,23,23,11
"Mujeres (088)",7685,127,2508,1522,1296,1217,1015
"Jefe o Jefa (089)",1702,,5,277,396,493,531
"Esposa(o) / compañera(o) (090)",2098,,3,363,702,637,393
"Hijo(a) / hijastro(a) (091)",3036,93,2051,693,147,49,3
"Yerno / nuera (092)",61,,1,46,13,1,
"Nieto(a) (093)",353,25,280,47,1,,
"Padres / suegros (094)",70,,,,,10,60
"Otro(a) pariente (095)",305,9,152,76,24,20,24
"Trabajador(a) del hogar (096)",7,,1,3,1,2,
"Pensionistas (097)",3,,1,,2,,
"Otro(a) no pariente (098)",50,,14,17,10,5,4
