"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia ASCOPE (000)",40868,382,12664,14910,11392,1520
"Empleado (001)",8102,24,2359,3274,2345,100
"Obrero (002)",13843,110,4759,4852,3773,349
"Trabajador independiente (003)",13192,65,3162,4951,4152,862
"Empleador o patrono (004)",726,,116,258,288,64
"Trabajador familiar no remunerado (005)",1207,106,463,354,214,70
"Trabajador del hogar (006)",890,23,346,324,184,13
"Desocupado (008)",2908,54,1459,897,436,62
"Hombres (009)",30072,278,9442,10716,8497,1139
"Empleado (010)",4782,15,1178,1938,1573,78
"Obrero (011)",12884,99,4405,4501,3558,321
"Trabajador independiente (012)",8932,49,2390,3229,2669,595
"Empleador o patrono (013)",610,,97,211,248,54
"Trabajador familiar no remunerado (014)",621,75,314,136,65,31
"Trabajador del hogar (015)",26,2,12,6,5,1
"Desocupado (017)",2217,38,1046,695,379,59
"Mujeres (018)",10796,104,3222,4194,2895,381
"Empleado (019)",3320,9,1181,1336,772,22
"Obrero (020)",959,11,354,351,215,28
"Trabajador independiente (021)",4260,16,772,1722,1483,267
"Empleador o patrono (022)",116,,19,47,40,10
"Trabajador familiar no remunerado (023)",586,31,149,218,149,39
"Trabajador del hogar (024)",864,21,334,318,179,12
"Desocupado (026)",691,16,413,202,57,3
,,,,,,
"URBANA (027)",35849,319,10829,13406,10048,1247
"Empleado (028)",7752,23,2204,3157,2275,93
"Obrero (029)",11196,72,3710,4045,3124,245
"Trabajador independiente (030)",11834,63,2848,4522,3670,731
"Empleador o patrono (031)",579,,97,224,211,47
"Trabajador familiar no remunerado (032)",958,93,322,307,177,59
"Trabajador del hogar (033)",826,20,309,309,176,12
"Desocupado (035)",2704,48,1339,842,415,60
"Hombres (036)",25786,226,7940,9419,7314,887
"Empleado (037)",4567,14,1103,1858,1520,72
"Obrero (038)",10439,67,3452,3755,2944,221
"Trabajador independiente (039)",7787,47,2133,2869,2264,474
"Empleador o patrono (040)",474,,79,182,175,38
"Trabajador familiar no remunerado (041)",424,63,193,98,46,24
"Trabajador del hogar (042)",25,1,12,6,5,1
"Desocupado (044)",2070,34,968,651,360,57
"Mujeres (045)",10063,93,2889,3987,2734,360
"Empleado (046)",3185,9,1101,1299,755,21
"Obrero (047)",757,5,258,290,180,24
"Trabajador independiente (048)",4047,16,715,1653,1406,257
"Empleador o patrono (049)",105,,18,42,36,9
"Trabajador familiar no remunerado (050)",534,30,129,209,131,35
"Trabajador del hogar (051)",801,19,297,303,171,11
"Desocupado (053)",634,14,371,191,55,3
,,,,,,
"RURAL (054)",5019,63,1835,1504,1344,273
"Empleado (055)",350,1,155,117,70,7
"Obrero (056)",2647,38,1049,807,649,104
"Trabajador independiente (057)",1358,2,314,429,482,131
"Empleador o patrono (058)",147,,19,34,77,17
"Trabajador familiar no remunerado (059)",249,13,141,47,37,11
"Trabajador del hogar (060)",64,3,37,15,8,1
"Desocupado (062)",204,6,120,55,21,2
"Hombres (063)",4286,52,1502,1297,1183,252
"Empleado (064)",215,1,75,80,53,6
"Obrero (065)",2445,32,953,746,614,100
"Trabajador independiente (066)",1145,2,257,360,405,121
"Empleador o patrono (067)",136,,18,29,73,16
"Trabajador familiar no remunerado (068)",197,12,121,38,19,7
"Trabajador del hogar (069)",1,1,,,,
"Desocupado (071)",147,4,78,44,19,2
"Mujeres (072)",733,11,333,207,161,21
"Empleado (073)",135,,80,37,17,1
"Obrero (074)",202,6,96,61,35,4
"Trabajador independiente (075)",213,,57,69,77,10
"Empleador o patrono (076)",11,,1,5,4,1
"Trabajador familiar no remunerado (077)",52,1,20,9,18,4
"Trabajador del hogar (078)",63,2,37,15,8,1
"Desocupado (080)",57,2,42,11,2,
