"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia ASUNCION",,,,,,,
"Viviendas particulares (001)",2290,154,61,36,1903,28,108
"Ocupantes presentes (002)",8953,592,236,170,7454,118,383
"Casa independiente",,,,,,,
"Viviendas particulares (004)",2203,145,19,33,1874,27,105
"Ocupantes presentes (005)",8618,565,79,155,7332,117,370
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",6,3,,2,,,1
"Ocupantes presentes (014)",23,9,,9,,,5
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",77,4,42,1,28,,2
"Ocupantes presentes (017)",297,13,157,6,113,,8
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",2,1,,,1,,
"Ocupantes presentes (020)",13,4,,,9,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",1,,,,,1,
"Ocupantes presentes (023)",1,,,,,1,
"Otro tipo",,,,,,,
"Viviendas particulares (025)",1,1,,,,,
"Ocupantes presentes (026)",1,1,,,,,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",503,118,17,28,299,6,35
"Ocupantes presentes (029)",2201,466,74,142,1356,23,140
"Casa independiente",,,,,,,
"Viviendas particulares (031)",494,113,17,26,298,6,34
"Ocupantes presentes (032)",2164,452,74,133,1347,23,135
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",6,3,,2,,,1
"Ocupantes presentes (041)",23,9,,9,,,5
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",2,1,,,1,,
"Ocupantes presentes (047)",13,4,,,9,,
"Local no dest.para hab. humana",,,,,,,
"Otro tipo",,,,,,,
"Viviendas particulares (052)",1,1,,,,,
"Ocupantes presentes (053)",1,1,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",1787,36,44,8,1604,22,73
"Ocupantes presentes (056)",6752,126,162,28,6098,95,243
"Casa independiente",,,,,,,
"Viviendas particulares (058)",1709,32,2,7,1576,21,71
"Ocupantes presentes (059)",6454,113,5,22,5985,94,235
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",77,4,42,1,28,,2
"Ocupantes presentes (071)",297,13,157,6,113,,8
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",1,,,,,1,
"Ocupantes presentes (077)",1,,,,,1,
"Otro tipo",,,,,,,
