"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia SANCHEZ CARRION (000)",112762,31874,2834,58161,12847,1463,2738,1117,1728
"Hombres (001)",54489,9936,1417,31614,7853,748,1341,577,1003
"Mujeres (002)",58273,21938,1417,26547,4994,715,1397,540,725
"PEA (003)",37151,8831,93,19120,4477,687,2055,492,1396
"Hombres (004)",29328,6352,59,16371,3707,475,1178,328,858
"Mujeres (005)",7823,2479,34,2749,770,212,877,164,538
"Ocupada (006)",35416,8583,86,18246,4104,651,1946,448,1352
"Hombres (007)",27964,6182,54,15650,3394,448,1110,295,831
"Mujeres (008)",7452,2401,32,2596,710,203,836,153,521
"Desocupada (009)",1735,248,7,874,373,36,109,44,44
"Hombres (010)",1364,170,5,721,313,27,68,33,27
"Mujeres (011)",371,78,2,153,60,9,41,11,17
"No PEA (012)",75611,23043,2741,39041,8370,776,683,625,332
"Hombres (013)",25161,3584,1358,15243,4146,273,163,249,145
"Mujeres (014)",50450,19459,1383,23798,4224,503,520,376,187
,,,,,,,,,
"URBANA (018)",31511,4590,554,12585,7567,1263,2359,1024,1569
"Hombres (019)",14896,1076,280,6162,4209,620,1131,528,890
"Mujeres (020)",16615,3514,274,6423,3358,643,1228,496,679
"PEA (021)",11676,1306,30,3578,2682,588,1773,446,1273
"Hombres (022)",7594,539,18,2524,2069,392,988,297,767
"Mujeres (023)",4082,767,12,1054,613,196,785,149,506
"Ocupada (024)",10916,1242,25,3349,2431,556,1675,404,1234
"Hombres (025)",7020,499,14,2344,1858,369,926,266,744
"Mujeres (026)",3896,743,11,1005,573,187,749,138,490
"Desocupada (027)",760,64,5,229,251,32,98,42,39
"Hombres (028)",574,40,4,180,211,23,62,31,23
"Mujeres (029)",186,24,1,49,40,9,36,11,16
"No PEA (030)",19835,3284,524,9007,4885,675,586,578,296
"Hombres (031)",7302,537,262,3638,2140,228,143,231,123
"Mujeres (032)",12533,2747,262,5369,2745,447,443,347,173
,,,,,,,,,
"RURAL (036)",81251,27284,2280,45576,5280,200,379,93,159
"Hombres (037)",39593,8860,1137,25452,3644,128,210,49,113
"Mujeres (038)",41658,18424,1143,20124,1636,72,169,44,46
"PEA (039)",25475,7525,63,15542,1795,99,282,46,123
"Hombres (040)",21734,5813,41,13847,1638,83,190,31,91
"Mujeres (041)",3741,1712,22,1695,157,16,92,15,32
"Ocupada (042)",24500,7341,61,14897,1673,95,271,44,118
"Hombres (043)",20944,5683,40,13306,1536,79,184,29,87
"Mujeres (044)",3556,1658,21,1591,137,16,87,15,31
"Desocupada (045)",975,184,2,645,122,4,11,2,5
"Hombres (046)",790,130,1,541,102,4,6,2,4
"Mujeres (047)",185,54,1,104,20,,5,,1
"No PEA (048)",55776,19759,2217,30034,3485,101,97,47,36
"Hombres (049)",17859,3047,1096,11605,2006,45,20,18,22
"Mujeres (050)",37917,16712,1121,18429,1479,56,77,29,14
