"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia GENERAL SANCHEZ CERRO (000)",10201,136,2839,3407,2585,1234
"Empleado (001)",1769,,526,914,313,16
"Obrero (002)",2683,11,998,894,603,177
"Trabajador independiente (003)",3792,3,634,1092,1277,786
"Empleador o patrono (004)",64,,10,16,22,16
"Trabajador familiar no remunerado (005)",1838,120,632,486,366,234
"Trabajador del hogar (006)",55,2,39,5,4,5
"Hombres (008)",7108,85,1949,2387,1800,887
"Empleado (009)",1088,,298,551,225,14
"Obrero (010)",2113,7,824,747,419,116
"Trabajador independiente (011)",2954,2,448,855,999,650
"Empleador o patrono (012)",49,,7,14,14,14
"Trabajador familiar no remunerado (013)",890,76,363,217,142,92
"Trabajador del hogar (014)",14,,9,3,1,1
"Mujeres (016)",3093,51,890,1020,785,347
"Empleado (017)",681,,228,363,88,2
"Obrero (018)",570,4,174,147,184,61
"Trabajador independiente (019)",838,1,186,237,278,136
"Empleador o patrono (020)",15,,3,2,8,2
"Trabajador familiar no remunerado (021)",948,44,269,269,224,142
"Trabajador del hogar (022)",41,2,30,2,3,4
,,,,,,
"URBANA (024)",4643,50,1342,1592,1136,523
"Empleado (025)",1127,,328,585,200,14
"Obrero (026)",1096,5,425,331,256,79
"Trabajador independiente (027)",1581,3,281,464,517,316
"Empleador o patrono (028)",40,,2,10,16,12
"Trabajador familiar no remunerado (029)",757,41,275,198,143,100
"Trabajador del hogar (030)",42,1,31,4,4,2
"Hombres (032)",3016,35,862,1016,747,356
"Empleado (033)",658,,172,330,144,12
"Obrero (034)",829,3,344,261,167,54
"Trabajador independiente (035)",1149,2,181,343,378,245
"Empleador o patrono (036)",30,,2,8,10,10
"Trabajador familiar no remunerado (037)",338,30,154,72,47,35
"Trabajador del hogar (038)",12,,9,2,1,
"Mujeres (040)",1627,15,480,576,389,167
"Empleado (041)",469,,156,255,56,2
"Obrero (042)",267,2,81,70,89,25
"Trabajador independiente (043)",432,1,100,121,139,71
"Empleador o patrono (044)",10,,,2,6,2
"Trabajador familiar no remunerado (045)",419,11,121,126,96,65
"Trabajador del hogar (046)",30,1,22,2,3,2
,,,,,,
"RURAL (048)",5558,86,1497,1815,1449,711
"Empleado (049)",642,,198,329,113,2
"Obrero (050)",1587,6,573,563,347,98
"Trabajador independiente (051)",2211,,353,628,760,470
"Empleador o patrono (052)",24,,8,6,6,4
"Trabajador familiar no remunerado (053)",1081,79,357,288,223,134
"Trabajador del hogar (054)",13,1,8,1,,3
"Hombres (056)",4092,50,1087,1371,1053,531
"Empleado (057)",430,,126,221,81,2
"Obrero (058)",1284,4,480,486,252,62
"Trabajador independiente (059)",1805,,267,512,621,405
"Empleador o patrono (060)",19,,5,6,4,4
"Trabajador familiar no remunerado (061)",552,46,209,145,95,57
"Trabajador del hogar (062)",2,,,1,,1
"Mujeres (064)",1466,36,410,444,396,180
"Empleado (065)",212,,72,108,32,
"Obrero (066)",303,2,93,77,95,36
"Trabajador independiente (067)",406,,86,116,139,65
"Empleador o patrono (068)",5,,3,,2,
"Trabajador familiar no remunerado (069)",529,33,148,143,128,77
"Trabajador del hogar (070)",11,1,8,,,2
