"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia YAULI (000)",37916,1486,17292,1742,17724
"Conviviente (001)",9799,378,3994,456,5048
"Separado(a) (002)",1058,38,248,30,744
"Casado(a) (003)",12783,258,8134,673,3892
"Viudo(a) (004)",1321,40,472,74,739
"Divorciado(a) (005)",131,3,56,12,62
"Soltero(a) (006)",12824,769,4388,497,7239
"Hombres (008)",20295,621,10164,1259,8505
"Conviviente (009)",5312,128,2540,359,2354
"Separado(a) (010)",312,7,126,21,159
"Casado(a) (011)",7110,122,4704,489,1924
"Viudo(a) (012)",344,11,150,18,167
"Divorciado(a) (013)",68,,42,7,21
"Soltero(a) (014)",7149,353,2602,365,3880
"Mujeres (016)",17621,865,7128,483,9219
"Conviviente (017)",4487,250,1454,97,2694
"Separado(a) (018)",746,31,122,9,585
"Casado(a) (019)",5673,136,3430,184,1968
"Viudo(a) (020)",977,29,322,56,572
"Divorciado(a) (021)",63,3,14,5,41
"Soltero(a) (022)",5675,416,1786,132,3359
,,,,,
"URBANA (024)",33202,1343,15853,1514,14733
"Conviviente (025)",8344,347,3544,368,4132
"Separado(a) (026)",926,36,228,26,637
"Casado(a) (027)",11435,245,7524,598,3208
"Viudo(a) (028)",1079,35,420,69,559
"Divorciado(a) (029)",108,3,47,10,49
"Soltero(a) (030)",11310,677,4090,443,6148
"Hombres (032)",17479,555,9060,1055,6977
"Conviviente (033)",4420,121,2170,280,1889
"Separado(a) (034)",253,6,108,17,122
"Casado(a) (035)",6252,113,4248,422,1564
"Viudo(a) (036)",268,9,130,16,115
"Divorciado(a) (037)",52,,34,5,14
"Soltero(a) (038)",6234,306,2370,315,3273
"Mujeres (040)",15723,788,6793,459,7756
"Conviviente (041)",3924,226,1374,88,2243
"Separado(a) (042)",673,30,120,9,515
"Casado(a) (043)",5183,132,3276,176,1644
"Viudo(a) (044)",811,26,290,53,444
"Divorciado(a) (045)",56,3,13,5,35
"Soltero(a) (046)",5076,371,1720,128,2875
,,,,,
"RURAL (048)",4714,143,1439,228,2991
"Conviviente (049)",1455,31,450,88,916
"Separado(a) (050)",132,2,20,4,107
"Casado(a) (051)",1348,13,610,75,684
"Viudo(a) (052)",242,5,52,5,180
"Divorciado(a) (053)",23,,9,2,13
"Soltero(a) (054)",1514,92,298,54,1091
"Hombres (056)",2816,66,1104,204,1528
"Conviviente (057)",892,7,370,79,465
"Separado(a) (058)",59,1,18,4,37
"Casado(a) (059)",858,9,456,67,360
"Viudo(a) (060)",76,2,20,2,52
"Divorciado(a) (061)",16,,8,2,7
"Soltero(a) (062)",915,47,232,50,607
"Mujeres (064)",1898,77,335,24,1463
"Conviviente (065)",563,24,80,9,451
"Separado(a) (066)",73,1,2,,70
"Casado(a) (067)",490,4,154,8,324
"Viudo(a) (068)",166,3,32,3,128
"Divorciado(a) (069)",7,,1,,6
"Soltero(a) (070)",599,45,66,4,484
