"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia HUANCANE",,,,
"Viviendas particulares (001)",6583,2513,2872,1198
"Ocupantes presentes (002)",20916,8547,8785,3584
"Casa independiente",,,,
"Viviendas particulares (004)",6337,2495,2861,981
"Ocupantes presentes (005)",20159,8499,8748,2912
"Departamento en edificio",,,,
"Viviendas particulares (007)",2,2,,
"Ocupantes presentes (008)",5,5,,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",8,8,,
"Ocupantes presentes (011)",26,26,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",16,7,9,
"Ocupantes presentes (014)",45,14,31,
"Choza o cabaña",,,,
"Viviendas particulares (016)",217,,,217
"Ocupantes presentes (017)",672,,,672
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",3,1,2,
"Ocupantes presentes (023)",9,3,6,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (028)",6059,2453,2578,1028
"Ocupantes presentes (029)",19305,8355,7881,3069
"Casa independiente",,,,
"Viviendas particulares (031)",5833,2435,2567,831
"Ocupantes presentes (032)",18618,8307,7844,2467
"Departamento en edificio",,,,
"Viviendas particulares (034)",2,2,,
"Ocupantes presentes (035)",5,5,,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",8,8,,
"Ocupantes presentes (038)",26,26,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",16,7,9,
"Ocupantes presentes (041)",45,14,31,
"Choza o cabaña",,,,
"Viviendas particulares (043)",197,,,197
"Ocupantes presentes (044)",602,,,602
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",3,1,2,
"Ocupantes presentes (050)",9,3,6,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",524,60,294,170
"Ocupantes presentes (056)",1611,192,904,515
"Casa independiente",,,,
"Viviendas particulares (058)",504,60,294,150
"Ocupantes presentes (059)",1541,192,904,445
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (070)",20,,,20
"Ocupantes presentes (071)",70,,,70
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",3067,2236,707,124
"Ocupantes presentes (110)",10491,7741,2352,398
"Casa independiente",,,,
"Viviendas particulares (112)",3038,2218,696,124
"Ocupantes presentes (113)",10406,7693,2315,398
"Departamento en edificio",,,,
"Viviendas particulares (115)",2,2,,
"Ocupantes presentes (116)",5,5,,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",8,8,,
"Ocupantes presentes (119)",26,26,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",16,7,9,
"Ocupantes presentes (122)",45,14,31,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",3,1,2,
"Ocupantes presentes (131)",9,3,6,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",2963,2198,670,95
"Ocupantes presentes (137)",10181,7628,2240,313
"Casa independiente",,,,
"Viviendas particulares (139)",2934,2180,659,95
"Ocupantes presentes (140)",10096,7580,2203,313
"Departamento en edificio",,,,
"Viviendas particulares (142)",2,2,,
"Ocupantes presentes (143)",5,5,,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",8,8,,
"Ocupantes presentes (146)",26,26,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",16,7,9,
"Ocupantes presentes (149)",45,14,31,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (157)",3,1,2,
"Ocupantes presentes (158)",9,3,6,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",104,38,37,29
"Ocupantes presentes (164)",310,113,112,85
"Casa independiente",,,,
"Viviendas particulares (166)",104,38,37,29
"Ocupantes presentes (167)",310,113,112,85
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",3516,277,2165,1074
"Ocupantes presentes (218)",10425,806,6433,3186
"Casa independiente",,,,
"Viviendas particulares (220)",3299,277,2165,857
"Ocupantes presentes (221)",9753,806,6433,2514
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (232)",217,,,217
"Ocupantes presentes (233)",672,,,672
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",3096,255,1908,933
"Ocupantes presentes (245)",9124,727,5641,2756
"Casa independiente",,,,
"Viviendas particulares (247)",2899,255,1908,736
"Ocupantes presentes (248)",8522,727,5641,2154
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (259)",197,,,197
"Ocupantes presentes (260)",602,,,602
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",420,22,257,141
"Ocupantes presentes (272)",1301,79,792,430
"Casa independiente",,,,
"Viviendas particulares (274)",400,22,257,121
"Ocupantes presentes (275)",1231,79,792,360
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (286)",20,,,20
"Ocupantes presentes (287)",70,,,70
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
