"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia HUALLAGA (000)",6212,42,155,399,628,1362,2443,1183
"De 12 a 14 años (001)",24,,,,,,4,20
"De 15 a 19 años (002)",314,,,,,,208,106
"De 20 a 24 años (003)",761,,,,,1,548,212
"De 25 a 29 años (004)",786,,,,,54,568,164
"De 30 a 34 años (005)",776,,,,1,168,471,136
"De 35 a 39 años (006)",756,,,,13,275,368,100
"De 40 a 44 años (007)",652,,,,62,320,191,79
"De 45 a 49 años (008)",547,,,3,117,285,69,73
"De 50 y más años (009)",1596,42,155,396,435,259,16,293
"PEA (010)",1737,3,19,92,196,471,605,351
"De 12 a 14 años (011)",5,,,,,,2,3
"De 15 a 19 años (012)",58,,,,,,40,18
"De 20 a 24 años (013)",186,,,,,,126,60
"De 25 a 29 años (014)",199,,,,,14,136,49
"De 30 a 34 años (015)",214,,,,,52,117,45
"De 35 a 39 años (016)",256,,,,5,99,109,43
"De 40 a 44 años (017)",257,,,,29,132,60,36
"De 45 a 49 años (018)",201,,,2,39,110,13,37
"De 50 y más años (019)",361,3,19,90,123,64,2,60
"Ocupada (020)",1714,3,19,90,195,464,598,345
"De 12 a 14 años (021)",5,,,,,,2,3
"De 15 a 19 años (022)",58,,,,,,40,18
"De 20 a 24 años (023)",183,,,,,,124,59
"De 25 a 29 años (024)",199,,,,,14,136,49
"De 30 a 34 años (025)",211,,,,,51,115,45
"De 35 a 39 años (026)",251,,,,5,97,107,42
"De 40 a 44 años (027)",252,,,,29,129,59,35
"De 45 a 49 años (028)",198,,,2,39,109,13,35
"De 50 y más años (029)",357,3,19,88,122,64,2,59
"Desocupada (030)",23,,,2,1,7,7,6
"De 20 a 24 años (033)",3,,,,,,2,1
"De 30 a 34 años (035)",3,,,,,1,2,
"De 35 a 39 años (036)",5,,,,,2,2,1
"De 40 a 44 años (037)",5,,,,,3,1,1
"De 45 a 49 años (038)",3,,,,,1,,2
"De 50 y más años (039)",4,,,2,1,,,1
"No PEA (040)",4475,39,136,307,432,891,1838,832
"De 12 a 14 años (041)",19,,,,,,2,17
"De 15 a 19 años (042)",256,,,,,,168,88
"De 20 a 24 años (043)",575,,,,,1,422,152
"De 25 a 29 años (044)",587,,,,,40,432,115
"De 30 a 34 años (045)",562,,,,1,116,354,91
"De 35 a 39 años (046)",500,,,,8,176,259,57
"De 40 a 44 años (047)",395,,,,33,188,131,43
"De 45 a 49 años (048)",346,,,1,78,175,56,36
"De 50 y más años (049)",1235,39,136,306,312,195,14,233
,,,,,,,,
"URBANA (060)",3741,35,132,325,469,924,1126,730
