"CUADRO Nº 10: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA",
,,SI,NO
,,,
"Provincia CHINCHA",,,
"Viviendas particulares (001)",33413,15818,17595
"Ocupantes presentes (002)",148414,69171,79243
"Casa independiente",,,
"Viviendas particulares (004)",27552,13316,14236
"Ocupantes presentes (005)",122832,58766,64066
"Departamento en edificio",,,
"Viviendas particulares (007)",365,293,72
"Ocupantes presentes (008)",1273,965,308
"Vivienda en quinta",,,
"Viviendas particulares (010)",249,152,97
"Ocupantes presentes (011)",970,585,385
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",285,172,113
"Ocupantes presentes (014)",1185,695,490
"Choza o cabaña",,,
"Viviendas particulares (016)",137,107,30
"Ocupantes presentes (017)",533,431,102
"Vivienda improvisada",,,
"Viviendas particulares (019)",4749,1753,2996
"Ocupantes presentes (020)",21370,7666,13704
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",57,25,32
"Ocupantes presentes (023)",182,63,119
"Otro tipo",,,
"Viviendas particulares (025)",19,,19
"Ocupantes presentes (026)",69,,69
,,,
URBANA,,,
"Viviendas particulares (028)",31844,14747,17097
"Ocupantes presentes (029)",141953,64920,77033
"Casa independiente",,,
"Viviendas particulares (031)",26120,12352,13768
"Ocupantes presentes (032)",116904,54946,61958
"Departamento en edificio",,,
"Viviendas particulares (034)",365,293,72
"Ocupantes presentes (035)",1273,965,308
"Vivienda en quinta",,,
"Viviendas particulares (037)",249,152,97
"Ocupantes presentes (038)",970,585,385
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",285,172,113
"Ocupantes presentes (041)",1185,695,490
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",4749,1753,2996
"Ocupantes presentes (047)",21370,7666,13704
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",57,25,32
"Ocupantes presentes (050)",182,63,119
"Otro tipo",,,
"Viviendas particulares (052)",19,,19
"Ocupantes presentes (053)",69,,69
,,,
RURAL,,,
"Viviendas particulares (055)",1569,1071,498
"Ocupantes presentes (056)",6461,4251,2210
"Casa independiente",,,
"Viviendas particulares (058)",1432,964,468
"Ocupantes presentes (059)",5928,3820,2108
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",137,107,30
"Ocupantes presentes (071)",533,431,102
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Otro tipo",,,
