"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia QUISPICANCHI (000)",70045,10509,978,36242,17174,1526,1391,1051,1174
"Hombres (001)",35286,2266,486,18938,10523,884,813,664,712
"Mujeres (002)",34759,8243,492,17304,6651,642,578,387,462
"PEA (003)",27267,3614,49,12587,7828,697,1048,506,938
"Hombres (004)",18496,1421,25,8882,6041,461,688,368,610
"Mujeres (005)",8771,2193,24,3705,1787,236,360,138,328
"Ocupada (006)",26385,3551,49,12230,7474,670,1010,487,914
"Hombres (007)",17818,1384,25,8603,5741,441,667,360,597
"Mujeres (008)",8567,2167,24,3627,1733,229,343,127,317
"Desocupada (009)",882,63,,357,354,27,38,19,24
"Hombres (010)",678,37,,279,300,20,21,8,13
"Mujeres (011)",204,26,,78,54,7,17,11,11
"No PEA (012)",42778,6895,929,23655,9346,829,343,545,236
"Hombres (013)",16790,845,461,10056,4482,423,125,296,102
"Mujeres (014)",25988,6050,468,13599,4864,406,218,249,134
,,,,,,,,,
"URBANA (018)",25467,1865,338,9939,9403,1034,1104,837,947
"Hombres (019)",12838,328,178,4778,5332,540,628,496,558
"Mujeres (020)",12629,1537,160,5161,4071,494,476,341,389
"PEA (021)",11389,648,18,3382,4726,564,867,427,757
"Hombres (022)",7314,198,12,2042,3378,356,553,301,474
"Mujeres (023)",4075,450,6,1340,1348,208,314,126,283
"Ocupada (024)",11004,633,18,3279,4547,542,836,412,737
"Hombres (025)",7040,193,12,1963,3236,340,537,295,464
"Mujeres (026)",3964,440,6,1316,1311,202,299,117,273
"Desocupada (027)",385,15,,103,179,22,31,15,20
"Hombres (028)",274,5,,79,142,16,16,6,10
"Mujeres (029)",111,10,,24,37,6,15,9,10
"No PEA (030)",14078,1217,320,6557,4677,470,237,410,190
"Hombres (031)",5524,130,166,2736,1954,184,75,195,84
"Mujeres (032)",8554,1087,154,3821,2723,286,162,215,106
,,,,,,,,,
"RURAL (036)",44578,8644,640,26303,7771,492,287,214,227
"Hombres (037)",22448,1938,308,14160,5191,344,185,168,154
"Mujeres (038)",22130,6706,332,12143,2580,148,102,46,73
"PEA (039)",15878,2966,31,9205,3102,133,181,79,181
"Hombres (040)",11182,1223,13,6840,2663,105,135,67,136
"Mujeres (041)",4696,1743,18,2365,439,28,46,12,45
"Ocupada (042)",15381,2918,31,8951,2927,128,174,75,177
"Hombres (043)",10778,1191,13,6640,2505,101,130,65,133
"Mujeres (044)",4603,1727,18,2311,422,27,44,10,44
"Desocupada (045)",497,48,,254,175,5,7,4,4
"Hombres (046)",404,32,,200,158,4,5,2,3
"Mujeres (047)",93,16,,54,17,1,2,2,1
"No PEA (048)",28700,5678,609,17098,4669,359,106,135,46
"Hombres (049)",11266,715,295,7320,2528,239,50,101,18
"Mujeres (050)",17434,4963,314,9778,2141,120,56,34,28
