"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia JUNIN (000)",30187,5173,3722,592,20743
"Menos de 1 año (001)",454,253,27,2,172
"De 1 a 14 años (002)",9039,3951,967,102,4026
"De 15 a 29 años (003)",7521,670,516,139,6200
"De 30 a 44 años (004)",5453,128,752,154,4441
"De 45 a 64 años (005)",4898,98,868,120,3821
"De 65 y mas años (006)",2822,73,592,75,2083
"Hombres (008)",14594,2596,1873,373,9785
"Menos de 1 año (009)",218,122,13,1,82
"De 1 a 14 años (010)",4624,2027,495,52,2054
"De 15 a 29 años (011)",3646,316,250,93,2990
"De 30 a 44 años (012)",2486,44,355,116,1991
"De 45 a 64 años (013)",2330,44,437,72,1782
"De 65 y mas años (014)",1290,43,323,39,886
"Mujeres (016)",15593,2577,1849,219,10958
"Menos de 1 año (017)",236,131,14,1,90
"De 1 a 14 años (018)",4415,1924,472,50,1972
"De 15 a 29 años (019)",3875,354,266,46,3210
"De 30 a 44 años (020)",2967,84,397,38,2450
"De 45 a 64 años (021)",2568,54,431,48,2039
"De 65 y mas años (022)",1532,30,269,36,1197
,,,,,
"URBANA (024)",21215,3388,3285,491,14094
"Menos de 1 año (025)",293,148,25,2,118
"De 1 a 14 años (026)",6353,2477,874,71,2938
"De 15 a 29 años (027)",5465,506,458,121,4384
"De 30 a 44 años (028)",3936,110,680,137,3031
"De 45 a 64 años (029)",3315,89,734,100,2401
"De 65 y mas años (030)",1853,58,514,60,1222
"Hombres (032)",10021,1688,1615,321,6430
"Menos de 1 año (033)",139,70,11,1,57
"De 1 a 14 años (034)",3260,1278,443,40,1503
"De 15 a 29 años (035)",2582,228,219,84,2054
"De 30 a 44 años (036)",1726,38,315,104,1289
"De 45 a 64 años (037)",1512,40,358,61,1058
"De 65 y mas años (038)",802,34,269,31,469
"Mujeres (040)",11194,1700,1670,170,7664
"Menos de 1 año (041)",154,78,14,1,61
"De 1 a 14 años (042)",3093,1199,431,31,1435
"De 15 a 29 años (043)",2883,278,239,37,2330
"De 30 a 44 años (044)",2210,72,365,33,1742
"De 45 a 64 años (045)",1803,49,376,39,1343
"De 65 y mas años (046)",1051,24,245,29,753
,,,,,
"RURAL (048)",8972,1785,437,101,6649
"Menos de 1 año (049)",161,105,2,,54
"De 1 a 14 años (050)",2686,1474,93,31,1088
"De 15 a 29 años (051)",2056,164,58,18,1816
"De 30 a 44 años (052)",1517,18,72,17,1410
"De 45 a 64 años (053)",1583,9,134,20,1420
"De 65 y mas años (054)",969,15,78,15,861
"Hombres (056)",4573,908,258,52,3355
"Menos de 1 año (057)",79,52,2,,25
"De 1 a 14 años (058)",1364,749,52,12,551
"De 15 a 29 años (059)",1064,88,31,9,936
"De 30 a 44 años (060)",760,6,40,12,702
"De 45 a 64 años (061)",818,4,79,11,724
"De 65 y mas años (062)",488,9,54,8,417
"Mujeres (064)",4399,877,179,49,3294
"Menos de 1 año (065)",82,53,,,29
"De 1 a 14 años (066)",1322,725,41,19,537
"De 15 a 29 años (067)",992,76,27,9,880
"De 30 a 44 años (068)",757,12,32,5,708
"De 45 a 64 años (069)",765,5,55,9,696
"De 65 y mas años (070)",481,6,24,7,444
