"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia TALARA (000)",42659,632,31,7953,16660,3492,6791,2256,4844
"Empleado (001)",13303,76,12,1002,3786,1313,3087,1075,2952
"Obrero (002)",11870,202,8,2471,5626,897,1679,366,621
"Trabajador independiente (003)",14643,291,8,3601,6156,1090,1737,691,1069
"Empleador o patrono (004)",848,11,,164,284,62,130,64,133
"Trabajador familiar no remunerado (005)",1021,23,2,344,387,82,94,48,41
"Trabajador del hogar (006)",974,29,1,371,421,48,64,12,28
"Hombres (008)",31064,420,17,5761,13271,2494,4408,1534,3159
"Empleado (009)",8005,46,5,588,2667,775,1585,618,1721
"Obrero (010)",11146,177,7,2254,5333,847,1590,347,591
"Trabajador independiente (011)",10694,184,5,2581,4793,791,1118,500,722
"Empleador o patrono (012)",637,7,,122,231,41,87,42,107
"Trabajador familiar no remunerado (013)",529,6,,196,226,34,27,26,14
"Trabajador del hogar (014)",53,,,20,21,6,1,1,4
"Mujeres (016)",11595,212,14,2192,3389,998,2383,722,1685
"Empleado (017)",5298,30,7,414,1119,538,1502,457,1231
"Obrero (018)",724,25,1,217,293,50,89,19,30
"Trabajador independiente (019)",3949,107,3,1020,1363,299,619,191,347
"Empleador o patrono (020)",211,4,,42,53,21,43,22,26
"Trabajador familiar no remunerado (021)",492,17,2,148,161,48,67,22,27
"Trabajador del hogar (022)",921,29,1,351,400,42,63,11,24
,,,,,,,,,
"URBANA (024)",41644,612,31,7548,16338,3447,6730,2224,4714
"Empleado (025)",13111,76,12,981,3748,1295,3067,1058,2874
"Obrero (026)",11575,189,8,2345,5496,887,1673,363,614
"Trabajador independiente (027)",14203,286,8,3374,6022,1080,1709,680,1044
"Empleador o patrono (028)",800,11,,152,277,58,126,63,113
"Trabajador familiar no remunerado (029)",1004,21,2,337,380,81,94,48,41
"Trabajador del hogar (030)",951,29,1,359,415,46,61,12,28
"Hombres (032)",30218,401,17,5405,12975,2464,4372,1514,3070
"Empleado (033)",7880,46,5,570,2637,764,1579,611,1668
"Obrero (034)",10867,164,7,2137,5206,837,1586,344,586
"Trabajador independiente (035)",10309,179,5,2379,4668,785,1095,490,708
"Empleador o patrono (036)",597,7,,110,224,40,84,42,90
"Trabajador familiar no remunerado (037)",515,5,,191,219,33,27,26,14
"Trabajador del hogar (038)",50,,,18,21,5,1,1,4
"Mujeres (040)",11426,211,14,2143,3363,983,2358,710,1644
"Empleado (041)",5231,30,7,411,1111,531,1488,447,1206
"Obrero (042)",708,25,1,208,290,50,87,19,28
"Trabajador independiente (043)",3894,107,3,995,1354,295,614,190,336
"Empleador o patrono (044)",203,4,,42,53,18,42,21,23
"Trabajador familiar no remunerado (045)",489,16,2,146,161,48,67,22,27
"Trabajador del hogar (046)",901,29,1,341,394,41,60,11,24
,,,,,,,,,
"RURAL (048)",1015,20,,405,322,45,61,32,130
"Empleado (049)",192,,,21,38,18,20,17,78
"Obrero (050)",295,13,,126,130,10,6,3,7
"Trabajador independiente (051)",440,5,,227,134,10,28,11,25
"Empleador o patrono (052)",48,,,12,7,4,4,1,20
"Trabajador familiar no remunerado (053)",17,2,,7,7,1,,,
"Trabajador del hogar (054)",23,,,12,6,2,3,,
"Hombres (056)",846,19,,356,296,30,36,20,89
"Empleado (057)",125,,,18,30,11,6,7,53
"Obrero (058)",279,13,,117,127,10,4,3,5
"Trabajador independiente (059)",385,5,,202,125,6,23,10,14
"Empleador o patrono (060)",40,,,12,7,1,3,,17
"Trabajador familiar no remunerado (061)",14,1,,5,7,1,,,
"Trabajador del hogar (062)",3,,,2,,1,,,
"Mujeres (064)",169,1,,49,26,15,25,12,41
"Empleado (065)",67,,,3,8,7,14,10,25
"Obrero (066)",16,,,9,3,,2,,2
"Trabajador independiente (067)",55,,,25,9,4,5,1,11
"Empleador o patrono (068)",8,,,,,3,1,1,3
"Trabajador familiar no remunerado (069)",3,1,,2,,,,,
"Trabajador del hogar (070)",20,,,10,6,1,3,,
