"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia ANTONIO RAYMONDI (000)",14535,4242,3716,2589,2391,1597
"Hombres (001)",7211,2157,1848,1290,1144,772
"Mujeres (002)",7324,2085,1868,1299,1247,825
"PEA (003)",3767,19,1185,1222,990,351
"Hombres (004)",3166,14,948,1030,855,319
"Mujeres (005)",601,5,237,192,135,32
"Ocupada (006)",3281,15,973,1077,901,315
"Hombres (007)",2743,12,779,893,774,285
"Mujeres (008)",538,3,194,184,127,30
"Desocupada (009)",486,4,212,145,89,36
"Hombres (010)",423,2,169,137,81,34
"Mujeres (011)",63,2,43,8,8,2
"No PEA (012)",10768,4223,2531,1367,1401,1246
"Hombres (013)",4045,2143,900,260,289,453
"Mujeres (014)",6723,2080,1631,1107,1112,793
,,,,,,
"URBANA (018)",3857,923,1074,801,657,402
"Hombres (019)",1972,482,535,432,333,190
"Mujeres (020)",1885,441,539,369,324,212
"PEA (021)",1366,6,431,493,339,97
"Hombres (022)",1001,3,309,350,255,84
"Mujeres (023)",365,3,122,143,84,13
"Ocupada (024)",1235,5,375,453,318,84
"Hombres (025)",894,3,263,316,241,71
"Mujeres (026)",341,2,112,137,77,13
"Desocupada (027)",131,1,56,40,21,13
"Hombres (028)",107,,46,34,14,13
"Mujeres (029)",24,1,10,6,7,
"No PEA (030)",2491,917,643,308,318,305
"Hombres (031)",971,479,226,82,78,106
"Mujeres (032)",1520,438,417,226,240,199
,,,,,,
"RURAL (036)",10678,3319,2642,1788,1734,1195
"Hombres (037)",5239,1675,1313,858,811,582
"Mujeres (038)",5439,1644,1329,930,923,613
"PEA (039)",2401,13,754,729,651,254
"Hombres (040)",2165,11,639,680,600,235
"Mujeres (041)",236,2,115,49,51,19
"Ocupada (042)",2046,10,598,624,583,231
"Hombres (043)",1849,9,516,577,533,214
"Mujeres (044)",197,1,82,47,50,17
"Desocupada (045)",355,3,156,105,68,23
"Hombres (046)",316,2,123,103,67,21
"Mujeres (047)",39,1,33,2,1,2
"No PEA (048)",8277,3306,1888,1059,1083,941
"Hombres (049)",3074,1664,674,178,211,347
"Mujeres (050)",5203,1642,1214,881,872,594
