"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia DANIEL ALCIDES CARRION (000)",42580,4068,328,14689,16695,1608,959,1799,2434
"Hombres (001)",21291,1140,142,7204,9040,841,546,904,1474
"Mujeres (002)",21289,2928,186,7485,7655,767,413,895,960
"PEA (003)",13695,1149,20,3603,5621,571,588,481,1662
"Hombres (004)",10109,688,13,2710,4457,403,401,325,1112
"Mujeres (005)",3586,461,7,893,1164,168,187,156,550
"Ocupada (006)",12313,1096,16,3380,4865,484,531,428,1513
"Hombres (007)",9096,643,11,2543,3888,345,365,288,1013
"Mujeres (008)",3217,453,5,837,977,139,166,140,500
"Desocupada (009)",1382,53,4,223,756,87,57,53,149
"Hombres (010)",1013,45,2,167,569,58,36,37,99
"Mujeres (011)",369,8,2,56,187,29,21,16,50
"No PEA (012)",28885,2919,308,11086,11074,1037,371,1318,772
"Hombres (013)",11182,452,129,4494,4583,438,145,579,362
"Mujeres (014)",17703,2467,179,6592,6491,599,226,739,410
,,,,,,,,,
"URBANA (018)",25227,2338,164,8043,9805,940,704,1335,1898
"Hombres (019)",12474,616,58,3901,5267,481,399,640,1112
"Mujeres (020)",12753,1722,106,4142,4538,459,305,695,786
"PEA (021)",8562,663,14,2009,3367,369,455,364,1321
"Hombres (022)",6109,353,9,1493,2605,258,305,234,852
"Mujeres (023)",2453,310,5,516,762,111,150,130,469
"Ocupada (024)",7842,642,12,1915,2980,325,416,321,1231
"Hombres (025)",5591,339,8,1417,2310,230,282,205,800
"Mujeres (026)",2251,303,4,498,670,95,134,116,431
"Desocupada (027)",720,21,2,94,387,44,39,43,90
"Hombres (028)",518,14,1,76,295,28,23,29,52
"Mujeres (029)",202,7,1,18,92,16,16,14,38
"No PEA (030)",16665,1675,150,6034,6438,571,249,971,577
"Hombres (031)",6365,263,49,2408,2662,223,94,406,260
"Mujeres (032)",10300,1412,101,3626,3776,348,155,565,317
,,,,,,,,,
"RURAL (036)",17353,1730,164,6646,6890,668,255,464,536
"Hombres (037)",8817,524,84,3303,3773,360,147,264,362
"Mujeres (038)",8536,1206,80,3343,3117,308,108,200,174
"PEA (039)",5133,486,6,1594,2254,202,133,117,341
"Hombres (040)",4000,335,4,1217,1852,145,96,91,260
"Mujeres (041)",1133,151,2,377,402,57,37,26,81
"Ocupada (042)",4471,454,4,1465,1885,159,115,107,282
"Hombres (043)",3505,304,3,1126,1578,115,83,83,213
"Mujeres (044)",966,150,1,339,307,44,32,24,69
"Desocupada (045)",662,32,2,129,369,43,18,10,59
"Hombres (046)",495,31,1,91,274,30,13,8,47
"Mujeres (047)",167,1,1,38,95,13,5,2,12
"No PEA (048)",12220,1244,158,5052,4636,466,122,347,195
"Hombres (049)",4817,189,80,2086,1921,215,51,173,102
"Mujeres (050)",7403,1055,78,2966,2715,251,71,174,93
