"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia TAYACAJA",,,,,,,,,
"Viviendas particulares (001)",537,282,78,42,93,1,,5,36
"Ocupantes presentes (002)",2193,1050,357,184,422,4,,17,159
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",528,278,77,39,92,1,,5,36
"Ocupantes presentes (005)",2152,1031,352,171,418,4,,17,159
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",1,1,,,,,,,
"Ocupantes presentes (011)",13,13,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",7,2,1,3,1,,,,
"Ocupantes presentes (014)",26,4,5,13,4,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1,1,,,,,,,
"Ocupantes presentes (020)",2,2,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",308,191,44,18,31,,,4,20
"Ocupantes presentes (029)",1214,701,205,76,130,,,14,88
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",299,187,43,15,30,,,4,20
"Ocupantes presentes (032)",1173,682,200,63,126,,,14,88
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",1,1,,,,,,,
"Ocupantes presentes (038)",13,13,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",7,2,1,3,1,,,,
"Ocupantes presentes (041)",26,4,5,13,4,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1,1,,,,,,,
"Ocupantes presentes (047)",2,2,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",229,91,34,24,62,1,,1,16
"Ocupantes presentes (056)",979,349,152,108,292,4,,3,71
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",229,91,34,24,62,1,,1,16
"Ocupantes presentes (059)",979,349,152,108,292,4,,3,71
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
