"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia SANTIAGO DE CHUCO (000)",32971,15391,269,263,15586,478,64,42,1,877
"Hombres (001)",11748,7986,185,178,2581,212,49,23,1,533
"Mujeres (002)",21223,7405,84,85,13005,266,15,19,,344
"De 06 a 14 años (003)",13076,12238,,,387,212,2,5,,232
"Hombres (004)",6546,6236,,,106,104,1,,,99
"Mujeres (005)",6530,6002,,,281,108,1,5,,133
"De 15 a 29 años (006)",8402,3068,5,40,4995,,21,14,1,258
"Hombres (007)",2667,1718,3,24,752,,14,9,1,146
"Mujeres (008)",5735,1350,2,16,4243,,7,5,,112
"De 30 a 44 años (009)",4707,66,8,53,4429,,13,8,,130
"Hombres (010)",827,25,3,36,647,,13,6,,97
"Mujeres (011)",3880,41,5,17,3782,,,2,,33
"De 45 a 64 años (012)",3915,19,117,70,3551,2,24,8,,124
"Hombres (013)",839,7,90,46,577,1,18,5,,95
"Mujeres (014)",3076,12,27,24,2974,1,6,3,,29
"De 65 y más años (015)",2871,,139,100,2224,264,4,7,,133
"Hombres (016)",869,,89,72,499,107,3,3,,96
"Mujeres (017)",2002,,50,28,1725,157,1,4,,37
,,,,,,,,,,
"AREA URBANA (018)",11453,5895,199,127,4802,139,8,16,,267
"Hombres (019)",4115,2909,130,81,777,55,7,10,,146
"Mujeres (020)",7338,2986,69,46,4025,84,1,6,,121
"De 06 a 14 años (021)",4435,4266,,,75,43,,2,,49
"Hombres (022)",2183,2110,,,32,21,,,,20
"Mujeres (023)",2252,2156,,,43,22,,2,,29
"De 15 a 29 años (024)",3156,1587,2,16,1444,,1,5,,101
"Hombres (025)",1070,783,,10,223,,1,4,,49
"Mujeres (026)",2086,804,2,6,1221,,,1,,52
"De 30 a 44 años (027)",1557,34,6,24,1445,,1,4,,43
"Hombres (028)",251,12,1,17,189,,1,4,,27
"Mujeres (029)",1306,22,5,7,1256,,,,,16
"De 45 a 64 años (030)",1334,8,94,35,1159,,5,2,,31
"Hombres (031)",296,4,71,20,170,,4,2,,25
"Mujeres (032)",1038,4,23,15,989,,1,,,6
"De 65 y más años (033)",971,,97,52,679,96,1,3,,43
"Hombres (034)",315,,58,34,163,34,1,,,25
"Mujeres (035)",656,,39,18,516,62,,3,,18
,,,,,,,,,,
"AREA RURAL (036)",21518,9496,70,136,10784,339,56,26,1,610
"Hombres (037)",7633,5077,55,97,1804,157,42,13,1,387
"Mujeres (038)",13885,4419,15,39,8980,182,14,13,,223
"De 06 a 14 años (039)",8641,7972,,,312,169,2,3,,183
"Hombres (040)",4363,4126,,,74,83,1,,,79
"Mujeres (041)",4278,3846,,,238,86,1,3,,104
"De 15 a 29 años (042)",5246,1481,3,24,3551,,20,9,1,157
"Hombres (043)",1597,935,3,14,529,,13,5,1,97
"Mujeres (044)",3649,546,,10,3022,,7,4,,60
"De 30 a 44 años (045)",3150,32,2,29,2984,,12,4,,87
"Hombres (046)",576,13,2,19,458,,12,2,,70
"Mujeres (047)",2574,19,,10,2526,,,2,,17
"De 45 a 64 años (048)",2581,11,23,35,2392,2,19,6,,93
"Hombres (049)",543,3,19,26,407,1,14,3,,70
"Mujeres (050)",2038,8,4,9,1985,1,5,3,,23
"De 65 y más años (051)",1900,,42,48,1545,168,3,4,,90
"Hombres (052)",554,,31,38,336,73,2,3,,71
"Mujeres (053)",1346,,11,10,1209,95,1,1,,19
