"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia HUARAZ (000)",39829,344,1012,2883,4984,7898,13062,9646
"De 12 a 14 años (001)",29,,,,,,1,28
"De 15 a 19 años (002)",622,,,,,,398,224
"De 20 a 24 años (003)",3519,,,,,5,2066,1448
"De 25 a 29 años (004)",4916,,,,,261,3073,1582
"De 30 a 34 años (005)",5194,,,,2,859,3062,1271
"De 35 a 39 años (006)",4813,,,,62,1474,2405,872
"De 40 a 44 años (007)",4118,,,,297,1726,1353,742
"De 45 a 49 años (008)",3510,,,21,714,1638,579,558
"De 50 y más años (009)",13108,344,1012,2862,3909,1935,125,2921
"PEA (010)",14534,17,109,625,1770,3551,4640,3822
"De 12 a 14 años (011)",1,,,,,,,1
"De 15 a 19 años (012)",141,,,,,,85,56
"De 20 a 24 años (013)",1062,,,,,1,537,524
"De 25 a 29 años (014)",1940,,,,,107,1037,796
"De 30 a 34 años (015)",2258,,,,1,398,1193,666
"De 35 a 39 años (016)",2187,,,,32,699,993,463
"De 40 a 44 años (017)",1972,,,,158,885,536,393
"De 45 a 49 años (018)",1621,,,11,343,772,212,283
"De 50 y más años (019)",3352,17,109,614,1236,689,47,640
"Ocupada (020)",13887,16,108,616,1737,3462,4360,3588
"De 12 a 14 años (021)",1,,,,,,,1
"De 15 a 19 años (022)",123,,,,,,76,47
"De 20 a 24 años (023)",953,,,,,1,483,469
"De 25 a 29 años (024)",1783,,,,,99,954,730
"De 30 a 34 años (025)",2125,,,,1,379,1121,624
"De 35 a 39 años (026)",2107,,,,29,686,953,439
"De 40 a 44 años (027)",1919,,,,155,865,521,378
"De 45 a 49 años (028)",1589,,,11,337,761,205,275
"De 50 y más años (029)",3287,16,108,605,1215,671,47,625
"Desocupada (030)",647,1,1,9,33,89,280,234
"De 15 a 19 años (032)",18,,,,,,9,9
"De 20 a 24 años (033)",109,,,,,,54,55
"De 25 a 29 años (034)",157,,,,,8,83,66
"De 30 a 34 años (035)",133,,,,,19,72,42
"De 35 a 39 años (036)",80,,,,3,13,40,24
"De 40 a 44 años (037)",53,,,,3,20,15,15
"De 45 a 49 años (038)",32,,,,6,11,7,8
"De 50 y más años (039)",65,1,1,9,21,18,,15
"No PEA (040)",25295,327,903,2258,3214,4347,8422,5824
"De 12 a 14 años (041)",28,,,,,,1,27
"De 15 a 19 años (042)",481,,,,,,313,168
"De 20 a 24 años (043)",2457,,,,,4,1529,924
"De 25 a 29 años (044)",2976,,,,,154,2036,786
"De 30 a 34 años (045)",2936,,,,1,461,1869,605
"De 35 a 39 años (046)",2626,,,,30,775,1412,409
