"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia HUACAYBAMBA (000)",12416,6923,19,163,4773,128,6,43,,361
"Hombres (001)",4655,3611,17,93,564,66,4,30,,270
"Mujeres (002)",7761,3312,2,70,4209,62,2,13,,91
"De 06 a 14 años (003)",5589,5388,,,65,46,1,5,,84
"Hombres (004)",2845,2755,,,25,21,1,4,,39
"Mujeres (005)",2744,2633,,,40,25,,1,,45
"De 15 a 29 años (006)",2972,1506,1,36,1332,,1,15,,81
"Hombres (007)",1097,848,1,23,150,,,10,,65
"Mujeres (008)",1875,658,,13,1182,,1,5,,16
"De 30 a 44 años (009)",1678,22,,43,1539,,2,7,,65
"Hombres (010)",243,6,,23,150,,1,4,,59
"Mujeres (011)",1435,16,,20,1389,,1,3,,6
"De 45 a 64 años (012)",1361,4,10,46,1213,3,2,8,,75
"Hombres (013)",249,,10,23,137,1,2,7,,69
"Mujeres (014)",1112,4,,23,1076,2,,1,,6
"De 65 y más años (015)",816,3,8,38,624,79,,8,,56
"Hombres (016)",221,2,6,24,102,44,,5,,38
"Mujeres (017)",595,1,2,14,522,35,,3,,18
,,,,,,,,,,
"AREA URBANA (018)",2098,1275,12,41,715,12,2,8,,33
"Hombres (019)",821,665,10,30,80,7,1,4,,24
"Mujeres (020)",1277,610,2,11,635,5,1,4,,9
"De 06 a 14 años (021)",945,932,,,7,2,,2,,2
"Hombres (022)",478,472,,,3,,,2,,1
"Mujeres (023)",467,460,,,4,2,,,,1
"De 15 a 29 años (024)",558,337,1,8,198,,1,2,,11
"Hombres (025)",230,190,1,5,25,,,1,,8
"Mujeres (026)",328,147,,3,173,,1,1,,3
"De 30 a 44 años (027)",254,4,,11,231,,,2,,6
"Hombres (028)",35,1,,9,18,,,1,,6
"Mujeres (029)",219,3,,2,213,,,1,,
"De 45 a 64 años (030)",196,,5,8,177,,1,,,5
"Hombres (031)",33,,5,6,18,,1,,,3
"Mujeres (032)",163,,,2,159,,,,,2
"De 65 y más años (033)",145,2,6,14,102,10,,2,,9
"Hombres (034)",45,2,4,10,16,7,,,,6
"Mujeres (035)",100,,2,4,86,3,,2,,3
,,,,,,,,,,
"AREA RURAL (036)",10318,5648,7,122,4058,116,4,35,,328
"Hombres (037)",3834,2946,7,63,484,59,3,26,,246
"Mujeres (038)",6484,2702,,59,3574,57,1,9,,82
"De 06 a 14 años (039)",4644,4456,,,58,44,1,3,,82
"Hombres (040)",2367,2283,,,22,21,1,2,,38
"Mujeres (041)",2277,2173,,,36,23,,1,,44
"De 15 a 29 años (042)",2414,1169,,28,1134,,,13,,70
"Hombres (043)",867,658,,18,125,,,9,,57
"Mujeres (044)",1547,511,,10,1009,,,4,,13
"De 30 a 44 años (045)",1424,18,,32,1308,,2,5,,59
"Hombres (046)",208,5,,14,132,,1,3,,53
"Mujeres (047)",1216,13,,18,1176,,1,2,,6
"De 45 a 64 años (048)",1165,4,5,38,1036,3,1,8,,70
"Hombres (049)",216,,5,17,119,1,1,7,,66
"Mujeres (050)",949,4,,21,917,2,,1,,4
"De 65 y más años (051)",671,1,2,24,522,69,,6,,47
"Hombres (052)",176,,2,14,86,37,,5,,32
"Mujeres (053)",495,1,,10,436,32,,1,,15
