"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CAJAMARCA (000)",6354,1665,4689
"Sin nivel (001)",399,72,327
"Educación inicial (002)",4,2,2
"Primaria (003)",2289,580,1709
"Secundaria (004)",2227,641,1586
"Superior no univ. incompleta (005)",160,44,116
"Superior no univ. completa (006)",436,124,312
"Superior univ. incompleta (007)",204,49,155
"Superior univ. completa (008)",635,153,482
"De 14 a 29 años (010)",3490,1334,2156
"Sin nivel (011)",90,40,50
"Educación inicial (012)",1,,1
"Primaria (013)",1125,449,676
"Secundaria (014)",1498,552,946
"Superior no univ. incompleta (015)",91,32,59
"Superior no univ. completa (016)",242,101,141
"Superior univ. incompleta (017)",127,45,82
"Superior univ. completa (018)",316,115,201
"De 30 a 44 años (020)",1832,273,1559
"Sin nivel (021)",110,23,87
"Educación inicial (022)",3,2,1
"Primaria (023)",659,97,562
"Secundaria (024)",558,79,479
"Superior no univ. incompleta (025)",58,12,46
"Superior no univ. completa (026)",146,20,126
"Superior univ. incompleta (027)",57,4,53
"Superior univ. completa (028)",241,36,205
"De 45 a 64 años (030)",868,58,810
"Sin nivel (031)",140,9,131
"Primaria (033)",419,34,385
"Secundaria (034)",158,10,148
"Superior no univ. incompleta (035)",11,,11
"Superior no univ. completa (036)",46,3,43
"Superior univ. incompleta (037)",20,,20
"Superior univ. completa (038)",74,2,72
"De 65 y más años (040)",164,,164
"Sin nivel (041)",59,,59
"Primaria (043)",86,,86
"Secundaria (044)",13,,13
"Superior no univ. completa (046)",2,,2
"Superior univ. completa (048)",4,,4
,,,
"AREA URBANA (050)",3447,811,2636
"Sin nivel (051)",116,16,100
"Educación inicial (052)",4,2,2
"Primaria (053)",720,153,567
"Secundaria (054)",1298,320,978
"Superior no univ. incompleta (055)",139,36,103
"Superior no univ. completa (056)",376,99,277
"Superior univ. incompleta (057)",190,43,147
"Superior univ. completa (058)",604,142,462
"De 14 a 29 años (060)",1801,621,1180
"Sin nivel (061)",21,5,16
"Educación inicial (062)",1,,1
"Primaria (063)",301,105,196
"Secundaria (064)",779,259,520
"Superior no univ. incompleta (065)",78,27,51
"Superior no univ. completa (066)",204,78,126
"Superior univ. incompleta (067)",115,39,76
"Superior univ. completa (068)",302,108,194
"De 30 a 44 años (070)",1099,163,936
"Sin nivel (071)",42,10,32
"Educación inicial (072)",3,2,1
"Primaria (073)",214,32,182
"Secundaria (074)",383,55,328
"Superior no univ. incompleta (075)",50,9,41
"Superior no univ. completa (076)",126,18,108
"Superior univ. incompleta (077)",55,4,51
"Superior univ. completa (078)",226,33,193
"De 45 a 64 años (080)",463,27,436
"Sin nivel (081)",36,1,35
"Primaria (083)",156,16,140
"Secundaria (084)",124,6,118
"Superior no univ. incompleta (085)",11,,11
"Superior no univ. completa (086)",44,3,41
"Superior univ. incompleta (087)",20,,20
"Superior univ. completa (088)",72,1,71
"De 65 y más años (090)",84,,84
"Sin nivel (091)",17,,17
"Primaria (093)",49,,49
"Secundaria (094)",12,,12
"Superior no univ. completa (096)",2,,2
"Superior univ. completa (098)",4,,4
,,,
"AREA RURAL (100)",2907,854,2053
"Sin nivel (101)",283,56,227
"Primaria (103)",1569,427,1142
"Secundaria (104)",929,321,608
"Superior no univ. incompleta (105)",21,8,13
"Superior no univ. completa (106)",60,25,35
"Superior univ. incompleta (107)",14,6,8
"Superior univ. completa (108)",31,11,20
"De 14 a 29 años (110)",1689,713,976
"Sin nivel (111)",69,35,34
"Primaria (113)",824,344,480
"Secundaria (114)",719,293,426
"Superior no univ. incompleta (115)",13,5,8
"Superior no univ. completa (116)",38,23,15
"Superior univ. incompleta (117)",12,6,6
"Superior univ. completa (118)",14,7,7
"De 30 a 44 años (120)",733,110,623
"Sin nivel (121)",68,13,55
"Primaria (123)",445,65,380
"Secundaria (124)",175,24,151
"Superior no univ. incompleta (125)",8,3,5
"Superior no univ. completa (126)",20,2,18
"Superior univ. incompleta (127)",2,,2
"Superior univ. completa (128)",15,3,12
"De 45 a 64 años (130)",405,31,374
"Sin nivel (131)",104,8,96
"Primaria (133)",263,18,245
"Secundaria (134)",34,4,30
"Superior no univ. completa (136)",2,,2
"Superior univ. completa (138)",2,1,1
"De 65 y más años (140)",80,,80
"Sin nivel (141)",42,,42
"Primaria (143)",37,,37
"Secundaria (144)",1,,1
