"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia CHUPACA (000)",32419,30873,1546
"Hombres (001)",15187,14603,584
"Mujeres (002)",17232,16270,962
"De 18 a 29 años (003)",10140,9543,597
"Hombres (004)",5076,4733,343
"Mujeres (005)",5064,4810,254
"De 30 a 44 años (006)",9508,9329,179
"Hombres (007)",4370,4281,89
"Mujeres (008)",5138,5048,90
"De 45 a 64 años (009)",8118,7926,192
"Hombres (010)",3688,3638,50
"Mujeres (011)",4430,4288,142
"De 65 y más años (012)",4653,4075,578
"Hombres (013)",2053,1951,102
"Mujeres (014)",2600,2124,476
,,,
"URBANA (015)",20086,19205,881
"Hombres (016)",9534,9159,375
"Mujeres (017)",10552,10046,506
"De 18 a 29 años (018)",6372,5988,384
"Hombres (019)",3203,2966,237
"Mujeres (020)",3169,3022,147
"De 30 a 44 años (021)",6093,5975,118
"Hombres (022)",2863,2794,69
"Mujeres (023)",3230,3181,49
"De 45 a 64 años (024)",4914,4814,100
"Hombres (025)",2287,2257,30
"Mujeres (026)",2627,2557,70
"De 65 y más años (027)",2707,2428,279
"Hombres (028)",1181,1142,39
"Mujeres (029)",1526,1286,240
,,,
"RURAL (030)",12333,11668,665
"Hombres (031)",5653,5444,209
"Mujeres (032)",6680,6224,456
"De 18 a 29 años (033)",3768,3555,213
"Hombres (034)",1873,1767,106
"Mujeres (035)",1895,1788,107
"De 30 a 44 años (036)",3415,3354,61
"Hombres (037)",1507,1487,20
"Mujeres (038)",1908,1867,41
"De 45 a 64 años (039)",3204,3112,92
"Hombres (040)",1401,1381,20
"Mujeres (041)",1803,1731,72
"De 65 y más años (042)",1946,1647,299
"Hombres (043)",872,809,63
"Mujeres (044)",1074,838,236
