"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia LAMPA (000)",21614,18474,3140
"De 3 a 5 años (001)",2861,295,2566
"De 6 a 11 años (002)",6041,5571,470
"De 12 a 16 años (003)",5546,5510,36
"De 17 a 24 años (004)",7166,7098,68
"Hombres (005)",10871,9319,1552
"De 3 a 5 años (006)",1416,141,1275
"De 6 a 11 años (007)",3026,2798,228
"De 12 a 16 años (008)",2851,2831,20
"De 17 a 24 años (009)",3578,3549,29
"Mujeres (010)",10743,9155,1588
"De 3 a 5 años (011)",1445,154,1291
"De 6 a 11 años (012)",3015,2773,242
"De 12 a 16 años (013)",2695,2679,16
"De 17 a 24 años (014)",3588,3549,39
,,,
"URBANA (015)",8769,7612,1157
"De 3 a 5 años (016)",1085,118,967
"De 6 a 11 años (017)",2327,2162,165
"De 12 a 16 años (018)",2288,2279,9
"De 17 a 24 años (019)",3069,3053,16
"Hombres (020)",4367,3786,581
"De 3 a 5 años (021)",544,60,484
"De 6 a 11 años (022)",1159,1076,83
"De 12 a 16 años (023)",1155,1150,5
"De 17 a 24 años (024)",1509,1500,9
"Mujeres (025)",4402,3826,576
"De 3 a 5 años (026)",541,58,483
"De 6 a 11 años (027)",1168,1086,82
"De 12 a 16 años (028)",1133,1129,4
"De 17 a 24 años (029)",1560,1553,7
,,,
"RURAL (030)",12845,10862,1983
"De 3 a 5 años (031)",1776,177,1599
"De 6 a 11 años (032)",3714,3409,305
"De 12 a 16 años (033)",3258,3231,27
"De 17 a 24 años (034)",4097,4045,52
"Hombres (035)",6504,5533,971
"De 3 a 5 años (036)",872,81,791
"De 6 a 11 años (037)",1867,1722,145
"De 12 a 16 años (038)",1696,1681,15
"De 17 a 24 años (039)",2069,2049,20
"Mujeres (040)",6341,5329,1012
"De 3 a 5 años (041)",904,96,808
"De 6 a 11 años (042)",1847,1687,160
"De 12 a 16 años (043)",1562,1550,12
"De 17 a 24 años (044)",2028,1996,32
