"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia TOCACHE (000)",738,39,367,193,119,20
"Sin nivel (001)",57,12,8,16,14,7
"Educación inicial (002)",2,,2,,,
"Primaria (003)",261,19,83,83,66,10
"Secundaria (004)",316,8,204,67,34,3
"Superior no univ. incompleta (005)",38,,28,9,1,
"Superior no univ. completa (006)",39,,25,12,2,
"Superior univ. incompleta (007)",13,,10,2,1,
"Superior univ. completa (008)",12,,7,4,1,
"Hombres (010)",593,27,275,164,109,18
"Sin nivel (011)",44,6,7,14,12,5
"Educación inicial (012)",2,,2,,,
"Primaria (013)",221,15,66,70,60,10
"Secundaria (014)",247,6,148,57,33,3
"Superior no univ. incompleta (015)",31,,23,7,1,
"Superior no univ. completa (016)",29,,16,11,2,
"Superior univ. incompleta (017)",12,,9,2,1,
"Superior univ. completa (018)",7,,4,3,,
"Mujeres (020)",145,12,92,29,10,2
"Sin nivel (021)",13,6,1,2,2,2
"Primaria (023)",40,4,17,13,6,
"Secundaria (024)",69,2,56,10,1,
"Superior no univ. incompleta (025)",7,,5,2,,
"Superior no univ. completa (026)",10,,9,1,,
"Superior univ. incompleta (027)",1,,1,,,
"Superior univ. completa (028)",5,,3,1,1,
,,,,,,
"Area Urbana (030)",431,12,218,108,78,15
"Sin nivel (031)",13,1,1,3,4,4
"Educación inicial (032)",2,,2,,,
"Primaria (033)",139,7,36,43,45,8
"Secundaria (034)",197,4,125,40,25,3
"Superior no univ. incompleta (035)",28,,19,8,1,
"Superior no univ. completa (036)",30,,20,9,1,
"Superior univ. incompleta (037)",11,,8,2,1,
"Superior univ. completa (038)",11,,7,3,1,
"Hombres (040)",331,8,157,85,68,13
"Sin nivel (041)",7,,1,2,2,2
"Educación inicial (042)",2,,2,,,
"Primaria (043)",112,5,26,34,39,8
"Secundaria (044)",148,3,87,31,24,3
"Superior no univ. incompleta (045)",23,,16,6,1,
"Superior no univ. completa (046)",23,,14,8,1,
"Superior univ. incompleta (047)",10,,7,2,1,
"Superior univ. completa (048)",6,,4,2,,
"Mujeres (050)",100,4,61,23,10,2
"Sin nivel (051)",6,1,,1,2,2
"Primaria (053)",27,2,10,9,6,
"Secundaria (054)",49,1,38,9,1,
"Superior no univ. incompleta (055)",5,,3,2,,
"Superior no univ. completa (056)",7,,6,1,,
"Superior univ. incompleta (057)",1,,1,,,
"Superior univ. completa (058)",5,,3,1,1,
,,,,,,
"Area Rural (060)",307,27,149,85,41,5
"Sin nivel (061)",44,11,7,13,10,3
"Primaria (063)",122,12,47,40,21,2
"Secundaria (064)",119,4,79,27,9,
"Superior no univ. incompleta (065)",10,,9,1,,
"Superior no univ. completa (066)",9,,5,3,1,
"Superior univ. incompleta (067)",2,,2,,,
"Superior univ. completa (068)",1,,,1,,
"Hombres (070)",262,19,118,79,41,5
"Sin nivel (071)",37,6,6,12,10,3
"Primaria (073)",109,10,40,36,21,2
"Secundaria (074)",99,3,61,26,9,
"Superior no univ. incompleta (075)",8,,7,1,,
"Superior no univ. completa (076)",6,,2,3,1,
"Superior univ. incompleta (077)",2,,2,,,
"Superior univ. completa (078)",1,,,1,,
"Mujeres (080)",45,8,31,6,,
"Sin nivel (081)",7,5,1,1,,
"Primaria (083)",13,2,7,4,,
"Secundaria (084)",20,1,18,1,,
"Superior no univ. incompleta (085)",2,,2,,,
"Superior no univ. completa (086)",3,,3,,,
