"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia HUACAYBAMBA (000)",6654,6473,1874,597,589,590,1004,787,564,468,181,23064
"De 12 a 14 años (001)",852,843,838,4,1,,,,,,9,6
"De 15 a 19 años (002)",910,873,749,100,18,5,1,,,,37,155
"De 20 a 24 años (003)",627,594,139,216,156,63,18,2,,,33,805
"De 25 a 29 años (004)",590,557,49,98,145,145,107,11,2,,33,1369
"De 30 a 34 años (005)",662,643,16,62,99,131,233,83,14,5,19,2380
"De 35 a 39 años (006)",620,609,15,28,47,81,208,151,67,12,11,2942
"De 40 a 44 años (007)",488,481,5,16,29,41,118,138,91,43,7,2830
"De 45 a 49 años (008)",367,364,10,14,14,20,73,84,77,72,3,2452
"De 50 y más años (009)",1538,1509,53,59,80,104,246,318,313,336,29,10125
"PEA (010)",797,762,135,127,98,97,149,84,44,28,35,2480
"De 12 a 14 años (011)",12,12,11,,1,,,,,,,2
"De 15 a 19 años (012)",71,66,55,8,1,1,1,,,,5,17
"De 20 a 24 años (013)",75,71,25,33,10,3,,,,,4,62
"De 25 a 29 años (014)",106,93,21,26,20,14,12,,,,13,157
"De 30 a 34 años (015)",122,116,7,27,23,25,27,4,2,1,6,316
"De 35 a 39 años (016)",120,118,6,12,20,22,38,19,1,,2,409
"De 40 a 44 años (017)",93,91,3,9,11,17,23,19,8,1,2,386
"De 45 a 49 años (018)",48,47,3,6,4,6,11,10,4,3,1,220
"De 50 y más años (019)",150,148,4,6,8,9,37,32,29,23,2,911
"Ocupada (020)",749,720,117,120,95,93,142,81,44,28,29,2404
"De 12 a 14 años (021)",8,8,8,,,,,,,,,
"De 15 a 19 años (022)",58,55,44,8,1,1,1,,,,3,17
"De 20 a 24 años (023)",68,66,24,29,10,3,,,,,2,58
