"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia ILO (000)",27986,72,2761,2405,1718,4838,1721,2940,3345,5129,278,811,1968
"Agric., ganadería, caza y silvicultura (001)",298,,6,6,2,,121,1,1,161,,,
"Pesca (002)",2153,1,24,37,20,,1600,15,33,423,,,
"Explotación de minas y canteras (003)",979,2,144,133,71,2,,526,59,42,,,
"Industrias manufactureras (004)",1965,2,87,130,92,16,,1413,112,113,,,
"Suministro de electricidad, gas y agua (005)",199,,31,45,33,,,32,39,19,,,
"Construcción (006)",2389,3,72,179,36,,,219,1234,646,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",5549,7,112,363,84,3298,,647,66,972,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",839,,63,121,19,70,,523,28,15,,,
"Comercio al por mayor (009)",292,6,5,68,21,154,,1,12,25,,,
"Comercio al por menor (010)",4418,1,44,174,44,3074,,123,26,932,,,
"Hoteles y restaurantes (011)",1643,1,13,146,74,721,,1,2,685,,,
"Trans., almac. y comunicaciones (012)",2650,3,26,249,232,3,,17,1609,511,,,
"Intermediación financiera (013)",235,3,20,64,143,,,,,5,,,
"Activid.inmobil., empres. y alquileres (014)",1857,4,385,401,195,530,,52,104,186,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",1337,23,148,139,341,44,,15,62,287,278,,
"Enseñanza (016)",1420,18,1309,13,47,,,,8,25,,,
"Servicios sociales y de salud (017)",618,,276,215,33,44,,1,8,41,,,
"Otras activ. serv.comun.soc y personales (018)",847,4,52,175,72,180,,1,1,362,,,
"Hogares privados con servicio doméstico (019)",641,,,1,,,,,,640,,,
"Actividad economica no especificada (021)",1238,1,56,109,243,,,,7,11,,811,
"Desocupado (022)",1968,,,,,,,,,,,,1968
"Hombres (023)",17682,49,1285,1531,745,1859,1658,2637,3274,2618,261,465,1300
"Agric., ganadería, caza y silvicultura (024)",195,,5,5,1,,85,1,1,97,,,
"Pesca (025)",2082,1,13,33,9,,1573,15,33,405,,,
"Explotación de minas y canteras (026)",935,2,128,130,53,1,,522,59,40,,,
"Industrias manufactureras (027)",1541,2,66,87,69,2,,1130,95,90,,,
"Suministro de electricidad, gas y agua (028)",177,,25,41,22,,,32,39,18,,,
"Construcción (029)",2298,3,65,158,20,,,216,1214,622,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",2415,2,84,243,22,1061,,636,66,301,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",787,,59,114,7,51,,517,28,11,,,
"Comercio al por mayor (032)",147,2,4,33,11,62,,1,12,22,,,
"Comercio al por menor (033)",1481,,21,96,4,948,,118,26,268,,,
"Hoteles y restaurantes (034)",378,,5,39,20,182,,1,2,129,,,
"Trans., almac. y comunicaciones (035)",2335,2,18,179,145,1,,16,1584,390,,,
"Intermediación financiera (036)",105,2,13,22,63,,,,,5,,,
"Activid.inmobil., empres. y alquileres (037)",1323,4,237,250,61,521,,52,101,97,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",919,15,98,85,148,44,,14,61,193,261,,
"Enseñanza (039)",421,12,368,8,11,,,,3,19,,,
"Servicios sociales y de salud (040)",157,,88,49,8,2,,1,8,1,,,
"Otras activ. serv.comun.soc y personales (041)",396,3,31,121,21,45,,1,1,173,,,
"Hogares privados con servicio doméstico (042)",32,,,,,,,,,32,,,
"Actividad economica no especificada (044)",673,1,41,81,72,,,,7,6,,465,
"Desocupado (045)",1300,,,,,,,,,,,,1300
"Mujeres (046)",10304,23,1476,874,973,2979,63,303,71,2511,17,346,668
"Agric., ganadería, caza y silvicultura (047)",103,,1,1,1,,36,,,64,,,
"Pesca (048)",71,,11,4,11,,27,,,18,,,
"Explotación de minas y canteras (049)",44,,16,3,18,1,,4,,2,,,
"Industrias manufactureras (050)",424,,21,43,23,14,,283,17,23,,,
"Suministro de electricidad, gas y agua (051)",22,,6,4,11,,,,,1,,,
"Construcción (052)",91,,7,21,16,,,3,20,24,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",3134,5,28,120,62,2237,,11,,671,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",52,,4,7,12,19,,6,,4,,,
"Comercio al por mayor (055)",145,4,1,35,10,92,,,,3,,,
"Comercio al por menor (056)",2937,1,23,78,40,2126,,5,,664,,,
"Hoteles y restaurantes (057)",1265,1,8,107,54,539,,,,556,,,
"Trans., almac. y comunicaciones (058)",315,1,8,70,87,2,,1,25,121,,,
"Intermediación financiera (059)",130,1,7,42,80,,,,,,,,
"Activid.inmobil., empres. y alquileres (060)",534,,148,151,134,9,,,3,89,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",418,8,50,54,193,,,1,1,94,17,,
"Enseñanza (062)",999,6,941,5,36,,,,5,6,,,
"Servicios sociales y de salud (063)",461,,188,166,25,42,,,,40,,,
"Otras activ. serv.comun.soc y personales (064)",451,1,21,54,51,135,,,,189,,,
"Hogares privados con servicio doméstico (065)",609,,,1,,,,,,608,,,
"Actividad economica no especificada (067)",565,,15,28,171,,,,,5,,346,
"Desocupado (068)",668,,,,,,,,,,,,668
,,,,,,,,,,,,,
"URBANA (069)",27648,68,2747,2389,1708,4811,1663,2924,3324,5056,190,803,1965
"Agric., ganadería, caza y silvicultura (070)",219,,5,6,2,,72,1,1,132,,,
"Pesca (071)",2140,1,24,35,19,,1591,14,33,423,,,
"Explotación de minas y canteras (072)",974,2,143,133,71,2,,522,59,42,,,
"Industrias manufactureras (073)",1952,2,87,130,92,16,,1411,112,102,,,
"Suministro de electricidad, gas y agua (074)",199,,31,45,33,,,32,39,19,,,
"Construcción (075)",2359,3,71,179,36,,,217,1225,628,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",5531,7,112,362,84,3288,,642,65,971,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",833,,63,121,19,70,,519,27,14,,,
"Comercio al por mayor (078)",292,6,5,68,21,154,,1,12,25,,,
"Comercio al por menor (079)",4406,1,44,173,44,3064,,122,26,932,,,
"Hoteles y restaurantes (080)",1639,1,13,146,74,719,,1,2,683,,,
"Trans., almac. y comunicaciones (081)",2640,3,26,249,232,3,,17,1600,510,,,
"Intermediación financiera (082)",235,3,20,64,143,,,,,5,,,
"Activid.inmobil., empres. y alquileres (083)",1837,4,384,399,194,518,,51,104,183,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",1225,21,145,133,335,42,,14,60,285,190,,
"Enseñanza (085)",1412,16,1303,13,47,,,,8,25,,,
"Servicios sociales y de salud (086)",615,,275,213,33,44,,1,8,41,,,
"Otras activ. serv.comun.soc y personales (087)",839,4,52,172,72,179,,1,1,358,,,
"Hogares privados con servicio doméstico (088)",639,,,1,,,,,,638,,,
"Actividad economica no especificada (090)",1228,1,56,109,241,,,,7,11,,803,
"Desocupado (091)",1965,,,,,,,,,,,,1965
"Hombres (092)",17408,47,1277,1519,739,1838,1617,2623,3253,2559,178,460,1298
"Agric., ganadería, caza y silvicultura (093)",142,,4,5,1,,53,1,1,77,,,
"Pesca (094)",2070,1,13,31,9,,1564,14,33,405,,,
"Explotación de minas y canteras (095)",930,2,127,130,53,1,,518,59,40,,,
"Industrias manufactureras (096)",1529,2,66,87,69,2,,1129,95,79,,,
"Suministro de electricidad, gas y agua (097)",177,,25,41,22,,,32,39,18,,,
"Construcción (098)",2268,3,64,158,20,,,214,1205,604,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",2403,2,84,243,22,1056,,631,65,300,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",781,,59,114,7,51,,513,27,10,,,
"Comercio al por mayor (101)",147,2,4,33,11,62,,1,12,22,,,
"Comercio al por menor (102)",1475,,21,96,4,943,,117,26,268,,,
"Hoteles y restaurantes (103)",375,,5,39,20,181,,1,2,127,,,
"Trans., almac. y comunicaciones (104)",2325,2,18,179,145,1,,16,1575,389,,,
"Intermediación financiera (105)",105,2,13,22,63,,,,,5,,,
"Activid.inmobil., empres. y alquileres (106)",1305,4,236,249,61,509,,51,101,94,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",819,15,95,81,143,42,,14,59,192,178,,
"Enseñanza (108)",418,10,367,8,11,,,,3,19,,,
"Servicios sociales y de salud (109)",155,,88,47,8,2,,1,8,1,,,
"Otras activ. serv.comun.soc y personales (110)",390,3,31,118,21,44,,1,1,171,,,
"Hogares privados con servicio doméstico (111)",32,,,,,,,,,32,,,
"Actividad economica no especificada (113)",667,1,41,81,71,,,,7,6,,460,
"Desocupado (114)",1298,,,,,,,,,,,,1298
"Mujeres (115)",10240,21,1470,870,969,2973,46,301,71,2497,12,343,667
"Agric., ganadería, caza y silvicultura (116)",77,,1,1,1,,19,,,55,,,
"Pesca (117)",70,,11,4,10,,27,,,18,,,
"Explotación de minas y canteras (118)",44,,16,3,18,1,,4,,2,,,
"Industrias manufactureras (119)",423,,21,43,23,14,,282,17,23,,,
"Suministro de electricidad, gas y agua (120)",22,,6,4,11,,,,,1,,,
"Construcción (121)",91,,7,21,16,,,3,20,24,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",3128,5,28,119,62,2232,,11,,671,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",52,,4,7,12,19,,6,,4,,,
"Comercio al por mayor (124)",145,4,1,35,10,92,,,,3,,,
"Comercio al por menor (125)",2931,1,23,77,40,2121,,5,,664,,,
"Hoteles y restaurantes (126)",1264,1,8,107,54,538,,,,556,,,
"Trans., almac. y comunicaciones (127)",315,1,8,70,87,2,,1,25,121,,,
"Intermediación financiera (128)",130,1,7,42,80,,,,,,,,
"Activid.inmobil., empres. y alquileres (129)",532,,148,150,133,9,,,3,89,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",406,6,50,52,192,,,,1,93,12,,
"Enseñanza (131)",994,6,936,5,36,,,,5,6,,,
"Servicios sociales y de salud (132)",460,,187,166,25,42,,,,40,,,
"Otras activ. serv.comun.soc y personales (133)",449,1,21,54,51,135,,,,187,,,
"Hogares privados con servicio doméstico (134)",607,,,1,,,,,,606,,,
"Actividad economica no especificada (136)",561,,15,28,170,,,,,5,,343,
"Desocupado (137)",667,,,,,,,,,,,,667
,,,,,,,,,,,,,
