"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia CHINCHEROS",,,,,,,,,
"Hogares (001)",13341,317,168,102,86,66,38,52,12512
"Ocupantes presentes (002)",51325,940,489,331,339,296,204,317,48409
"Casa independiente",,,,,,,,,
"Hogares (004)",13065,314,161,101,85,66,38,52,12248
"Ocupantes presentes (005)",50712,937,469,328,334,296,204,317,47827
"Departamento en edificio",,,,,,,,,
"Hogares (007)",1,,1,,,,,,
"Ocupantes presentes (008)",6,,6,,,,,,
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",2,,,,,,,,2
"Ocupantes presentes (011)",9,,,,,,,,9
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",35,,1,,,,,,34
"Ocupantes presentes (014)",109,,5,,,,,,104
"Choza o cabaña",,,,,,,,,
"Hogares (016)",228,3,5,1,1,,,,218
"Ocupantes presentes (017)",459,3,9,3,5,,,,439
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",2,,,,,,,,2
"Ocupantes presentes (020)",4,,,,,,,,4
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",7,,,,,,,,7
"Ocupantes presentes (023)",19,,,,,,,,19
"Otro tipo",,,,,,,,,
"Hogares (025)",1,,,,,,,,1
"Ocupantes presentes (026)",7,,,,,,,,7
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",4282,130,68,52,48,32,14,27,3911
"Ocupantes presentes (029)",16336,386,201,165,182,136,62,147,15057
"Casa independiente",,,,,,,,,
"Hogares (031)",4240,130,66,52,48,32,14,27,3871
"Ocupantes presentes (032)",16201,386,190,165,182,136,62,147,14933
"Departamento en edificio",,,,,,,,,
"Hogares (034)",1,,1,,,,,,
"Ocupantes presentes (035)",6,,6,,,,,,
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",2,,,,,,,,2
"Ocupantes presentes (038)",9,,,,,,,,9
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",35,,1,,,,,,34
"Ocupantes presentes (041)",109,,5,,,,,,104
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",2,,,,,,,,2
"Ocupantes presentes (047)",4,,,,,,,,4
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",2,,,,,,,,2
"Ocupantes presentes (050)",7,,,,,,,,7
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",9059,187,100,50,38,34,24,25,8601
"Ocupantes presentes (056)",34989,554,288,166,157,160,142,170,33352
"Casa independiente",,,,,,,,,
"Hogares (058)",8825,184,95,49,37,34,24,25,8377
"Ocupantes presentes (059)",34511,551,279,163,152,160,142,170,32894
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",228,3,5,1,1,,,,218
"Ocupantes presentes (071)",459,3,9,3,5,,,,439
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",5,,,,,,,,5
"Ocupantes presentes (077)",12,,,,,,,,12
"Otro tipo",,,,,,,,,
"Hogares (079)",1,,,,,,,,1
"Ocupantes presentes (080)",7,,,,,,,,7
