"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia JAUJA",,,,
"Viviendas particulares (001)",11977,10525,1122,330
"Ocupantes presentes (002)",49686,43479,4774,1433
"Casa independiente",,,,
"Viviendas particulares (004)",11529,10255,950,324
"Ocupantes presentes (005)",47853,42287,4152,1414
"Departamento en edificio",,,,
"Viviendas particulares (007)",40,39,1,
"Ocupantes presentes (008)",143,138,5,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",150,95,55,
"Ocupantes presentes (011)",665,477,188,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",240,120,115,5
"Ocupantes presentes (014)",975,538,425,12
"Choza o cabaña",,,,
"Viviendas particulares (016)",1,,,1
"Ocupantes presentes (017)",7,,,7
"Vivienda improvisada",,,,
"Viviendas particulares (019)",2,1,1,
"Ocupantes presentes (020)",8,4,4,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",15,15,,
"Ocupantes presentes (023)",35,35,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (028)",10786,9503,1047,236
"Ocupantes presentes (029)",44855,39361,4465,1029
"Casa independiente",,,,
"Viviendas particulares (031)",10370,9257,883,230
"Ocupantes presentes (032)",43124,38245,3869,1010
"Departamento en edificio",,,,
"Viviendas particulares (034)",37,36,1,
"Ocupantes presentes (035)",132,127,5,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",139,88,51,
"Ocupantes presentes (038)",622,449,173,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",224,107,112,5
"Ocupantes presentes (041)",932,502,418,12
"Choza o cabaña",,,,
"Viviendas particulares (043)",1,,,1
"Ocupantes presentes (044)",7,,,7
"Vivienda improvisada",,,,
"Viviendas particulares (046)",1,1,,
"Ocupantes presentes (047)",4,4,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",14,14,,
"Ocupantes presentes (050)",34,34,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",1191,1022,75,94
"Ocupantes presentes (056)",4831,4118,309,404
"Casa independiente",,,,
"Viviendas particulares (058)",1159,998,67,94
"Ocupantes presentes (059)",4729,4042,283,404
"Departamento en edificio",,,,
"Viviendas particulares (061)",3,3,,
"Ocupantes presentes (062)",11,11,,
"Vivienda en quinta",,,,
"Viviendas particulares (064)",11,7,4,
"Ocupantes presentes (065)",43,28,15,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (067)",16,13,3,
"Ocupantes presentes (068)",43,36,7,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (073)",1,,1,
"Ocupantes presentes (074)",4,,4,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (076)",1,1,,
"Ocupantes presentes (077)",1,1,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",9866,8847,934,85
"Ocupantes presentes (110)",41196,36824,4009,363
"Casa independiente",,,,
"Viviendas particulares (112)",9420,8578,762,80
"Ocupantes presentes (113)",39371,35633,3387,351
"Departamento en edificio",,,,
"Viviendas particulares (115)",40,39,1,
"Ocupantes presentes (116)",143,138,5,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",150,95,55,
"Ocupantes presentes (119)",665,477,188,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",240,120,115,5
"Ocupantes presentes (122)",975,538,425,12
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (127)",2,1,1,
"Ocupantes presentes (128)",8,4,4,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",14,14,,
"Ocupantes presentes (131)",34,34,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",9083,8161,869,53
"Ocupantes presentes (137)",37974,34006,3739,229
"Casa independiente",,,,
"Viviendas particulares (139)",8669,7916,705,48
"Ocupantes presentes (140)",36251,32891,3143,217
"Departamento en edificio",,,,
"Viviendas particulares (142)",37,36,1,
"Ocupantes presentes (143)",132,127,5,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",139,88,51,
"Ocupantes presentes (146)",622,449,173,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",224,107,112,5
"Ocupantes presentes (149)",932,502,418,12
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (154)",1,1,,
"Ocupantes presentes (155)",4,4,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (157)",13,13,,
"Ocupantes presentes (158)",33,33,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",783,686,65,32
"Ocupantes presentes (164)",3222,2818,270,134
"Casa independiente",,,,
"Viviendas particulares (166)",751,662,57,32
"Ocupantes presentes (167)",3120,2742,244,134
"Departamento en edificio",,,,
"Viviendas particulares (169)",3,3,,
"Ocupantes presentes (170)",11,11,,
"Vivienda en quinta",,,,
"Viviendas particulares (172)",11,7,4,
"Ocupantes presentes (173)",43,28,15,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (175)",16,13,3,
"Ocupantes presentes (176)",43,36,7,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (181)",1,,1,
"Ocupantes presentes (182)",4,,4,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (184)",1,1,,
"Ocupantes presentes (185)",1,1,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",2111,1678,188,245
"Ocupantes presentes (218)",8490,6655,765,1070
"Casa independiente",,,,
"Viviendas particulares (220)",2109,1677,188,244
"Ocupantes presentes (221)",8482,6654,765,1063
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (232)",1,,,1
"Ocupantes presentes (233)",7,,,7
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (238)",1,1,,
"Ocupantes presentes (239)",1,1,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",1703,1342,178,183
"Ocupantes presentes (245)",6881,5355,726,800
"Casa independiente",,,,
"Viviendas particulares (247)",1701,1341,178,182
"Ocupantes presentes (248)",6873,5354,726,793
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (259)",1,,,1
"Ocupantes presentes (260)",7,,,7
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (265)",1,1,,
"Ocupantes presentes (266)",1,1,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",408,336,10,62
"Ocupantes presentes (272)",1609,1300,39,270
"Casa independiente",,,,
"Viviendas particulares (274)",408,336,10,62
"Ocupantes presentes (275)",1609,1300,39,270
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
