"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia COTABAMBAS (000)",38422,12227,9222,7731,6109,3133
"Hombres (001)",19455,6253,4710,3928,3062,1502
"Mujeres (002)",18967,5974,4512,3803,3047,1631
"PEA (003)",8520,165,2451,3237,2046,621
"Hombres (004)",6385,91,1760,2418,1623,493
"Mujeres (005)",2135,74,691,819,423,128
"Ocupada (006)",7522,144,2089,2860,1849,580
"Hombres (007)",5534,81,1456,2091,1451,455
"Mujeres (008)",1988,63,633,769,398,125
"Desocupada (009)",998,21,362,377,197,41
"Hombres (010)",851,10,304,327,172,38
"Mujeres (011)",147,11,58,50,25,3
"No PEA (012)",29902,12062,6771,4494,4063,2512
"Hombres (013)",13070,6162,2950,1510,1439,1009
"Mujeres (014)",16832,5900,3821,2984,2624,1503
,,,,,,
"URBANA (018)",10489,2930,2837,2465,1542,715
"Hombres (019)",5370,1483,1431,1307,819,330
"Mujeres (020)",5119,1447,1406,1158,723,385
"PEA (021)",3673,62,1050,1576,808,177
"Hombres (022)",2508,30,679,1073,600,126
"Mujeres (023)",1165,32,371,503,208,51
"Ocupada (024)",3456,59,964,1497,767,169
"Hombres (025)",2348,29,614,1017,569,119
"Mujeres (026)",1108,30,350,480,198,50
"Desocupada (027)",217,3,86,79,41,8
"Hombres (028)",160,1,65,56,31,7
"Mujeres (029)",57,2,21,23,10,1
"No PEA (030)",6816,2868,1787,889,734,538
"Hombres (031)",2862,1453,752,234,219,204
"Mujeres (032)",3954,1415,1035,655,515,334
,,,,,,
"RURAL (036)",27933,9297,6385,5266,4567,2418
"Hombres (037)",14085,4770,3279,2621,2243,1172
"Mujeres (038)",13848,4527,3106,2645,2324,1246
"PEA (039)",4847,103,1401,1661,1238,444
"Hombres (040)",3877,61,1081,1345,1023,367
"Mujeres (041)",970,42,320,316,215,77
"Ocupada (042)",4066,85,1125,1363,1082,411
"Hombres (043)",3186,52,842,1074,882,336
"Mujeres (044)",880,33,283,289,200,75
"Desocupada (045)",781,18,276,298,156,33
"Hombres (046)",691,9,239,271,141,31
"Mujeres (047)",90,9,37,27,15,2
"No PEA (048)",23086,9194,4984,3605,3329,1974
"Hombres (049)",10208,4709,2198,1276,1220,805
"Mujeres (050)",12878,4485,2786,2329,2109,1169
