"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia AYMARAES (000)",257,7,113,75,48,14
"Sin nivel (001)",16,,1,3,7,5
"Educación inicial (002)",1,1,,,,
"Primaria (003)",62,3,12,17,23,7
"Secundaria (004)",130,3,82,32,11,2
"Superior no univ. incompleta (005)",10,,2,5,3,
"Superior no univ. completa (006)",20,,11,9,,
"Superior univ. incompleta (007)",7,,4,2,1,
"Superior univ. completa (008)",11,,1,7,3,
"Hombres (010)",196,3,84,60,37,12
"Sin nivel (011)",6,,1,1,1,3
"Primaria (013)",52,1,10,15,19,7
"Secundaria (014)",107,2,63,29,11,2
"Superior no univ. incompleta (015)",7,,1,4,2,
"Superior no univ. completa (016)",15,,7,8,,
"Superior univ. incompleta (017)",3,,2,,1,
"Superior univ. completa (018)",6,,,3,3,
"Mujeres (020)",61,4,29,15,11,2
"Sin nivel (021)",10,,,2,6,2
"Educación inicial (022)",1,1,,,,
"Primaria (023)",10,2,2,2,4,
"Secundaria (024)",23,1,19,3,,
"Superior no univ. incompleta (025)",3,,1,1,1,
"Superior no univ. completa (026)",5,,4,1,,
"Superior univ. incompleta (027)",4,,2,2,,
"Superior univ. completa (028)",5,,1,4,,
,,,,,,
"Area Urbana (030)",138,2,55,49,28,4
"Sin nivel (031)",7,,,2,3,2
"Primaria (033)",27,2,4,8,12,1
"Secundaria (034)",67,,38,20,8,1
"Superior no univ. incompleta (035)",6,,2,3,1,
"Superior no univ. completa (036)",15,,7,8,,
"Superior univ. incompleta (037)",6,,3,2,1,
"Superior univ. completa (038)",10,,1,6,3,
"Hombres (040)",103,,39,37,24,3
"Sin nivel (041)",1,,,,,1
"Primaria (043)",22,,3,7,11,1
"Secundaria (044)",56,,29,18,8,1
"Superior no univ. incompleta (045)",4,,1,2,1,
"Superior no univ. completa (046)",11,,4,7,,
"Superior univ. incompleta (047)",3,,2,,1,
"Superior univ. completa (048)",6,,,3,3,
"Mujeres (050)",35,2,16,12,4,1
"Sin nivel (051)",6,,,2,3,1
"Primaria (053)",5,2,1,1,1,
"Secundaria (054)",11,,9,2,,
"Superior no univ. incompleta (055)",2,,1,1,,
"Superior no univ. completa (056)",4,,3,1,,
"Superior univ. incompleta (057)",3,,1,2,,
"Superior univ. completa (058)",4,,1,3,,
,,,,,,
"Area Rural (060)",119,5,58,26,20,10
"Sin nivel (061)",9,,1,1,4,3
"Educación inicial (062)",1,1,,,,
"Primaria (063)",35,1,8,9,11,6
"Secundaria (064)",63,3,44,12,3,1
"Superior no univ. incompleta (065)",4,,,2,2,
"Superior no univ. completa (066)",5,,4,1,,
"Superior univ. incompleta (067)",1,,1,,,
"Superior univ. completa (068)",1,,,1,,
"Hombres (070)",93,3,45,23,13,9
"Sin nivel (071)",5,,1,1,1,2
"Primaria (073)",30,1,7,8,8,6
"Secundaria (074)",51,2,34,11,3,1
"Superior no univ. incompleta (075)",3,,,2,1,
"Superior no univ. completa (076)",4,,3,1,,
"Mujeres (080)",26,2,13,3,7,1
"Sin nivel (081)",4,,,,3,1
"Educación inicial (082)",1,1,,,,
"Primaria (083)",5,,1,1,3,
"Secundaria (084)",12,1,10,1,,
"Superior no univ. incompleta (085)",1,,,,1,
"Superior no univ. completa (086)",1,,1,,,
"Superior univ. incompleta (087)",1,,1,,,
"Superior univ. completa (088)",1,,,1,,
