"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia ALTO AMAZONAS (000)",33372,1100,11545,11420,7855,1452
"Empleado (001)",5547,46,1945,2308,1192,56
"Obrero (002)",5811,188,2377,1966,1143,137
"Trabajador independiente (003)",15082,103,4112,5456,4396,1015
"Empleador o patrono (004)",819,2,193,326,244,54
"Trabajador familiar no remunerado (005)",5053,674,2282,1164,773,160
"Trabajador del hogar (006)",1060,87,636,200,107,30
"Hombres (008)",23727,759,8258,8027,5600,1083
"Empleado (009)",3262,30,1126,1331,733,42
"Obrero (010)",5014,163,2069,1693,976,113
"Trabajador independiente (011)",12029,75,3320,4327,3479,828
"Empleador o patrono (012)",641,,147,249,201,44
"Trabajador familiar no remunerado (013)",2715,480,1562,413,205,55
"Trabajador del hogar (014)",66,11,34,14,6,1
"Mujeres (016)",9645,341,3287,3393,2255,369
"Empleado (017)",2285,16,819,977,459,14
"Obrero (018)",797,25,308,273,167,24
"Trabajador independiente (019)",3053,28,792,1129,917,187
"Empleador o patrono (020)",178,2,46,77,43,10
"Trabajador familiar no remunerado (021)",2338,194,720,751,568,105
"Trabajador del hogar (022)",994,76,602,186,101,29
,,,,,,
"URBANA (024)",21840,681,7186,7618,5379,976
"Empleado (025)",5170,44,1839,2106,1126,55
"Obrero (026)",3463,111,1339,1192,714,107
"Trabajador independiente (027)",9103,100,2361,3220,2779,643
"Empleador o patrono (028)",674,2,161,269,203,39
"Trabajador familiar no remunerado (029)",2453,351,887,647,462,106
"Trabajador del hogar (030)",977,73,599,184,95,26
"Hombres (032)",14059,440,4623,4793,3519,684
"Empleado (033)",2995,28,1055,1188,683,41
"Obrero (034)",3008,100,1185,1024,610,89
"Trabajador independiente (035)",6406,73,1690,2181,1968,494
"Empleador o patrono (036)",504,,118,196,161,29
"Trabajador familiar no remunerado (037)",1094,235,544,194,91,30
"Trabajador del hogar (038)",52,4,31,10,6,1
"Mujeres (040)",7781,241,2563,2825,1860,292
"Empleado (041)",2175,16,784,918,443,14
"Obrero (042)",455,11,154,168,104,18
"Trabajador independiente (043)",2697,27,671,1039,811,149
"Empleador o patrono (044)",170,2,43,73,42,10
"Trabajador familiar no remunerado (045)",1359,116,343,453,371,76
"Trabajador del hogar (046)",925,69,568,174,89,25
,,,,,,
"RURAL (048)",11532,419,4359,3802,2476,476
"Empleado (049)",377,2,106,202,66,1
"Obrero (050)",2348,77,1038,774,429,30
"Trabajador independiente (051)",5979,3,1751,2236,1617,372
"Empleador o patrono (052)",145,,32,57,41,15
"Trabajador familiar no remunerado (053)",2600,323,1395,517,311,54
"Trabajador del hogar (054)",83,14,37,16,12,4
"Hombres (056)",9668,319,3635,3234,2081,399
"Empleado (057)",267,2,71,143,50,1
"Obrero (058)",2006,63,884,669,366,24
"Trabajador independiente (059)",5623,2,1630,2146,1511,334
"Empleador o patrono (060)",137,,29,53,40,15
"Trabajador familiar no remunerado (061)",1621,245,1018,219,114,25
"Trabajador del hogar (062)",14,7,3,4,,
"Mujeres (064)",1864,100,724,568,395,77
"Empleado (065)",110,,35,59,16,
"Obrero (066)",342,14,154,105,63,6
"Trabajador independiente (067)",356,1,121,90,106,38
"Empleador o patrono (068)",8,,3,4,1,
"Trabajador familiar no remunerado (069)",979,78,377,298,197,29
"Trabajador del hogar (070)",69,7,34,12,12,4
