"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia MARAÑON (000)",17679,3548,3425,3256,2833,1996,2621
"Católica (001)",11006,2209,2197,2006,1709,1215,1670
"Cristiana/Evangélica (002)",6001,1200,1085,1106,1014,720,876
"Otra (003)",190,39,26,32,42,25,26
"Ninguna (004)",482,100,117,112,68,36,49
"Hombres (006)",9074,1868,1771,1618,1469,1047,1301
"Católica (007)",5837,1188,1181,1043,917,669,839
"Cristiana/Evangélica (008)",2811,600,501,479,481,338,412
"Otra (009)",100,18,12,15,24,15,16
"Ninguna (010)",326,62,77,81,47,25,34
"Mujeres (012)",8605,1680,1654,1638,1364,949,1320
"Católica (013)",5169,1021,1016,963,792,546,831
"Cristiana/Evangélica (014)",3190,600,584,627,533,382,464
"Otra (015)",90,21,14,17,18,10,10
"Ninguna (016)",156,38,40,31,21,11,15
,,,,,,,
"URBANA (018)",2862,562,528,561,508,338,365
"Católica (019)",1732,332,310,359,313,200,218
"Cristiana/Evangélica (020)",1037,215,192,183,174,131,142
"Otra (021)",14,3,2,5,2,1,1
"Ninguna (022)",79,12,24,14,19,6,4
"Hombres (024)",1475,300,270,266,273,179,187
"Católica (025)",933,178,164,185,175,112,119
"Cristiana/Evangélica (026)",477,112,87,70,82,62,64
"Otra (027)",11,3,2,3,1,1,1
"Ninguna (028)",54,7,17,8,15,4,3
"Mujeres (030)",1387,262,258,295,235,159,178
"Católica (031)",799,154,146,174,138,88,99
"Cristiana/Evangélica (032)",560,103,105,113,92,69,78
"Otra (033)",3,,,2,1,,
"Ninguna (034)",25,5,7,6,4,2,1
,,,,,,,
"RURAL (036)",14817,2986,2897,2695,2325,1658,2256
"Católica (037)",9274,1877,1887,1647,1396,1015,1452
"Cristiana/Evangélica (038)",4964,985,893,923,840,589,734
"Otra (039)",176,36,24,27,40,24,25
"Ninguna (040)",403,88,93,98,49,30,45
"Hombres (042)",7599,1568,1501,1352,1196,868,1114
"Católica (043)",4904,1010,1017,858,742,557,720
"Cristiana/Evangélica (044)",2334,488,414,409,399,276,348
"Otra (045)",89,15,10,12,23,14,15
"Ninguna (046)",272,55,60,73,32,21,31
"Mujeres (048)",7218,1418,1396,1343,1129,790,1142
"Católica (049)",4370,867,870,789,654,458,732
"Cristiana/Evangélica (050)",2630,497,479,514,441,313,386
"Otra (051)",87,21,14,15,17,10,10
"Ninguna (052)",131,33,33,25,17,9,14
