"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia ASCOPE (000)",91375,11412,15880,17011,15868,12723,18481
"Católica (001)",65468,8225,11292,12073,11473,9398,13007
"Cristiana/Evangélica (002)",17444,1931,2558,3112,3030,2426,4387
"Otra (003)",3588,437,595,647,638,504,767
"Ninguna (004)",4875,819,1435,1179,727,395,320
"Hombres (006)",45601,5758,8157,8421,7758,6214,9293
"Católica (007)",33342,4161,5886,6031,5675,4745,6844
"Cristiana/Evangélica (008)",7792,942,1192,1374,1356,1021,1907
"Otra (009)",1649,225,276,303,288,208,349
"Ninguna (010)",2818,430,803,713,439,240,193
"Mujeres (012)",45774,5654,7723,8590,8110,6509,9188
"Católica (013)",32126,4064,5406,6042,5798,4653,6163
"Cristiana/Evangélica (014)",9652,989,1366,1738,1674,1405,2480
"Otra (015)",1939,212,319,344,350,296,418
"Ninguna (016)",2057,389,632,466,288,155,127
,,,,,,,
"URBANA (018)",80442,10048,13773,14922,14157,11219,16323
"Católica (019)",57756,7274,9766,10627,10270,8268,11551
"Cristiana/Evangélica (020)",15620,1722,2279,2786,2745,2197,3891
"Otra (021)",3045,373,537,530,541,430,634
"Ninguna (022)",4021,679,1191,979,601,324,247
"Hombres (024)",39853,5059,7055,7306,6876,5439,8118
"Católica (025)",29173,3660,5082,5241,5054,4138,5998
"Cristiana/Evangélica (026)",6960,845,1057,1226,1230,920,1682
"Otra (027)",1393,200,249,244,234,178,288
"Ninguna (028)",2327,354,667,595,358,203,150
"Mujeres (030)",40589,4989,6718,7616,7281,5780,8205
"Católica (031)",28583,3614,4684,5386,5216,4130,5553
"Cristiana/Evangélica (032)",8660,877,1222,1560,1515,1277,2209
"Otra (033)",1652,173,288,286,307,252,346
"Ninguna (034)",1694,325,524,384,243,121,97
,,,,,,,
"RURAL (036)",10933,1364,2107,2089,1711,1504,2158
"Católica (037)",7712,951,1526,1446,1203,1130,1456
"Cristiana/Evangélica (038)",1824,209,279,326,285,229,496
"Otra (039)",543,64,58,117,97,74,133
"Ninguna (040)",854,140,244,200,126,71,73
"Hombres (042)",5748,699,1102,1115,882,775,1175
"Católica (043)",4169,501,804,790,621,607,846
"Cristiana/Evangélica (044)",832,97,135,148,126,101,225
"Otra (045)",256,25,27,59,54,30,61
"Ninguna (046)",491,76,136,118,81,37,43
"Mujeres (048)",5185,665,1005,974,829,729,983
"Católica (049)",3543,450,722,656,582,523,610
"Cristiana/Evangélica (050)",992,112,144,178,159,128,271
"Otra (051)",287,39,31,58,43,44,72
"Ninguna (052)",363,64,108,82,45,34,30
