"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia BOLOGNESI (000)",11045,146,3368,3846,2636,1049
"Empleado (001)",1938,11,608,907,377,35
"Obrero (002)",3155,13,1309,1136,556,141
"Trabajador independiente (003)",4311,22,882,1393,1308,706
"Empleador o patrono (004)",117,,31,47,34,5
"Trabajador familiar no remunerado (005)",1380,97,462,326,341,154
"Trabajador del hogar (006)",144,3,76,37,20,8
"Hombres (008)",7990,96,2468,2782,1876,768
"Empleado (009)",1238,4,362,579,269,24
"Obrero (010)",2865,13,1204,1044,489,115
"Trabajador independiente (011)",3084,14,601,977,941,551
"Empleador o patrono (012)",90,,21,39,25,5
"Trabajador familiar no remunerado (013)",703,64,277,139,151,72
"Trabajador del hogar (014)",10,1,3,4,1,1
"Mujeres (016)",3055,50,900,1064,760,281
"Empleado (017)",700,7,246,328,108,11
"Obrero (018)",290,,105,92,67,26
"Trabajador independiente (019)",1227,8,281,416,367,155
"Empleador o patrono (020)",27,,10,8,9,
"Trabajador familiar no remunerado (021)",677,33,185,187,190,82
"Trabajador del hogar (022)",134,2,73,33,19,7
,,,,,,
"URBANA (024)",6645,81,1958,2426,1627,553
"Empleado (025)",1444,9,427,696,286,26
"Obrero (026)",1825,10,730,634,370,81
"Trabajador independiente (027)",2635,17,547,896,800,375
"Empleador o patrono (028)",79,,18,31,26,4
"Trabajador familiar no remunerado (029)",539,42,175,136,127,59
"Trabajador del hogar (030)",123,3,61,33,18,8
"Hombres (032)",4564,53,1369,1638,1117,387
"Empleado (033)",848,3,227,411,190,17
"Obrero (034)",1624,10,670,565,314,65
"Trabajador independiente (035)",1793,13,369,586,544,281
"Empleador o patrono (036)",59,,11,25,19,4
"Trabajador familiar no remunerado (037)",233,26,90,48,50,19
"Trabajador del hogar (038)",7,1,2,3,,1
"Mujeres (040)",2081,28,589,788,510,166
"Empleado (041)",596,6,200,285,96,9
"Obrero (042)",201,,60,69,56,16
"Trabajador independiente (043)",842,4,178,310,256,94
"Empleador o patrono (044)",20,,7,6,7,
"Trabajador familiar no remunerado (045)",306,16,85,88,77,40
"Trabajador del hogar (046)",116,2,59,30,18,7
,,,,,,
"RURAL (048)",4400,65,1410,1420,1009,496
"Empleado (049)",494,2,181,211,91,9
"Obrero (050)",1330,3,579,502,186,60
"Trabajador independiente (051)",1676,5,335,497,508,331
"Empleador o patrono (052)",38,,13,16,8,1
"Trabajador familiar no remunerado (053)",841,55,287,190,214,95
"Trabajador del hogar (054)",21,,15,4,2,
"Hombres (056)",3426,43,1099,1144,759,381
"Empleado (057)",390,1,135,168,79,7
"Obrero (058)",1241,3,534,479,175,50
"Trabajador independiente (059)",1291,1,232,391,397,270
"Empleador o patrono (060)",31,,10,14,6,1
"Trabajador familiar no remunerado (061)",470,38,187,91,101,53
"Trabajador del hogar (062)",3,,1,1,1,
"Mujeres (064)",974,22,311,276,250,115
"Empleado (065)",104,1,46,43,12,2
"Obrero (066)",89,,45,23,11,10
"Trabajador independiente (067)",385,4,103,106,111,61
"Empleador o patrono (068)",7,,3,2,2,
"Trabajador familiar no remunerado (069)",371,17,100,99,113,42
"Trabajador del hogar (070)",18,,14,3,1,
