"CUADRO Nº 13: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL; Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia OYON (000)",5213,57,1877,1742,585,173,88,50,6,,635
"Sin Nivel (001)",1039,20,384,318,99,33,26,18,3,,138
"Educación Inicial (002)",3,,2,1,,,,,,,
"Primaria (003)",1782,22,723,578,181,63,37,21,2,,155
"Secundaria (004)",1509,10,606,546,129,26,12,7,,,173
"Sup. no Univ. Incompleta (005)",179,1,47,62,29,3,1,,,,36
"Sup. no Univ. Completa (006)",186,1,32,69,39,9,1,1,,,34
"Sup. Univ. Incompleta (007)",119,,25,50,18,7,1,1,,,17
"Sup. Univ. Completa (008)",396,3,58,118,90,32,10,2,1,,82
,,,,,,,,,,,
"URBANA (010)",3605,42,1287,1235,413,118,59,33,5,,413
"Sin Nivel (011)",649,15,234,202,61,19,20,10,3,,85
"Educación Inicial (012)",3,,2,1,,,,,,,
"Primaria (013)",1104,14,455,354,113,33,21,15,1,,98
"Secundaria (014)",1148,8,470,424,98,19,8,4,,,117
"Sup. no Univ. Incompleta (015)",148,1,36,56,26,3,1,,,,25
"Sup. no Univ. Completa (016)",138,1,22,54,27,8,1,1,,,24
"Sup. Univ. Incompleta (017)",105,,25,48,12,7,1,1,,,11
"Sup. Univ. Completa (018)",310,3,43,96,76,29,7,2,1,,53
,,,,,,,,,,,
"RURAL (020)",1608,15,590,507,172,55,29,17,1,,222
"Sin Nivel (021)",390,5,150,116,38,14,6,8,,,53
"Primaria (023)",678,8,268,224,68,30,16,6,1,,57
"Secundaria (024)",361,2,136,122,31,7,4,3,,,56
"Sup. no Univ. Incompleta (025)",31,,11,6,3,,,,,,11
"Sup. no Univ. Completa (026)",48,,10,15,12,1,,,,,10
"Sup. Univ. Incompleta (027)",14,,,2,6,,,,,,6
"Sup. Univ. Completa (028)",86,,15,22,14,3,3,,,,29
