"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia ZARUMILLA (000)",15455,34,813,438,448,2948,1807,697,1846,5579,268,577
"Agric., ganadería, caza y silvicultura (001)",2444,,,3,3,,1562,,2,874,,
"Pesca (002)",468,1,12,21,4,,245,6,9,170,,
"Explotación de minas y canteras (003)",25,,2,4,2,,,14,1,2,,
"Industrias manufactureras (004)",584,1,8,11,6,12,,487,25,34,,
"Suministro de electricidad, gas y agua (005)",20,,,3,1,,,,9,7,,
"Construcción (006)",804,1,11,25,9,,,31,507,220,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",3735,2,12,59,11,2321,,149,10,1171,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",180,1,1,11,,42,,105,7,13,,
"Comercio al por mayor (009)",187,1,3,6,2,151,,,,24,,
"Comercio al por menor (010)",3368,,8,42,9,2128,,44,3,1134,,
"Hoteles y restaurantes (011)",883,1,6,26,26,402,,,,422,,
"Trans., almac. y comunicaciones (012)",3118,1,8,33,39,4,,5,1259,1769,,
"Intermediación financiera (013)",26,,1,,18,,,,,7,,
"Activid.inmobil., empres. y alquileres (014)",401,,54,81,39,116,,2,4,105,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",682,18,19,30,199,55,,,12,81,268,
"Enseñanza (016)",642,9,593,9,19,,,,,12,,
"Servicios sociales y de salud (017)",144,,49,56,7,1,,,1,30,,
"Otras activ. serv.comun.soc y personales (018)",503,,38,77,53,37,,3,7,288,,
"Hogares privados con servicio doméstico (019)",387,,,,,,,,,387,,
"Actividad economica no especificada (021)",589,,,,12,,,,,,,577
"Hombres (022)",11379,20,375,324,230,1468,1760,597,1820,4206,263,316
"Agric., ganadería, caza y silvicultura (023)",2340,,,3,3,,1518,,1,815,,
"Pesca (024)",459,1,9,21,4,,242,6,9,167,,
"Explotación de minas y canteras (025)",23,,2,4,2,,,12,1,2,,
"Industrias manufactureras (026)",469,1,8,9,5,9,,392,20,25,,
"Suministro de electricidad, gas y agua (027)",20,,,3,1,,,,9,7,,
"Construcción (028)",788,1,9,24,9,,,31,501,213,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",2120,2,8,33,4,1143,,146,10,774,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",166,1,1,9,,32,,104,7,12,,
"Comercio al por mayor (031)",112,1,2,2,1,83,,,,23,,
"Comercio al por menor (032)",1842,,5,22,3,1028,,42,3,739,,
"Hoteles y restaurantes (033)",290,,2,15,15,130,,,,128,,
"Trans., almac. y comunicaciones (034)",3047,1,7,28,31,3,,5,1247,1725,,
"Intermediación financiera (035)",22,,1,,14,,,,,7,,
"Activid.inmobil., empres. y alquileres (036)",332,,39,69,16,114,,2,4,88,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",507,12,10,21,97,51,,,10,43,263,
"Enseñanza (038)",255,2,232,5,5,,,,,11,,
"Servicios sociales y de salud (039)",51,,19,25,3,,,,1,3,,
"Otras activ. serv.comun.soc y personales (040)",318,,29,64,21,18,,3,7,176,,
"Hogares privados con servicio doméstico (041)",22,,,,,,,,,22,,
"Actividad economica no especificada (043)",316,,,,,,,,,,,316
"Mujeres (044)",4076,14,438,114,218,1480,47,100,26,1373,5,261
"Agric., ganadería, caza y silvicultura (045)",104,,,,,,44,,1,59,,
"Pesca (046)",9,,3,,,,3,,,3,,
"Explotación de minas y canteras (047)",2,,,,,,,2,,,,
"Industrias manufactureras (048)",115,,,2,1,3,,95,5,9,,
"Construcción (050)",16,,2,1,,,,,6,7,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1615,,4,26,7,1178,,3,,397,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",14,,,2,,10,,1,,1,,
"Comercio al por mayor (053)",75,,1,4,1,68,,,,1,,
"Comercio al por menor (054)",1526,,3,20,6,1100,,2,,395,,
"Hoteles y restaurantes (055)",593,1,4,11,11,272,,,,294,,
"Trans., almac. y comunicaciones (056)",71,,1,5,8,1,,,12,44,,
"Intermediación financiera (057)",4,,,,4,,,,,,,
"Activid.inmobil., empres. y alquileres (058)",69,,15,12,23,2,,,,17,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",175,6,9,9,102,4,,,2,38,5,
"Enseñanza (060)",387,7,361,4,14,,,,,1,,
"Servicios sociales y de salud (061)",93,,30,31,4,1,,,,27,,
"Otras activ. serv.comun.soc y personales (062)",185,,9,13,32,19,,,,112,,
"Hogares privados con servicio doméstico (063)",365,,,,,,,,,365,,
"Actividad economica no especificada (065)",273,,,,12,,,,,,,261
,,,,,,,,,,,,
"URBANA (066)",14137,33,774,423,438,2890,1144,675,1776,5157,266,561
"Agric., ganadería, caza y silvicultura (067)",1487,,,1,3,,931,,2,550,,
"Pesca (068)",430,1,12,21,4,,213,6,8,165,,
"Explotación de minas y canteras (069)",25,,2,4,2,,,14,1,2,,
"Industrias manufactureras (070)",564,1,8,10,6,12,,473,21,33,,
"Suministro de electricidad, gas y agua (071)",20,,,3,1,,,,9,7,,
"Construcción (072)",771,1,11,25,9,,,31,496,198,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",3678,2,12,58,11,2286,,141,9,1159,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",171,1,1,10,,42,,97,7,13,,
"Comercio al por mayor (075)",187,1,3,6,2,151,,,,24,,
"Comercio al por menor (076)",3320,,8,42,9,2093,,44,2,1122,,
"Hoteles y restaurantes (077)",866,1,6,23,26,395,,,,415,,
"Trans., almac. y comunicaciones (078)",3053,1,8,33,38,4,,5,1206,1758,,
"Intermediación financiera (079)",26,,1,,18,,,,,7,,
"Activid.inmobil., empres. y alquileres (080)",377,,54,79,39,106,,2,4,93,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",664,17,18,28,194,49,,,12,80,266,
"Enseñanza (082)",607,9,559,9,19,,,,,11,,
"Servicios sociales y de salud (083)",139,,48,54,7,1,,,1,28,,
"Otras activ. serv.comun.soc y personales (084)",486,,35,75,49,37,,3,7,280,,
"Hogares privados con servicio doméstico (085)",371,,,,,,,,,371,,
"Actividad economica no especificada (087)",573,,,,12,,,,,,,561
"Hombres (088)",10204,19,359,315,225,1436,1113,575,1750,3846,261,305
