"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Hogares privados con servicio doméstico (041)",15,1,9,3,2,
"Actividad economica no especificada (043)",423,1,162,137,84,39
"Mujeres (045)",12690,236,3710,3876,3434,1434
"Agric., ganadería, caza y silvicultura (046)",8655,149,2281,2352,2623,1250
"Pesca (047)",29,,11,10,7,1
"Explotación de minas y canteras (048)",2,,,1,1,
"Industrias manufactureras (049)",322,2,138,106,61,15
"Suministro de electricidad, gas y agua (050)",2,,1,1,,
"Construcción (051)",12,1,2,8,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",2199,57,708,860,484,90
"Venta, mant.y rep. veh.autom.y motoc. (053)",24,1,7,10,6,
"Comercio al por mayor (054)",37,1,10,20,6,
"Comercio al por menor (055)",2138,55,691,830,472,90
"Hoteles y restaurantes (056)",358,19,139,121,70,9
"Trans., almac. y comunicaciones (057)",37,,28,6,3,
"Intermediación financiera (058)",3,,1,2,,
"Activid.inmobil., empres. y alquileres (059)",38,,22,14,2,
"Admin.pub. y defensa; p. segur.soc.afil (060)",110,,64,39,7,
"Enseñanza (061)",296,,79,172,43,2
"Servicios sociales y de salud (062)",88,,28,39,21,
"Otras activ. serv.comun.soc y personales (063)",42,2,18,12,8,2
"Hogares privados con servicio doméstico (064)",100,6,64,18,10,2
"Actividad economica no especificada (066)",397,,126,115,93,63
,,,,,,
"URBANA (067)",9191,244,2818,3451,2226,452
"Agric., ganadería, caza y silvicultura (068)",2035,56,492,673,606,208
"Pesca (069)",8,,,6,2,
"Explotación de minas y canteras (070)",9,,5,2,2,
"Industrias manufactureras (071)",404,12,150,143,85,14
"Suministro de electricidad, gas y agua (072)",19,,8,8,2,1
"Construcción (073)",326,2,104,130,83,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",2939,111,928,1068,693,139
"Venta, mant.y rep. veh.autom.y motoc. (075)",186,6,78,63,37,2
"Comercio al por mayor (076)",63,1,19,27,14,2
"Comercio al por menor (077)",2690,104,831,978,642,135
"Hoteles y restaurantes (078)",438,38,162,135,84,19
"Trans., almac. y comunicaciones (079)",634,6,224,253,139,12
"Intermediación financiera (080)",10,,1,5,3,1
"Activid.inmobil., empres. y alquileres (081)",145,1,52,64,25,3
"Admin.pub. y defensa; p. segur.soc.afil (082)",590,,256,241,87,6
"Enseñanza (083)",828,,130,444,241,13
"Servicios sociales y de salud (084)",166,,38,72,55,1
"Otras activ. serv.comun.soc y personales (085)",159,10,76,41,27,5
"Hogares privados con servicio doméstico (086)",74,7,42,14,9,2
"Actividad economica no especificada (088)",407,1,150,152,83,21
"Hombres (089)",5386,132,1599,1982,1410,263
"Agric., ganadería, caza y silvicultura (090)",1246,29,283,410,396,128
"Pesca (091)",8,,,6,2,
"Explotación de minas y canteras (092)",7,,5,1,1,
"Industrias manufactureras (093)",269,10,96,95,58,10
"Suministro de electricidad, gas y agua (094)",17,,7,7,2,1
"Construcción (095)",316,1,102,124,82,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",1144,55,378,354,297,60
"Venta, mant.y rep. veh.autom.y motoc. (097)",163,5,72,53,31,2
"Comercio al por mayor (098)",27,,10,7,8,2
"Comercio al por menor (099)",954,50,296,294,258,56
"Hoteles y restaurantes (100)",135,19,52,32,22,10
"Trans., almac. y comunicaciones (101)",601,6,198,249,136,12
"Intermediación financiera (102)",7,,,3,3,1
"Activid.inmobil., empres. y alquileres (103)",113,1,35,51,23,3
"Admin.pub. y defensa; p. segur.soc.afil (104)",491,,199,205,81,6
"Enseñanza (105)",574,,74,286,203,11
"Servicios sociales y de salud (106)",89,,15,37,36,1
"Otras activ. serv.comun.soc y personales (107)",119,9,59,29,19,3
"Hogares privados con servicio doméstico (108)",13,1,8,2,2,
"Actividad economica no especificada (110)",237,1,88,91,47,10
"Mujeres (112)",3805,112,1219,1469,816,189
"Agric., ganadería, caza y silvicultura (113)",789,27,209,263,210,80
"Explotación de minas y canteras (115)",2,,,1,1,
"Industrias manufactureras (116)",135,2,54,48,27,4
"Suministro de electricidad, gas y agua (117)",2,,1,1,,
"Construcción (118)",10,1,2,6,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",1795,56,550,714,396,79
"Venta, mant.y rep. veh.autom.y motoc. (120)",23,1,6,10,6,
"Comercio al por mayor (121)",36,1,9,20,6,
"Comercio al por menor (122)",1736,54,535,684,384,79
"Hoteles y restaurantes (123)",303,19,110,103,62,9
"Trans., almac. y comunicaciones (124)",33,,26,4,3,
"Intermediación financiera (125)",3,,1,2,,
"Activid.inmobil., empres. y alquileres (126)",32,,17,13,2,
"Admin.pub. y defensa; p. segur.soc.afil (127)",99,,57,36,6,
"Enseñanza (128)",254,,56,158,38,2
"Servicios sociales y de salud (129)",77,,23,35,19,
"Otras activ. serv.comun.soc y personales (130)",40,1,17,12,8,2
"Hogares privados con servicio doméstico (131)",61,6,34,12,7,2
"Actividad economica no especificada (133)",170,,62,61,36,11
,,,,,,
"RURAL (134)",22251,225,5804,6271,6608,3343
"Agric., ganadería, caza y silvicultura (135)",19467,216,4770,5306,5967,3208
"Pesca (136)",158,1,54,56,44,3
"Explotación de minas y canteras (137)",9,,5,2,1,1
"Industrias manufactureras (138)",296,,128,83,65,20
"Suministro de electricidad, gas y agua (139)",2,,1,1,,
"Construcción (140)",300,,105,102,85,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",716,4,284,262,151,15
"Venta, mant.y rep. veh.autom.y motoc. (142)",61,,42,17,2,
"Comercio al por mayor (143)",8,,7,,1,
"Comercio al por menor (144)",647,4,235,245,148,15
"Hoteles y restaurantes (145)",77,1,40,26,9,1
"Trans., almac. y comunicaciones (146)",244,1,89,108,44,2
"Activid.inmobil., empres. y alquileres (148)",52,,27,19,6,
"Admin.pub. y defensa; p. segur.soc.afil (149)",145,,46,75,24,
"Enseñanza (150)",264,,62,104,96,2
"Servicios sociales y de salud (151)",41,,12,14,14,1
"Otras activ. serv.comun.soc y personales (152)",26,2,12,6,5,1
"Hogares privados con servicio doméstico (153)",41,,31,7,3,
"Actividad economica no especificada (155)",413,,138,100,94,81
"Hombres (156)",13366,101,3313,3864,3990,2098
"Agric., ganadería, caza y silvicultura (157)",11601,94,2698,3217,3554,2038
"Pesca (158)",129,1,43,46,37,2
"Explotación de minas y canteras (159)",9,,5,2,1,1
"Industrias manufactureras (160)",109,,44,25,31,9
"Suministro de electricidad, gas y agua (161)",2,,1,1,,
"Construcción (162)",298,,105,100,85,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",312,3,126,116,63,4
"Venta, mant.y rep. veh.autom.y motoc. (164)",60,,41,17,2,
"Comercio al por mayor (165)",7,,6,,1,
"Comercio al por menor (166)",245,3,79,99,60,4
"Hoteles y restaurantes (167)",22,1,11,8,1,1
"Trans., almac. y comunicaciones (168)",240,1,87,106,44,2
"Activid.inmobil., empres. y alquileres (170)",46,,22,18,6,
"Admin.pub. y defensa; p. segur.soc.afil (171)",134,,39,72,23,
"Enseñanza (172)",222,,39,90,91,2
"Servicios sociales y de salud (173)",30,,7,10,12,1
"Otras activ. serv.comun.soc y personales (174)",24,1,11,6,5,1
"Hogares privados con servicio doméstico (175)",2,,1,1,,
"Actividad economica no especificada (177)",186,,74,46,37,29
"Mujeres (179)",8885,124,2491,2407,2618,1245
"Agric., ganadería, caza y silvicultura (180)",7866,122,2072,2089,2413,1170
"Pesca (181)",29,,11,10,7,1
"Industrias manufactureras (183)",187,,84,58,34,11
"Construcción (185)",2,,,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",404,1,158,146,88,11
"Venta, mant.y rep. veh.autom.y motoc. (187)",1,,1,,,
"Comercio al por mayor (188)",1,,1,,,
"Comercio al por menor (189)",402,1,156,146,88,11
"Hoteles y restaurantes (190)",55,,29,18,8,
"Trans., almac. y comunicaciones (191)",4,,2,2,,
"Activid.inmobil., empres. y alquileres (193)",6,,5,1,,
"Admin.pub. y defensa; p. segur.soc.afil (194)",11,,7,3,1,
"Enseñanza (195)",42,,23,14,5,
"Servicios sociales y de salud (196)",11,,5,4,2,
"Otras activ. serv.comun.soc y personales (197)",2,1,1,,,
"Hogares privados con servicio doméstico (198)",39,,30,6,3,
"Actividad economica no especificada (200)",227,,64,54,57,52
