"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CANCHIS (000)",1661,23,800,554,234,50
"Sin nivel (001)",102,2,14,34,31,21
"Educación inicial (002)",2,,2,,,
"Primaria (003)",388,9,103,152,102,22
"Secundaria (004)",674,12,394,191,72,5
"Superior no univ. incompleta (005)",101,,64,29,8,
"Superior no univ. completa (006)",224,,125,89,9,1
"Superior univ. incompleta (007)",65,,46,15,4,
"Superior univ. completa (008)",105,,52,44,8,1
"Hombres (010)",1108,10,490,383,188,37
"Sin nivel (011)",52,2,6,15,16,13
"Educación inicial (012)",2,,2,,,
"Primaria (013)",274,2,62,107,84,19
"Secundaria (014)",493,6,269,146,68,4
"Superior no univ. incompleta (015)",68,,40,23,5,
"Superior no univ. completa (016)",116,,55,55,6,
"Superior univ. incompleta (017)",43,,28,11,4,
"Superior univ. completa (018)",60,,28,26,5,1
"Mujeres (020)",553,13,310,171,46,13
"Sin nivel (021)",50,,8,19,15,8
"Primaria (023)",114,7,41,45,18,3
"Secundaria (024)",181,6,125,45,4,1
"Superior no univ. incompleta (025)",33,,24,6,3,
"Superior no univ. completa (026)",108,,70,34,3,1
"Superior univ. incompleta (027)",22,,18,4,,
"Superior univ. completa (028)",45,,24,18,3,
,,,,,,
"Area Urbana (030)",1280,17,611,447,169,36
"Sin nivel (031)",50,1,8,18,13,10
"Primaria (033)",268,6,67,107,69,19
"Secundaria (034)",517,10,285,158,59,5
"Superior no univ. incompleta (035)",87,,54,26,7,
"Superior no univ. completa (036)",201,,107,84,9,1
"Superior univ. incompleta (037)",60,,43,13,4,
"Superior univ. completa (038)",97,,47,41,8,1
"Hombres (040)",821,7,359,297,133,25
"Sin nivel (041)",16,1,1,6,4,4
"Primaria (043)",178,1,38,69,54,16
"Secundaria (044)",369,5,188,116,56,4
"Superior no univ. incompleta (045)",57,,33,20,4,
"Superior no univ. completa (046)",105,,47,52,6,
"Superior univ. incompleta (047)",41,,27,10,4,
"Superior univ. completa (048)",55,,25,24,5,1
"Mujeres (050)",459,10,252,150,36,11
"Sin nivel (051)",34,,7,12,9,6
"Primaria (053)",90,5,29,38,15,3
"Secundaria (054)",148,5,97,42,3,1
"Superior no univ. incompleta (055)",30,,21,6,3,
"Superior no univ. completa (056)",96,,60,32,3,1
"Superior univ. incompleta (057)",19,,16,3,,
"Superior univ. completa (058)",42,,22,17,3,
,,,,,,
"Area Rural (060)",381,6,189,107,65,14
"Sin nivel (061)",52,1,6,16,18,11
"Educación inicial (062)",2,,2,,,
"Primaria (063)",120,3,36,45,33,3
"Secundaria (064)",157,2,109,33,13,
"Superior no univ. incompleta (065)",14,,10,3,1,
"Superior no univ. completa (066)",23,,18,5,,
"Superior univ. incompleta (067)",5,,3,2,,
"Superior univ. completa (068)",8,,5,3,,
"Hombres (070)",287,3,131,86,55,12
"Sin nivel (071)",36,1,5,9,12,9
"Educación inicial (072)",2,,2,,,
"Primaria (073)",96,1,24,38,30,3
"Secundaria (074)",124,1,81,30,12,
"Superior no univ. incompleta (075)",11,,7,3,1,
"Superior no univ. completa (076)",11,,8,3,,
"Superior univ. incompleta (077)",2,,1,1,,
"Superior univ. completa (078)",5,,3,2,,
"Mujeres (080)",94,3,58,21,10,2
"Sin nivel (081)",16,,1,7,6,2
"Primaria (083)",24,2,12,7,3,
"Secundaria (084)",33,1,28,3,1,
"Superior no univ. incompleta (085)",3,,3,,,
"Superior no univ. completa (086)",12,,10,2,,
"Superior univ. incompleta (087)",3,,2,1,,
"Superior univ. completa (088)",3,,2,1,,
