"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia HUAMALIES (000)",1668,322,1346
"Sin nivel (001)",275,22,253
"Educación inicial (002)",1,,1
"Primaria (003)",871,155,716
"Secundaria (004)",430,111,319
"Superior no univ. incompleta (005)",12,6,6
"Superior no univ. completa (006)",53,24,29
"Superior univ. incompleta (007)",13,1,12
"Superior univ. completa (008)",13,3,10
"De 14 a 29 años (010)",746,254,492
"Sin nivel (011)",39,17,22
"Primaria (013)",356,113,243
"Secundaria (014)",290,98,192
"Superior no univ. incompleta (015)",10,5,5
"Superior no univ. completa (016)",39,19,20
"Superior univ. incompleta (017)",7,1,6
"Superior univ. completa (018)",5,1,4
"De 30 a 44 años (020)",481,58,423
"Sin nivel (021)",77,4,73
"Educación inicial (022)",1,,1
"Primaria (023)",269,33,236
"Secundaria (024)",109,13,96
"Superior no univ. incompleta (025)",2,1,1
"Superior no univ. completa (026)",13,5,8
"Superior univ. incompleta (027)",4,,4
"Superior univ. completa (028)",6,2,4
"De 45 a 64 años (030)",317,10,307
"Sin nivel (031)",102,1,101
"Primaria (033)",182,9,173
"Secundaria (034)",29,,29
"Superior no univ. completa (036)",1,,1
"Superior univ. incompleta (037)",1,,1
"Superior univ. completa (038)",2,,2
"De 65 y más años (040)",124,,124
"Sin nivel (041)",57,,57
"Primaria (043)",64,,64
"Secundaria (044)",2,,2
"Superior univ. incompleta (047)",1,,1
,,,
"AREA URBANA (050)",347,64,283
"Sin nivel (051)",29,2,27
"Primaria (053)",137,13,124
"Secundaria (054)",121,28,93
"Superior no univ. incompleta (055)",7,3,4
"Superior no univ. completa (056)",38,15,23
"Superior univ. incompleta (057)",7,1,6
"Superior univ. completa (058)",8,2,6
"De 14 a 29 años (060)",163,55,108
"Sin nivel (061)",3,2,1
"Primaria (063)",34,8,26
"Secundaria (064)",82,27,55
"Superior no univ. incompleta (065)",5,2,3
"Superior no univ. completa (066)",32,14,18
"Superior univ. incompleta (067)",3,1,2
"Superior univ. completa (068)",4,1,3
"De 30 a 44 años (070)",81,9,72
"Sin nivel (071)",2,,2
"Primaria (073)",41,5,36
"Secundaria (074)",24,1,23
"Superior no univ. incompleta (075)",2,1,1
"Superior no univ. completa (076)",6,1,5
"Superior univ. incompleta (077)",2,,2
"Superior univ. completa (078)",4,1,3
"De 45 a 64 años (080)",67,,67
"Sin nivel (081)",11,,11
"Primaria (083)",41,,41
"Secundaria (084)",14,,14
"Superior univ. incompleta (087)",1,,1
"De 65 y más años (090)",36,,36
"Sin nivel (091)",13,,13
"Primaria (093)",21,,21
"Secundaria (094)",1,,1
"Superior univ. incompleta (097)",1,,1
,,,
"AREA RURAL (100)",1321,258,1063
"Sin nivel (101)",246,20,226
"Educación inicial (102)",1,,1
"Primaria (103)",734,142,592
"Secundaria (104)",309,83,226
"Superior no univ. incompleta (105)",5,3,2
"Superior no univ. completa (106)",15,9,6
"Superior univ. incompleta (107)",6,,6
"Superior univ. completa (108)",5,1,4
"De 14 a 29 años (110)",583,199,384
"Sin nivel (111)",36,15,21
"Primaria (113)",322,105,217
"Secundaria (114)",208,71,137
"Superior no univ. incompleta (115)",5,3,2
"Superior no univ. completa (116)",7,5,2
"Superior univ. incompleta (117)",4,,4
"Superior univ. completa (118)",1,,1
"De 30 a 44 años (120)",400,49,351
"Sin nivel (121)",75,4,71
"Educación inicial (122)",1,,1
"Primaria (123)",228,28,200
"Secundaria (124)",85,12,73
"Superior no univ. completa (126)",7,4,3
"Superior univ. incompleta (127)",2,,2
"Superior univ. completa (128)",2,1,1
"De 45 a 64 años (130)",250,10,240
"Sin nivel (131)",91,1,90
"Primaria (133)",141,9,132
"Secundaria (134)",15,,15
"Superior no univ. completa (136)",1,,1
"Superior univ. completa (138)",2,,2
"De 65 y más años (140)",88,,88
"Sin nivel (141)",44,,44
"Primaria (143)",43,,43
"Secundaria (144)",1,,1
