"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia QUISPICANCHI (000)",76430,37781,4551,2420,31804
"Quechua (001)",57587,32062,1951,958,22701
"Aymara (002)",152,60,30,10,57
"Asháninka (003)",11,7,,2,3
"Otra lengua nativa (004)",12,5,2,,5
"Castellano (005)",18562,5601,2558,1449,8989
"Idioma Extranjero (006)",20,,5,1,14
"Es Sordomudo/a (007)",86,46,5,,35
"Hombres (009)",38488,17638,2570,1580,16777
"Quechua (010)",28297,14742,1046,586,11977
"Aymara (011)",79,22,20,6,32
"Asháninka (012)",7,5,,1,2
"Otra lengua nativa (013)",6,2,2,,2
"Castellano (014)",10028,2839,1494,986,4730
"Idioma Extranjero (015)",18,,4,1,13
"Es Sordomudo/a (016)",53,28,4,,21
"Mujeres (018)",37942,20143,1981,840,15027
"Quechua (019)",29290,17320,905,372,10724
"Aymara (020)",73,38,10,4,25
"Asháninka (021)",4,2,,1,1
"Otra lengua nativa (022)",6,3,,,3
"Castellano (023)",8534,2762,1064,463,4259
"Idioma Extranjero (024)",2,,1,,1
"Es Sordomudo/a (025)",33,18,1,,14
,,,,,
"URBANA (027)",27285,6988,3375,1473,15505
"Quechua (028)",12896,3122,1133,469,8196
"Aymara (029)",81,13,24,7,41
"Asháninka (030)",6,2,,1,3
"Otra lengua nativa (031)",1,1,,,
"Castellano (032)",14272,3841,2216,996,7247
"Idioma Extranjero (033)",5,,1,,4
"Es Sordomudo/a (034)",24,9,1,,14
"Hombres (036)",13743,3198,1869,939,7765
"Quechua (037)",6190,1303,589,291,4018
"Aymara (038)",49,3,18,4,25
"Asháninka (039)",4,2,,,2
"Castellano (041)",7483,1887,1261,644,3707
"Idioma Extranjero (042)",4,,,,4
"Es Sordomudo/a (043)",13,3,1,,9
"Mujeres (045)",13542,3790,1506,534,7740
"Quechua (046)",6706,1819,544,178,4178
"Aymara (047)",32,10,6,3,16
"Asháninka (048)",2,,,1,1
"Otra lengua nativa (049)",1,1,,,
"Castellano (050)",6789,1954,955,352,3540
"Idioma Extranjero (051)",1,,1,,
"Es Sordomudo/a (052)",11,6,,,5
,,,,,
"RURAL (054)",49145,30793,1176,947,16299
"Quechua (055)",44691,28940,818,489,14505
"Aymara (056)",71,47,6,3,16
"Asháninka (057)",5,5,,1,
"Otra lengua nativa (058)",11,4,2,,5
"Castellano (059)",4290,1760,342,453,1742
"Idioma Extranjero (060)",15,,4,1,10
"Es Sordomudo/a (061)",62,37,4,,21
"Hombres (063)",24745,14440,701,641,9012
"Quechua (064)",22107,13439,457,295,7959
"Aymara (065)",30,19,2,2,7
"Asháninka (066)",3,3,,1,
"Otra lengua nativa (067)",6,2,2,,2
"Castellano (068)",2545,952,233,342,1023
"Idioma Extranjero (069)",14,,4,1,9
"Es Sordomudo/a (070)",40,25,3,,12
"Mujeres (072)",24400,16353,475,306,7287
"Quechua (073)",22584,15501,361,194,6546
"Aymara (074)",41,28,4,1,9
"Asháninka (075)",2,2,,,
"Otra lengua nativa (076)",5,2,,,3
"Castellano (077)",1745,808,109,111,719
"Idioma Extranjero (078)",1,,,,1
"Es Sordomudo/a (079)",22,12,1,,9
