"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia DOS DE MAYO (000)",12047,1417,2992,5082,323,2069,164
"Conviviente (001)",3827,431,1018,1751,101,487,39
"Separado(a) (002)",425,38,93,218,8,56,12
"Casado(a) (003)",4526,579,954,2197,151,620,25
"Viudo(a) (004)",568,23,98,340,27,69,11
"Divorciado(a) (005)",53,9,15,25,1,2,1
"Soltero(a) (006)",2648,337,814,551,35,835,76
"Hombres (008)",8962,809,2803,3982,266,1078,24
"Conviviente (009)",2966,265,966,1462,92,177,4
"Separado(a) (010)",199,5,83,90,3,18,
"Casado(a) (011)",3467,382,900,1838,133,213,1
"Viudo(a) (012)",280,4,78,155,14,29,
"Divorciado(a) (013)",36,2,12,20,1,1,
"Soltero(a) (014)",2014,151,764,417,23,640,19
"Mujeres (016)",3085,608,189,1100,57,991,140
"Conviviente (017)",861,166,52,289,9,310,35
"Separado(a) (018)",226,33,10,128,5,38,12
"Casado(a) (019)",1059,197,54,359,18,407,24
"Viudo(a) (020)",288,19,20,185,13,40,11
"Divorciado(a) (021)",17,7,3,5,,1,1
"Soltero(a) (022)",634,186,50,134,12,195,57
,,,,,,,
"URBANA (024)",4616,1204,754,2085,50,418,105
"Conviviente (025)",1484,350,264,731,15,102,22
"Separado(a) (026)",171,27,22,109,1,6,6
"Casado(a) (027)",1730,515,233,823,19,123,17
"Viudo(a) (028)",189,20,17,124,,18,10
"Divorciado(a) (029)",21,9,2,9,,,1
"Soltero(a) (030)",1021,283,216,289,15,169,49
"Hombres (032)",3134,678,698,1474,40,231,13
"Conviviente (033)",1073,212,245,565,13,36,2
"Separado(a) (034)",63,3,19,38,1,2,
"Casado(a) (035)",1221,338,214,610,14,44,1
"Viudo(a) (036)",74,3,14,50,,7,
"Divorciado(a) (037)",11,2,1,8,,,
"Soltero(a) (038)",692,120,205,203,12,142,10
"Mujeres (040)",1482,526,56,611,10,187,92
"Conviviente (041)",411,138,19,166,2,66,20
"Separado(a) (042)",108,24,3,71,,4,6
"Casado(a) (043)",509,177,19,213,5,79,16
"Viudo(a) (044)",115,17,3,74,,11,10
"Divorciado(a) (045)",10,7,1,1,,,1
"Soltero(a) (046)",329,163,11,86,3,27,39
,,,,,,,
"RURAL (048)",7431,213,2238,2997,273,1651,59
"Conviviente (049)",2343,81,754,1020,86,385,17
"Separado(a) (050)",254,11,71,109,7,50,6
"Casado(a) (051)",2796,64,721,1374,132,497,8
"Viudo(a) (052)",379,3,81,216,27,51,1
"Divorciado(a) (053)",32,,13,16,1,2,
"Soltero(a) (054)",1627,54,598,262,20,666,27
"Hombres (056)",5828,131,2105,2508,226,847,11
"Conviviente (057)",1893,53,721,897,79,141,2
"Separado(a) (058)",136,2,64,52,2,16,
"Casado(a) (059)",2246,44,686,1228,119,169,
"Viudo(a) (060)",206,1,64,105,14,22,
"Divorciado(a) (061)",25,,11,12,1,1,
"Soltero(a) (062)",1322,31,559,214,11,498,9
"Mujeres (064)",1603,82,133,489,47,804,48
"Conviviente (065)",450,28,33,123,7,244,15
"Separado(a) (066)",118,9,7,57,5,34,6
"Casado(a) (067)",550,20,35,146,13,328,8
"Viudo(a) (068)",173,2,17,111,13,29,1
"Divorciado(a) (069)",7,,2,4,,1,
"Soltero(a) (070)",305,23,39,48,9,168,18
