"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CELENDIN (000)",62817,15972,3377,670,42832
"Conviviente (001)",22359,4802,700,163,16699
"Separado(a) (002)",1755,344,79,25,1307
"Casado(a) (003)",13302,2551,1356,218,9192
"Viudo(a) (004)",2770,438,94,34,2204
"Divorciado(a) (005)",204,34,23,11,137
"Soltero(a) (006)",22427,7803,1125,219,13293
"Hombres (008)",30619,7209,1609,363,21461
"Conviviente (009)",10906,1946,328,90,8544
"Separado(a) (010)",324,26,18,8,272
"Casado(a) (011)",6570,1133,678,130,4642
"Viudo(a) (012)",711,76,29,9,597
"Divorciado(a) (013)",60,4,12,4,41
"Soltero(a) (014)",12048,4024,544,122,7365
"Mujeres (016)",32198,8763,1768,307,21371
"Conviviente (017)",11453,2856,372,73,8155
"Separado(a) (018)",1431,318,61,17,1035
"Casado(a) (019)",6732,1418,678,88,4550
"Viudo(a) (020)",2059,362,65,25,1607
"Divorciado(a) (021)",144,30,11,7,96
"Soltero(a) (022)",10379,3779,581,97,5928
,,,,,
"URBANA (024)",16853,2376,2599,412,11481
"Conviviente (025)",4802,603,501,95,3606
"Separado(a) (026)",621,70,65,16,470
"Casado(a) (027)",3926,373,1071,154,2335
"Viudo(a) (028)",735,87,81,21,546
"Divorciado(a) (029)",66,4,22,6,35
"Soltero(a) (030)",6703,1239,859,120,4489
"Hombres (032)",8003,1026,1210,233,5545
"Conviviente (033)",2324,229,244,57,1795
"Separado(a) (034)",129,6,13,5,105
"Casado(a) (035)",1924,167,503,95,1166
"Viudo(a) (036)",183,15,25,6,137
"Divorciado(a) (037)",27,2,12,3,11
"Soltero(a) (038)",3416,607,413,67,2331
"Mujeres (040)",8850,1350,1389,179,5936
"Conviviente (041)",2478,374,257,38,1811
"Separado(a) (042)",492,64,52,11,365
"Casado(a) (043)",2002,206,568,59,1169
"Viudo(a) (044)",552,72,56,15,409
"Divorciado(a) (045)",39,2,10,3,24
"Soltero(a) (046)",3287,632,446,53,2158
,,,,,
"RURAL (048)",45964,13596,778,258,31351
"Conviviente (049)",17557,4199,199,68,13093
"Separado(a) (050)",1134,274,14,9,837
"Casado(a) (051)",9376,2178,285,64,6857
"Viudo(a) (052)",2035,351,13,13,1658
"Divorciado(a) (053)",138,30,1,5,102
"Soltero(a) (054)",15724,6564,266,99,8804
"Hombres (056)",22616,6183,399,130,15916
"Conviviente (057)",8582,1717,84,33,6749
"Separado(a) (058)",195,20,5,3,167
"Casado(a) (059)",4646,966,175,35,3476
"Viudo(a) (060)",528,61,4,3,460
"Divorciado(a) (061)",33,2,,1,30
"Soltero(a) (062)",8632,3417,131,55,5034
"Mujeres (064)",23348,7413,379,128,15435
"Conviviente (065)",8975,2482,115,35,6344
"Separado(a) (066)",939,254,9,6,670
"Casado(a) (067)",4730,1212,110,29,3381
"Viudo(a) (068)",1507,290,9,10,1198
"Divorciado(a) (069)",105,28,1,4,72
"Soltero(a) (070)",7092,3147,135,44,3770
