"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia SUCRE (000)",3714,2801,482,222,209
"Empleado (001)",728,173,206,174,175
"Obrero (002)",700,513,120,35,32
"Trabajador independiente (003)",1568,1488,80,,
"Empleador o patrono (004)",18,13,2,3,
"Trabajador familiar no remunerado (005)",680,594,74,10,2
"Trabajador del hogar (006)",20,20,,,
"De 06 a 14 años (008)",85,70,12,3,
"Obrero (010)",9,7,1,1,
"Trabajador independiente (011)",8,7,1,,
"Trabajador familiar no remunerado (013)",66,54,10,2,
"Trabajador del hogar (014)",2,2,,,
"De 15 a 29 años (016)",891,649,135,55,52
"Empleado (017)",164,51,36,34,43
"Obrero (018)",246,169,54,15,8
"Trabajador independiente (019)",276,251,25,,
"Empleador o patrono (020)",7,6,1,,
"Trabajador familiar no remunerado (021)",189,163,19,6,1
"Trabajador del hogar (022)",9,9,,,
"De 30 a 44 años (024)",1331,920,202,102,107
"Empleado (025)",369,76,115,88,90
"Obrero (026)",212,147,37,11,17
"Trabajador independiente (027)",569,541,28,,
"Empleador o patrono (028)",7,4,1,2,
"Trabajador familiar no remunerado (029)",168,146,21,1,
"Trabajador del hogar (030)",6,6,,,
"De 45 a 64 años (032)",976,757,113,59,47
"Empleado (033)",191,45,54,51,41
"Obrero (034)",179,145,22,6,6
"Trabajador independiente (035)",434,417,17,,
"Empleador o patrono (036)",3,2,,1,
"Trabajador familiar no remunerado (037)",166,145,20,1,
"Trabajador del hogar (038)",3,3,,,
"De 65 y más años (040)",431,405,20,3,3
"Empleado (041)",4,1,1,1,1
"Obrero (042)",54,45,6,2,1
"Trabajador independiente (043)",281,272,9,,
"Empleador o patrono (044)",1,1,,,
"Trabajador familiar no remunerado (045)",91,86,4,,1
,,,,,
"URBANA (048)",2428,1660,399,188,181
"Empleado (049)",638,128,190,164,156
"Obrero (050)",396,276,79,18,23
"Trabajador independiente (051)",901,841,60,,
"Empleador o patrono (052)",10,8,1,1,
"Trabajador familiar no remunerado (053)",466,390,69,5,2
"Trabajador del hogar (054)",17,17,,,
"De 06 a 14 años (056)",55,42,11,2,
"Obrero (058)",3,3,,,
"Trabajador independiente (059)",6,5,1,,
"Trabajador familiar no remunerado (061)",44,32,10,2,
"Trabajador del hogar (062)",2,2,,,
"De 15 a 29 años (064)",572,382,110,39,41
"Empleado (065)",139,38,33,33,35
"Obrero (066)",140,94,37,4,5
"Trabajador independiente (067)",159,138,21,,
"Empleador o patrono (068)",4,3,1,,
"Trabajador familiar no remunerado (069)",122,101,18,2,1
"Trabajador del hogar (070)",8,8,,,
"De 30 a 44 años (072)",934,578,169,90,97
"Empleado (073)",329,58,106,82,83
"Obrero (074)",136,93,22,7,14
"Trabajador independiente (075)",342,320,22,,
"Empleador o patrono (076)",2,2,,,
"Trabajador familiar no remunerado (077)",121,101,19,1,
"Trabajador del hogar (078)",4,4,,,
"De 45 a 64 años (080)",621,430,97,54,40
"Empleado (081)",167,32,50,48,37
"Obrero (082)",87,64,15,5,3
"Trabajador independiente (083)",244,231,13,,
"Empleador o patrono (084)",3,2,,1,
"Trabajador familiar no remunerado (085)",117,98,19,,
"Trabajador del hogar (086)",3,3,,,
"De 65 y más años (088)",246,228,12,3,3
"Empleado (089)",3,,1,1,1
"Obrero (090)",30,22,5,2,1
"Trabajador independiente (091)",150,147,3,,
"Empleador o patrono (092)",1,1,,,
"Trabajador familiar no remunerado (093)",62,58,3,,1
,,,,,
"RURAL (096)",1286,1141,83,34,28
"Empleado (097)",90,45,16,10,19
"Obrero (098)",304,237,41,17,9
"Trabajador independiente (099)",667,647,20,,
"Empleador o patrono (100)",8,5,1,2,
"Trabajador familiar no remunerado (101)",214,204,5,5,
"Trabajador del hogar (102)",3,3,,,
"De 06 a 14 años (104)",30,28,1,1,
"Obrero (106)",6,4,1,1,
"Trabajador independiente (107)",2,2,,,
"Trabajador familiar no remunerado (109)",22,22,,,
"De 15 a 29 años (112)",319,267,25,16,11
"Empleado (113)",25,13,3,1,8
"Obrero (114)",106,75,17,11,3
"Trabajador independiente (115)",117,113,4,,
"Empleador o patrono (116)",3,3,,,
"Trabajador familiar no remunerado (117)",67,62,1,4,
"Trabajador del hogar (118)",1,1,,,
"De 30 a 44 años (120)",397,342,33,12,10
"Empleado (121)",40,18,9,6,7
"Obrero (122)",76,54,15,4,3
"Trabajador independiente (123)",227,221,6,,
"Empleador o patrono (124)",5,2,1,2,
"Trabajador familiar no remunerado (125)",47,45,2,,
"Trabajador del hogar (126)",2,2,,,
"De 45 a 64 años (128)",355,327,16,5,7
"Empleado (129)",24,13,4,3,4
"Obrero (130)",92,81,7,1,3
"Trabajador independiente (131)",190,186,4,,
"Trabajador familiar no remunerado (133)",49,47,1,1,
"De 65 y más años (136)",185,177,8,,
"Empleado (137)",1,1,,,
"Obrero (138)",24,23,1,,
"Trabajador independiente (139)",131,125,6,,
"Trabajador familiar no remunerado (141)",29,28,1,,
