"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CHACHAPOYAS (000)",43658,10521,7354,1561,24363
"Hombres (001)",21360,4636,3347,925,12523
"Mujeres (002)",22298,5885,4007,636,11840
"PEA (003)",19480,2581,3679,839,12461
"Hombres (004)",12635,1516,1880,603,8677
"Mujeres (005)",6845,1065,1799,236,3784
"Ocupada (006)",18809,2487,3630,817,11955
"Hombres (007)",12213,1460,1854,591,8349
"Mujeres (008)",6596,1027,1776,226,3606
"Desocupada (009)",671,94,49,22,506
"Hombres (010)",422,56,26,12,328
"Mujeres (011)",249,38,23,10,178
"No PEA (012)",24178,7940,3675,722,11902
"Hombres (013)",8725,3120,1467,322,3846
"Mujeres (014)",15453,4820,2208,400,8056
,,,,,
"URBANA (018)",30545,5944,6866,1456,16418
"Hombres (019)",14557,2484,3096,846,8202
"Mujeres (020)",15988,3460,3770,610,8216
"PEA (021)",13585,1417,3431,773,8043
"Hombres (022)",8152,709,1719,542,5223
"Mujeres (023)",5433,708,1712,231,2820
"Ocupada (024)",13012,1343,3382,752,7614
"Hombres (025)",7806,668,1693,531,4955
"Mujeres (026)",5206,675,1689,221,2659
"Desocupada (027)",573,74,49,21,429
"Hombres (028)",346,41,26,11,268
"Mujeres (029)",227,33,23,10,161
"No PEA (030)",16960,4527,3435,683,8375
"Hombres (031)",6405,1775,1377,304,2979
"Mujeres (032)",10555,2752,2058,379,5396
,,,,,
"RURAL (036)",13113,4577,488,105,7945
"Hombres (037)",6803,2152,251,79,4321
"Mujeres (038)",6310,2425,237,26,3624
"PEA (039)",5895,1164,248,66,4418
"Hombres (040)",4483,807,161,61,3454
"Mujeres (041)",1412,357,87,5,964
"Ocupada (042)",5797,1144,248,65,4341
"Hombres (043)",4407,792,161,60,3394
"Mujeres (044)",1390,352,87,5,947
"Desocupada (045)",98,20,,1,77
"Hombres (046)",76,15,,1,60
"Mujeres (047)",22,5,,,17
"No PEA (048)",7218,3413,240,39,3527
"Hombres (049)",2320,1345,90,18,867
"Mujeres (050)",4898,2068,150,21,2660
