"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia CANTA",,,,,,,
"Viviendas particulares (001)",4013,612,133,62,2520,406,280
"Ocupantes presentes (002)",13324,2243,378,239,8239,1303,922
"Casa independiente",,,,,,,
"Viviendas particulares (004)",3677,554,132,60,2389,333,209
"Ocupantes presentes (005)",12317,2029,376,233,7871,1090,718
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",2,2,,,,,
"Ocupantes presentes (008)",4,4,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",23,4,,,14,,5
"Ocupantes presentes (011)",66,22,,,32,,12
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",71,25,,,36,5,5
"Ocupantes presentes (014)",250,107,,,106,23,14
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",224,27,1,2,80,57,57
"Ocupantes presentes (017)",627,81,2,6,225,150,163
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",1,,,,,,1
"Ocupantes presentes (020)",6,,,,,,6
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",12,,,,1,9,2
"Ocupantes presentes (023)",50,,,,5,37,8
"Otro tipo",,,,,,,
"Viviendas particulares (025)",3,,,,,2,1
"Ocupantes presentes (026)",4,,,,,3,1
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",1959,407,28,35,1322,54,113
"Ocupantes presentes (029)",6342,1542,104,145,3926,220,405
"Casa independiente",,,,,,,
"Viviendas particulares (031)",1858,376,28,35,1271,47,101
"Ocupantes presentes (032)",5998,1409,104,145,3783,187,370
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",2,2,,,,,
"Ocupantes presentes (035)",4,4,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",23,4,,,14,,5
"Ocupantes presentes (038)",66,22,,,32,,12
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",71,25,,,36,5,5
"Ocupantes presentes (041)",250,107,,,106,23,14
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",1,,,,,,1
"Ocupantes presentes (047)",6,,,,,,6
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",4,,,,1,2,1
"Ocupantes presentes (050)",18,,,,5,10,3
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",2054,205,105,27,1198,352,167
"Ocupantes presentes (056)",6982,701,274,94,4313,1083,517
"Casa independiente",,,,,,,
"Viviendas particulares (058)",1819,178,104,25,1118,286,108
"Ocupantes presentes (059)",6319,620,272,88,4088,903,348
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",224,27,1,2,80,57,57
"Ocupantes presentes (071)",627,81,2,6,225,150,163
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",8,,,,,7,1
"Ocupantes presentes (077)",32,,,,,27,5
"Otro tipo",,,,,,,
"Viviendas particulares (079)",3,,,,,2,1
"Ocupantes presentes (080)",4,,,,,3,1
