"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia PAUCARTAMBO",,,,,,
"Viviendas particulares (001)",11311,11217,85,7,2,
"Ocupantes presentes (002)",45494,44745,635,84,30,
"Casa independiente",,,,,,
"Viviendas particulares (004)",9714,9626,80,7,1,
"Ocupantes presentes (005)",39364,38682,585,84,13,
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",2,2,,,,
"Ocupantes presentes (008)",3,3,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",20,20,,,,
"Ocupantes presentes (011)",50,50,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",308,303,4,,1,
"Ocupantes presentes (014)",1050,993,40,,17,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",1243,1243,,,,
"Ocupantes presentes (017)",4954,4954,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",5,5,,,,
"Ocupantes presentes (020)",13,13,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",14,13,1,,,
"Ocupantes presentes (023)",53,43,10,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",5,5,,,,
"Ocupantes presentes (026)",7,7,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",2178,2126,46,4,2,
"Ocupantes presentes (029)",8163,7734,351,48,30,
"Casa independiente",,,,,,
"Viviendas particulares (031)",1838,1792,41,4,1,
"Ocupantes presentes (032)",7023,6661,301,48,13,
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",2,2,,,,
"Ocupantes presentes (035)",3,3,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",20,20,,,,
"Ocupantes presentes (038)",50,50,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",308,303,4,,1,
"Ocupantes presentes (041)",1050,993,40,,17,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",5,5,,,,
"Ocupantes presentes (047)",13,13,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",5,4,1,,,
"Ocupantes presentes (050)",24,14,10,,,
"Otro tipo",,,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",9133,9091,39,3,,
"Ocupantes presentes (056)",37331,37011,284,36,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",7876,7834,39,3,,
"Ocupantes presentes (059)",32341,32021,284,36,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",1243,1243,,,,
"Ocupantes presentes (071)",4954,4954,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",9,9,,,,
"Ocupantes presentes (077)",29,29,,,,
"Otro tipo",,,,,,
"Viviendas particulares (079)",5,5,,,,
"Ocupantes presentes (080)",7,7,,,,
