"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia UCAYALI (000)",50046,13951,5080,1061,30009
"Hombres (001)",26565,6642,2544,608,16801
"Mujeres (002)",23481,7309,2536,453,13208
"PEA (003)",21074,2724,2407,520,15439
"Hombres (004)",14923,1544,1432,382,11577
"Mujeres (005)",6151,1180,975,138,3862
"Ocupada (006)",20353,2640,2369,511,14849
"Hombres (007)",14353,1493,1406,377,11089
"Mujeres (008)",6000,1147,963,134,3760
"Desocupada (009)",721,84,38,9,590
"Hombres (010)",570,51,26,5,488
"Mujeres (011)",151,33,12,4,102
"No PEA (012)",28972,11227,2673,541,14570
"Hombres (013)",11642,5098,1112,226,5224
"Mujeres (014)",17330,6129,1561,315,9346
,,,,,
"URBANA (018)",28094,8129,3801,866,15332
"Hombres (019)",14702,3730,1894,505,8594
"Mujeres (020)",13392,4399,1907,361,6738
"PEA (021)",11877,1580,1786,432,8091
"Hombres (022)",8103,856,1062,324,5871
"Mujeres (023)",3774,724,724,108,2220
"Ocupada (024)",11429,1511,1754,425,7751
"Hombres (025)",7780,819,1041,320,5610
"Mujeres (026)",3649,692,713,105,2141
"Desocupada (027)",448,69,32,7,340
"Hombres (028)",323,37,21,4,261
"Mujeres (029)",125,32,11,3,79
"No PEA (030)",16217,6549,2015,434,7241
"Hombres (031)",6599,2874,832,181,2723
"Mujeres (032)",9618,3675,1183,253,4518
,,,,,
"RURAL (036)",21952,5822,1279,195,14677
"Hombres (037)",11863,2912,650,103,8207
"Mujeres (038)",10089,2910,629,92,6470
"PEA (039)",9197,1144,621,88,7348
"Hombres (040)",6820,688,370,58,5706
"Mujeres (041)",2377,456,251,30,1642
"Ocupada (042)",8924,1129,615,86,7098
"Hombres (043)",6573,674,365,57,5479
"Mujeres (044)",2351,455,250,29,1619
"Desocupada (045)",273,15,6,2,250
"Hombres (046)",247,14,5,1,227
"Mujeres (047)",26,1,1,1,23
"No PEA (048)",12755,4678,658,107,7329
"Hombres (049)",5043,2224,280,45,2501
"Mujeres (050)",7712,2454,378,62,4828
