"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia YAUYOS (000)",12764,155,3255,4363,3317,1674
"Agric., ganadería, caza y silvicultura (001)",6936,132,1449,1858,2066,1431
"Pesca (002)",19,,6,6,5,2
"Explotación de minas y canteras (003)",1569,,646,705,216,2
"Industrias manufactureras (004)",251,1,76,85,60,29
"Suministro de electricidad, gas y agua (005)",315,,66,163,82,4
"Construcción (006)",516,2,162,224,115,13
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",712,10,172,247,197,86
"Venta, mant.y rep. veh.autom.y motoc. (008)",18,,6,7,4,1
"Comercio al por mayor (009)",24,,7,5,10,2
"Comercio al por menor (010)",670,10,159,235,183,83
"Hoteles y restaurantes (011)",259,5,90,76,79,9
"Trans., almac. y comunicaciones (012)",212,,76,95,38,3
"Intermediación financiera (013)",6,,3,1,1,1
"Activid.inmobil., empres. y alquileres (014)",88,,26,43,19,
"Admin.pub. y defensa; p. segur.soc.afil (015)",439,,130,190,103,16
"Enseñanza (016)",837,,155,475,198,9
"Servicios sociales y de salud (017)",101,,39,48,12,2
"Otras activ. serv.comun.soc y personales (018)",104,2,34,36,27,5
"Hogares privados con servicio doméstico (019)",123,3,53,29,23,15
"Actividad economica no especificada (021)",277,,72,82,76,47
"Hombres (022)",8543,87,2250,3042,2151,1013
"Agric., ganadería, caza y silvicultura (023)",4372,76,950,1212,1251,883
"Pesca (024)",16,,5,5,5,1
"Explotación de minas y canteras (025)",1560,,640,703,215,2
"Industrias manufactureras (026)",193,1,52,72,47,21
"Suministro de electricidad, gas y agua (027)",297,,58,154,81,4
"Construcción (028)",505,2,156,219,115,13
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",311,5,73,102,88,43
"Venta, mant.y rep. veh.autom.y motoc. (030)",17,,6,6,4,1
"Comercio al por mayor (031)",13,,4,3,5,1
"Comercio al por menor (032)",281,5,63,93,79,41
"Hoteles y restaurantes (033)",74,,29,19,24,2
"Trans., almac. y comunicaciones (034)",205,,73,92,37,3
"Intermediación financiera (035)",4,,2,,1,1
"Activid.inmobil., empres. y alquileres (036)",74,,21,37,16,
"Admin.pub. y defensa; p. segur.soc.afil (037)",295,,62,131,89,13
"Enseñanza (038)",440,,63,233,136,8
"Servicios sociales y de salud (039)",46,,17,19,8,2
"Otras activ. serv.comun.soc y personales (040)",51,2,16,17,13,3
