"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia ASCOPE (000)",104022,13472,32923,6486,51492
"Hombres (001)",52027,5752,16784,3775,25935
"Mujeres (002)",51995,7720,16139,2711,25557
"PEA (003)",40868,3006,11614,3000,23441
"Hombres (004)",30072,1936,8669,2351,17264
"Mujeres (005)",10796,1070,2945,649,6177
"Ocupada (006)",37960,2718,11213,2836,21380
"Hombres (007)",27855,1734,8361,2216,15687
"Mujeres (008)",10105,984,2852,620,5693
"Desocupada (009)",2908,288,401,164,2061
"Hombres (010)",2217,202,308,135,1577
"Mujeres (011)",691,86,93,29,484
"No PEA (012)",63154,10466,21309,3486,28051
"Hombres (013)",21955,3816,8115,1424,8671
"Mujeres (014)",41199,6650,13194,2062,19380
,,,,,
"URBANA (018)",91583,11841,30591,5956,43519
"Hombres (019)",45517,5042,15547,3468,21665
"Mujeres (020)",46066,6799,15044,2488,21854
"PEA (021)",35849,2758,10804,2762,19708
"Hombres (022)",25786,1759,7948,2136,14083
"Mujeres (023)",10063,999,2856,626,5625
"Ocupada (024)",33145,2487,10418,2600,17817
"Hombres (025)",23716,1567,7653,2003,12628
"Mujeres (026)",9429,920,2765,597,5189
"Desocupada (027)",2704,271,386,162,1891
"Hombres (028)",2070,192,295,133,1455
"Mujeres (029)",634,79,91,29,436
"No PEA (030)",55734,9083,19787,3194,23811
"Hombres (031)",19731,3283,7599,1332,7582
"Mujeres (032)",36003,5800,12188,1862,16229
,,,,,
"RURAL (036)",12439,1631,2332,530,7973
"Hombres (037)",6510,710,1237,307,4270
"Mujeres (038)",5929,921,1095,223,3703
"PEA (039)",5019,248,810,238,3733
"Hombres (040)",4286,177,721,215,3181
"Mujeres (041)",733,71,89,23,552
"Ocupada (042)",4815,231,795,236,3563
"Hombres (043)",4139,167,708,213,3059
"Mujeres (044)",676,64,87,23,504
"Desocupada (045)",204,17,15,2,170
"Hombres (046)",147,10,13,2,122
"Mujeres (047)",57,7,2,,48
"No PEA (048)",7420,1383,1522,292,4240
"Hombres (049)",2224,533,516,92,1089
"Mujeres (050)",5196,850,1006,200,3151
