"CUADRO Nº 21: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia JULCAN (000)",8679,481,463,5343,43,1385,64,900
"Agric., ganadería, caza y silvicultura (001)",6318,1,334,4857,36,1090,,
"Explotación de minas y canteras (003)",4,,4,,,,,
"Industrias manufactureras (004)",73,3,17,50,2,1,,
"Suministro de electricidad, gas y agua (005)",4,,4,,,,,
"Construcción (006)",71,,53,12,,6,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",243,29,3,187,4,20,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",2,,1,1,,,,
"Comercio al por mayor (009)",12,3,,8,1,,,
"Comercio al por menor (010)",229,26,2,178,3,20,,
"Hoteles y restaurantes (011)",57,14,5,32,,6,,
"Trans., almac. y comunicaciones (012)",78,19,19,40,,,,
"Activid.inmobil., empres. y alquileres (014)",20,13,1,6,,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",58,52,6,,,,,
"Enseñanza (016)",321,280,,40,,1,,
"Servicios sociales y de salud (017)",47,42,,5,,,,
"Otras activ. serv.comun.soc y personales (018)",33,13,4,15,,1,,
"Hogares privados con servicio doméstico (019)",64,,,,,,64,
"Actividad economica no especificada (021)",388,15,13,99,1,260,,
"Desocupado (022)",900,,,,,,,900
"Hombres (023)",7666,215,412,5073,42,1160,5,759
"Agric., ganadería, caza y silvicultura (024)",6159,1,303,4799,35,1021,,
"Explotación de minas y canteras (026)",4,,4,,,,,
"Industrias manufactureras (027)",66,1,17,45,2,1,,
"Suministro de electricidad, gas y agua (028)",4,,4,,,,,
"Construcción (029)",70,,52,12,,6,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",146,16,3,116,4,7,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",2,,1,1,,,,
"Comercio al por mayor (032)",7,1,,5,1,,,
"Comercio al por menor (033)",137,15,2,110,3,7,,
"Hoteles y restaurantes (034)",2,,,1,,1,,
"Trans., almac. y comunicaciones (035)",70,13,17,40,,,,
"Activid.inmobil., empres. y alquileres (037)",15,8,1,6,,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",49,46,3,,,,,
"Enseñanza (039)",124,107,,17,,,,
"Servicios sociales y de salud (040)",18,14,,4,,,,
"Otras activ. serv.comun.soc y personales (041)",10,6,1,2,,1,,
"Hogares privados con servicio doméstico (042)",5,,,,,,5,
"Actividad economica no especificada (044)",165,3,7,31,1,123,,
"Desocupado (045)",759,,,,,,,759
"Mujeres (046)",1013,266,51,270,1,225,59,141
"Agric., ganadería, caza y silvicultura (047)",159,,31,58,1,69,,
"Industrias manufactureras (050)",7,2,,5,,,,
"Construcción (052)",1,,1,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",97,13,,71,,13,,
"Comercio al por mayor (055)",5,2,,3,,,,
"Comercio al por menor (056)",92,11,,68,,13,,
"Hoteles y restaurantes (057)",55,14,5,31,,5,,
"Trans., almac. y comunicaciones (058)",8,6,2,,,,,
"Activid.inmobil., empres. y alquileres (060)",5,5,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",9,6,3,,,,,
"Enseñanza (062)",197,173,,23,,1,,
"Servicios sociales y de salud (063)",29,28,,1,,,,
"Otras activ. serv.comun.soc y personales (064)",23,7,3,13,,,,
"Hogares privados con servicio doméstico (065)",59,,,,,,59,
"Actividad economica no especificada (067)",223,12,6,68,,137,,
,,,,,,,,
"URBANA (068)",1330,240,173,610,26,67,26,188
"Agric., ganadería, caza y silvicultura (069)",492,1,107,323,22,39,,
"Explotación de minas y canteras (071)",1,,1,,,,,
"Industrias manufactureras (072)",46,3,10,32,1,,,
"Suministro de electricidad, gas y agua (073)",3,,3,,,,,
"Construcción (074)",25,,17,6,,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (075)",177,18,1,141,3,14,,
"Venta, mant.y rep. veh.autom.y motoc. (076)",1,,,1,,,,
"Comercio al por mayor (077)",10,2,,7,1,,,
"Comercio al por menor (078)",166,16,1,133,2,14,,
"Hoteles y restaurantes (079)",41,5,4,29,,3,,
"Trans., almac. y comunicaciones (080)",52,16,10,26,,,,
"Activid.inmobil., empres. y alquileres (082)",12,8,1,3,,,,
"Admin.pub. y defensa; p. segur.soc.afil (083)",43,38,5,,,,,
"Enseñanza (084)",119,108,,10,,1,,
"Servicios sociales y de salud (085)",33,31,,2,,,,
"Otras activ. serv.comun.soc y personales (086)",27,10,4,12,,1,,
"Hogares privados con servicio doméstico (087)",26,,,,,,26,
"Actividad economica no especificada (089)",45,2,10,26,,7,,
"Desocupado (090)",188,,,,,,,188
"Hombres (091)",983,130,149,479,25,47,1,152
"Agric., ganadería, caza y silvicultura (092)",472,1,99,316,21,35,,
"Explotación de minas y canteras (094)",1,,1,,,,,
"Industrias manufactureras (095)",41,1,10,29,1,,,
"Suministro de electricidad, gas y agua (096)",3,,3,,,,,
"Construcción (097)",25,,17,6,,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (098)",103,10,1,84,3,5,,
"Venta, mant.y rep. veh.autom.y motoc. (099)",1,,,1,,,,
"Comercio al por mayor (100)",6,1,,4,1,,,
"Comercio al por menor (101)",96,9,1,79,2,5,,
"Hoteles y restaurantes (102)",1,,,1,,,,
"Trans., almac. y comunicaciones (103)",45,11,8,26,,,,
"Activid.inmobil., empres. y alquileres (105)",8,4,1,3,,,,
"Admin.pub. y defensa; p. segur.soc.afil (106)",36,34,2,,,,,
"Enseñanza (107)",60,55,,5,,,,
"Servicios sociales y de salud (108)",12,10,,2,,,,
"Otras activ. serv.comun.soc y personales (109)",7,4,1,1,,1,,
"Hogares privados con servicio doméstico (110)",1,,,,,,1,
"Actividad economica no especificada (112)",16,,6,6,,4,,
"Desocupado (113)",152,,,,,,,152
"Mujeres (114)",347,110,24,131,1,20,25,36
"Agric., ganadería, caza y silvicultura (115)",20,,8,7,1,4,,
"Industrias manufactureras (118)",5,2,,3,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (121)",74,8,,57,,9,,
"Comercio al por mayor (123)",4,1,,3,,,,
"Comercio al por menor (124)",70,7,,54,,9,,
"Hoteles y restaurantes (125)",40,5,4,28,,3,,
"Trans., almac. y comunicaciones (126)",7,5,2,,,,,
"Activid.inmobil., empres. y alquileres (128)",4,4,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (129)",7,4,3,,,,,
"Enseñanza (130)",59,53,,5,,1,,
"Servicios sociales y de salud (131)",21,21,,,,,,
"Otras activ. serv.comun.soc y personales (132)",20,6,3,11,,,,
"Hogares privados con servicio doméstico (133)",25,,,,,,25,
"Actividad economica no especificada (135)",29,2,4,20,,3,,
,,,,,,,,
"RURAL (136)",7349,241,290,4733,17,1318,38,712
"Agric., ganadería, caza y silvicultura (137)",5826,,227,4534,14,1051,,
"Explotación de minas y canteras (139)",3,,3,,,,,
